wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
None, None, 104.0, None, 0.0, None, 0.0, 0.0, 25.6, None,2022-05-14 00:00:00,20
None, None, 116.0, None, 0.0, None, 0.0, 0.0, 28.3, None,2022-05-14 01:00:00,20
None, None, 112.0, None, 0.0, None, 0.0, 0.0, 23.8, None,2022-05-14 02:00:00,20
None, None, 107.0, None, 0.0, None, 0.0, 0.0, None, None,2022-05-14 03:00:00,20
None, None, 112.0, None, 0.0, None, 0.0, 0.0, 15.5, None,2022-05-14 04:00:00,20
None, None, 106.0, None, 0.0, None, 0.0, 0.0, 17.3, None,2022-05-14 05:00:00,20
None, None, 104.0, None, 0.0, None, 0.0, 0.0, 13.3, None,2022-05-14 06:00:00,20
None, None, 85.0, None, 0.0, None, 0.0, 0.0, 9.4, None,2022-05-14 07:00:00,20
None, None, 88.0, None, 0.0, None, 0.0, 0.0, 7.4, None,2022-05-14 08:00:00,20
None, None, 103.0, None, 0.0, None, 0.0, 0.0, 9.3, None,2022-05-14 09:00:00,20
None, None, 48.0, None, 0.0, None, 0.0, 0.0, 7.4, None,2022-05-14 11:00:00,20
None, None, 93.0, None, 0.0, None, 0.0, 0.0, 8.9, None,2022-05-14 12:00:00,20
None, None, 70.0, None, 0.0, None, 0.0, 0.0, 11.5, None,2022-05-14 13:00:00,20
None, None, 83.0, None, 0.0, None, 0.0, 0.0, 14.9, None,2022-05-14 14:00:00,20
None, None, 77.0, None, 0.0, None, 0.0, 0.0, 9.4, None,2022-05-14 15:00:00,20
None, None, 84.0, None, 0.0, None, 0.0, 0.0, 11.6, None,2022-05-14 16:00:00,20
None, None, 104.0, None, 0.0, None, 0.0, 0.0, None, None,2022-05-14 17:00:00,20
None, None, 109.0, None, 0.0, None, 0.0, 0.0, 22.4, None,2022-05-14 18:00:00,20
None, None, 100.0, None, 0.0, None, 0.0, 0.0, 18.6, None,2022-05-14 19:00:00,20
None, None, 96.0, None, 0.0, None, 0.0, 0.0, 21.8, None,2022-05-14 20:00:00,20
None, None, 83.0, None, 0.0, None, 0.0, 0.0, 24.7, None,2022-05-14 21:00:00,20
None, None, 97.0, None, 0.0, None, 0.0, 0.0, 22.9, None,2022-05-14 22:00:00,20
None, None, 84.0, None, 0.0, None, 0.0, 0.0, None, None,2022-05-14 23:00:00,20
None, None, 87.0, None, 0.0, None, 0.0, 0.0, 15.9, None,2022-05-15 00:00:00,20
None, None, 83.0, None, 0.0, None, 0.0, 0.0, 18.1, None,2022-05-15 01:00:00,20
None, None, 101.0, None, 0.0, None, 0.0, 0.0, 14.9, None,2022-05-15 02:00:00,20
None, None, 93.0, None, 0.0, None, 0.0, 0.0, 14.7, None,2022-05-15 03:00:00,20
None, None, 77.0, None, 0.0, None, 0.0, 0.0, 9.8, None,2022-05-15 04:00:00,20
None, None, 89.0, None, 0.0, None, 0.0, 0.0, 17.6, None,2022-05-15 05:00:00,20
None, None, 87.0, None, 0.0, None, 0.0, 0.0, None, None,2022-05-15 06:00:00,20
None, None, 89.0, None, 0.0, None, 0.0, 0.0, 11.5, None,2022-05-15 07:00:00,20
None, None, 81.0, None, 0.0, None, 0.0, 0.0, 8.7, None,2022-05-15 08:00:00,20
