wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
90.0, 9.9, None, 0.1, 2.0, 101.3, 8.9, None, None, 94.0,2018-10-29 00:00:00, None, None,44
67.5, 9.4, None, 0.05, 3.0, 101.3, 8.4, None, None, 94.0,2018-10-29 01:00:00, None, None,44
45.0, 9.1, None, 0.08, 3.0, 101.4, 8.4, None, None, 95.0,2018-10-29 02:00:00, None, None,44
45.0, 8.5, None, 0.06, 3.0, 101.4, 7.9, None, None, 96.0,2018-10-29 03:00:00, None, None,44
45.0, 8.5, None, 0.06, 2.0, 101.4, 7.9, None, None, 96.0,2018-10-29 04:00:00, None, None,44
22.5, 8.1, None, 0.01, 3.0, 101.4, 7.5, None, None, 96.0,2018-10-29 05:00:00, None, None,44
337.5, 8.1, None, 0.03, 3.0, 101.4, 7.5, None, None, 96.0,2018-10-29 06:00:00, None, None,44
45.0, 7.6, None, 0.03, 4.0, 101.4, 7.0, None, 11.8, 96.0,2018-10-29 07:00:00, 7.6, 19.2,44
67.5, 6.9, None, 0.06, 4.0, 101.4, 6.3, None, None, 96.0,2018-10-29 08:00:00, None, None,44
90.0, 6.8, None, 0.04, 2.0, 101.4, 6.3, None, None, 96.0,2018-10-29 09:00:00, None, None,44
0.0, 7.0, None, 0.08, 2.0, 101.5, 6.4, None, None, 96.0,2018-10-29 10:00:00, None, None,44
None, 7.0, None, 0.15, 0.0, 101.6, 6.5, None, None, 97.0,2018-10-29 11:00:00, None, None,44
22.5, 7.0, None, 0.18, 2.0, 101.6, 6.6, None, None, 97.0,2018-10-29 12:00:00, None, None,44
45.0, 7.0, None, 0.2, 3.0, 101.7, 6.5, None, None, 97.0,2018-10-29 13:00:00, None, None,44
45.0, 6.6, None, 0.18, 2.0, 101.8, 6.2, None, None, 97.0,2018-10-29 14:00:00, None, None,44
45.0, 6.7, None, 0.15, 3.0, 101.8, 6.3, None, None, 97.0,2018-10-29 15:00:00, None, None,44
45.0, 7.4, None, 0.13, 3.0, 101.9, 7.0, None, None, 97.0,2018-10-29 16:00:00, None, None,44
45.0, 7.8, None, 0.16, 3.0, 101.9, 7.3, None, None, 96.0,2018-10-29 17:00:00, None, None,44
45.0, 8.2, None, 0.21, 1.0, 102.0, 7.7, None, None, 97.0,2018-10-29 18:00:00, None, None,44
90.0, 8.2, None, 0.24, 3.0, 102.1, 7.7, None, None, 97.0,2018-10-29 19:00:00, None, None,44
22.5, 8.6, None, 0.21, 4.0, 102.1, 8.1, None, None, 97.0,2018-10-29 20:00:00, None, None,44
67.5, 8.7, None, 0.17, 2.0, 102.2, 8.1, None, None, 96.0,2018-10-29 21:00:00, None, None,44
90.0, 9.3, None, 0.11, 1.0, 102.2, 8.6, None, None, 96.0,2018-10-29 22:00:00, None, None,44
135.0, 9.7, None, 0.06, 3.0, 102.2, 8.4, None, None, 92.0,2018-10-29 23:00:00, None, 16.9,44
45.0, 9.7, None, 0.06, 2.0, 102.2, 8.4, None, None, 91.0,2018-10-30 00:00:00, None, None,44
0.0, 9.6, None, 0.06, 2.0, 102.3, 8.4, None, None, 92.0,2018-10-30 01:00:00, None, None,44
45.0, 8.4, None, 0.11, 2.0, 102.3, 7.5, None, None, 94.0,2018-10-30 02:00:00, None, None,44
45.0, 8.3, None, 0.11, 2.0, 102.4, 7.5, None, None, 95.0,2018-10-30 03:00:00, None, None,44
45.0, 8.3, None, 0.11, 3.0, 102.4, 7.5, None, None, 95.0,2018-10-30 04:00:00, None, None,44
22.5, 8.5, None, 0.09, 2.0, 102.4, 7.6, None, None, 94.0,2018-10-30 05:00:00, None, None,44
45.0, 8.5, None, 0.06, 3.0, 102.4, 7.6, None, None, 94.0,2018-10-30 06:00:00, None, None,44
45.0, 8.6, None, 0.07, 2.0, 102.5, 7.8, None, 10.1, 94.0,2018-10-30 07:00:00, 6.5, 16.9,44
67.5, 8.7, None, 0.05, 4.0, 102.5, 7.9, None, None, 95.0,2018-10-30 08:00:00, None, None,44
90.0, 8.8, None, 0.06, 4.0, 102.5, 7.7, None, None, 93.0,2018-10-30 09:00:00, None, None,44
90.0, 8.7, None, 0.06, 2.0, 102.5, 7.7, None, None, 94.0,2018-10-30 10:00:00, None, None,44
22.5, 8.2, None, 0.08, 3.0, 102.5, 7.3, None, None, 94.0,2018-10-30 11:00:00, None, None,44
45.0, 7.5, None, 0.07, 2.0, 102.5, 6.6, None, None, 94.0,2018-10-30 12:00:00, None, None,44
0.0, 6.6, None, 0.03, 4.0, 102.5, 5.8, None, None, 95.0,2018-10-30 13:00:00, None, None,44
22.5, 6.5, None, 0.02, 4.0, 102.6, 5.7, None, None, 95.0,2018-10-30 14:00:00, None, None,44
22.5, 6.3, None, 0.03, 2.0, 102.6, 5.5, None, None, 95.0,2018-10-30 15:00:00, None, None,44
45.0, 7.2, None, 0.08, 2.0, 102.6, 6.3, None, None, 94.0,2018-10-30 16:00:00, None, None,44
67.5, 8.4, None, 0.08, 1.0, 102.6, 7.1, None, None, 91.0,2018-10-30 17:00:00, None, None,44
315.0, 9.4, None, 0.12, 1.0, 102.7, 7.1, None, None, 86.0,2018-10-30 18:00:00, None, None,44
67.5, 9.8, None, 0.06, 5.0, 102.7, 7.1, None, None, 84.0,2018-10-30 19:00:00, None, None,44
45.0, 10.6, None, 0.04, 2.0, 102.7, 7.8, None, None, 83.0,2018-10-30 20:00:00, None, None,44
135.0, 10.2, None, -0.06, 4.0, 102.6, 7.1, None, None, 81.0,2018-10-30 21:00:00, None, None,44
112.5, 10.0, None, -0.08, 2.0, 102.6, 7.8, None, None, 86.0,2018-10-30 22:00:00, None, None,44
135.0, 10.4, None, -0.15, 1.0, 102.5, 7.4, None, None, 81.0,2018-10-30 23:00:00, None, 9.3,44
67.5, 10.3, None, -0.14, 4.0, 102.5, 7.5, None, None, 83.0,2018-10-31 00:00:00, None, None,44
90.0, 10.0, None, -0.18, 6.0, 102.4, 7.1, None, None, 82.0,2018-10-31 01:00:00, None, None,44
67.5, 9.5, None, -0.22, 4.0, 102.3, 7.4, None, None, 87.0,2018-10-31 02:00:00, None, None,44
67.5, 9.5, None, -0.26, 6.0, 102.2, 7.7, None, None, 88.0,2018-10-31 03:00:00, None, None,44
67.5, 9.1, None, -0.23, 3.0, 102.2, 8.2, None, None, 95.0,2018-10-31 04:00:00, None, None,44
45.0, 8.9, None, -0.15, 4.0, 102.2, 8.2, None, None, 95.0,2018-10-31 05:00:00, None, None,44
67.5, 9.1, None, -0.19, 5.0, 102.0, 8.3, None, None, 95.0,2018-10-31 06:00:00, None, None,44
67.5, 9.0, None, -0.2, 6.0, 102.0, 8.1, None, 10.9, 94.0,2018-10-31 07:00:00, 6.3, 9.3,44
67.5, 8.9, None, -0.2, 5.0, 101.9, 7.9, None, None, 94.0,2018-10-31 08:00:00, None, None,44
90.0, 8.5, None, -0.16, 10.0, 101.9, 7.4, None, None, 93.0,2018-10-31 09:00:00, None, None,44
90.0, 8.5, None, -0.16, 9.0, 101.8, 7.4, None, None, 93.0,2018-10-31 10:00:00, None, None,44
67.5, 8.4, None, -0.19, 8.0, 101.8, 7.4, None, None, 93.0,2018-10-31 11:00:00, None, None,44
90.0, 8.3, None, -0.17, 7.0, 101.7, 7.3, None, None, 93.0,2018-10-31 12:00:00, None, None,44
67.5, 8.2, None, -0.15, 8.0, 101.7, 7.2, None, None, 94.0,2018-10-31 13:00:00, None, None,44
67.5, 8.3, None, -0.12, 5.0, 101.6, 7.4, None, None, 94.0,2018-10-31 14:00:00, None, None,44
67.5, 8.4, None, -0.08, 3.0, 101.6, 7.5, None, None, 94.0,2018-10-31 15:00:00, None, None,44
67.5, 8.4, None, -0.06, 5.0, 101.6, 7.6, None, None, 95.0,2018-10-31 16:00:00, None, None,44
90.0, 8.6, None, -0.02, 3.0, 101.6, 7.7, None, None, 95.0,2018-10-31 17:00:00, None, None,44
67.5, 8.8, None, 0.0, 6.0, 101.6, 7.9, None, None, 94.0,2018-10-31 18:00:00, None, None,44
45.0, 9.2, None, 0.05, 4.0, 101.7, 8.4, None, None, 95.0,2018-10-31 19:00:00, None, None,44
22.5, 9.5, None, 0.08, 2.0, 101.7, 8.8, None, None, 96.0,2018-10-31 20:00:00, None, None,44
22.5, 9.8, None, 0.08, 1.0, 101.7, 9.2, None, None, 96.0,2018-10-31 21:00:00, None, None,44
225.0, 9.6, None, 0.06, 2.0, 101.7, 9.0, None, None, 96.0,2018-10-31 22:00:00, None, None,44
315.0, 9.8, None, 0.04, 1.0, 101.7, 9.2, None, None, 97.0,2018-10-31 23:00:00, None, 13.5,44
None, 9.9, None, 0.06, 0.0, 101.8, 9.4, None, None, 97.0,2018-11-01 00:00:00, None, None,44
135.0, 9.9, None, 0.07, 1.0, 101.8, 9.3, None, None, 96.0,2018-11-01 01:00:00, None, None,44
135.0, 9.9, None, 0.04, 1.0, 101.8, 9.3, None, None, 96.0,2018-11-01 02:00:00, None, None,44
45.0, 10.0, None, 0.08, 1.0, 101.8, 9.4, None, None, 96.0,2018-11-01 03:00:00, None, None,44
None, 10.0, None, 0.09, 0.0, 101.9, 9.5, None, None, 97.0,2018-11-01 04:00:00, None, None,44
None, 10.0, None, 0.1, 0.0, 101.9, 9.5, None, None, 97.0,2018-11-01 05:00:00, None, None,44
None, 10.0, None, 0.06, 0.0, 101.9, 9.5, None, None, 97.0,2018-11-01 06:00:00, None, None,44
None, 9.9, None, 0.06, 0.0, 101.9, 9.4, None, 10.1, 97.0,2018-11-01 07:00:00, 8.1, 13.5,44
67.5, 10.0, None, 0.03, 2.0, 101.9, 9.5, None, None, 97.0,2018-11-01 08:00:00, None, None,44
