station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, 0.0, -12.5, 0.0, 2019-01-01 00:00:00, 145.0, -2.0
1.0, 0.0, -7.0, 1.0, 2019-01-02 00:00:00, 144.0, -3.0
1.0, 0.0, -7.0, 1.0, 2019-01-03 00:00:00, 144.0, -2.0
0.0, 0.0, -6.5, 0.0, 2019-01-04 00:00:00, 141.0, -4.5
4.0, 0.0, -7.0, 4.0, 2019-01-05 00:00:00, 140.0, -5.0
3.0, 0.0, -6.0, 3.0, 2019-01-06 00:00:00, 139.0, -5.0
6.0, 0.0, -12.0, 6.0, 2019-01-07 00:00:00, 140.0, -15.0
9.0, 0.0, -17.5, 9.0, 2019-01-08 00:00:00, 146.0, -7.0
8.0, 0.0, -14.0, 8.0, 2019-01-09 00:00:00, 150.0, -3.5
0.0, 0.0, -6.0, 0.0, 2019-01-10 00:00:00, 155.0, -2.5
0.0, 0.0, -6.5, 0.0, 2019-01-11 00:00:00, 154.0, -3.0
0.0, 0.0, -6.0, 0.0, 2019-01-12 00:00:00, 153.0, -2.0
0.0, 0.0, -6.0, 0.0, 2019-01-13 00:00:00, 151.0, -1.0
0.0, 0.0, -3.5, 0.0, 2019-01-14 00:00:00, 149.0, -1.0
0.0, 0.0, -5.0, 0.0, 2019-01-15 00:00:00, 148.0, -2.0
0.0, 0.0, -8.5, 0.0, 2019-01-16 00:00:00, 146.0, -5.5
6.0, 0.0, -8.0, 6.0, 2019-01-17 00:00:00, 146.0, -4.0
4.0, 0.0, -6.0, 4.0, 2019-01-18 00:00:00, 150.0, -5.0
0.0, 0.0, -7.5, 0.0, 2019-01-19 00:00:00, 154.0, -5.0
0.0, 0.0, -10.5, 0.0, 2019-01-20 00:00:00, 153.0, -9.5
4.0, 0.0, -11.0, 4.0, 2019-01-21 00:00:00, 152.0, -9.5
0.0, 0.0, -11.5, 0.0, 2019-01-22 00:00:00, 155.0, -6.0
0.0, 0.0, -8.0, 0.0, 2019-01-23 00:00:00, 155.0, -6.5
0.0, 0.0, -10.0, 0.0, 2019-01-24 00:00:00, 154.0, -4.0
