RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
67.16, None, None, None, None, None, None, None, 7.0,914.0, None, None, None, None, None, None, None, None, 12.67, None, None, None, None, None, None, None, None, None, None,2018-07-02 09:00:00, None,27
59.07, None, None, None, None, None, None, None, 6.0,914.0, None, None, None, None, None, None, None, None, 13.7, None, None, None, None, None, None, None, None, None, None,2018-07-02 10:00:00, None,27
54.5, None, None, None, None, None, None, None, 6.0,914.0, None, None, None, None, None, None, None, None, 14.91, None, None, None, None, None, None, None, None, None, None,2018-07-02 11:00:00, None,27
55.36, None, None, None, None, None, None, None, 6.0,914.0, None, None, None, None, None, None, None, None, 15.26, None, None, None, None, None, None, None, None, None, None,2018-07-02 12:00:00, None,27
45.01, None, None, None, None, None, None, None, 6.0,914.0, None, None, None, None, None, None, None, None, 17.86, None, None, None, None, None, None, None, None, None, None,2018-07-02 13:00:00, None,27
86.1, None, None, None, None, None, None, None, 10.0,915.0, None, None, None, None, None, None, None, None, 12.42, None, None, None, None, None, None, None, None, None, None,2018-07-02 14:00:00, None,27
83.7, None, None, None, None, None, None, None, 11.0,915.0, None, None, None, None, None, None, None, None, 13.4, None, None, None, None, None, None, None, None, None, None,2018-07-02 15:00:00, None,27
61.01, None, None, None, None, None, None, None, 8.0,915.0, None, None, None, None, None, None, None, None, 15.94, None, None, None, None, None, None, None, None, None, None,2018-07-02 16:00:00, None,27
60.53, None, None, None, None, None, None, None, 8.0,914.0, None, None, None, None, None, None, None, None, 15.16, None, None, None, None, None, None, None, None, None, None,2018-07-02 20:00:00, None,27
67.46, None, None, None, None, None, None, None, 9.0,914.0, None, None, None, None, None, None, None, None, 14.74, None, None, None, None, None, None, None, None, None, None,2018-07-02 21:00:00, None,27
66.8, None, None, None, None, None, None, None, 8.0,915.0, None, None, None, None, None, None, None, None, 13.8, None, None, None, None, None, None, None, None, None, None,2018-07-02 22:00:00, None,27
77.6, None, None, None, None, None, None, None, 8.0,915.0, None, None, None, None, None, None, None, None, 11.4, None, None, None, None, None, None, None, None, None, None,2018-07-02 23:00:00, None,27
84.7, None, None, None, None, None, None, None, 7.0,915.0, None, None, None, None, None, None, None, None, 9.14, None, None, None, None, None, None, None, None, None, None,2018-07-03 00:00:00, None,27
87.1, None, None, None, None, None, None, None, 6.0,916.0, None, None, None, None, None, None, None, None, 7.77, None, None, None, None, None, None, None, None, None, None,2018-07-03 01:00:00, None,27
89.8, None, None, None, None, None, None, None, 5.0,916.0, None, None, None, None, None, None, None, None, 6.58, None, None, None, None, None, None, None, None, None, None,2018-07-03 02:00:00, None,27
91.9, None, None, None, None, None, None, None, 4.0,916.0, None, None, None, None, None, None, None, None, 5.39, None, None, None, None, None, None, None, None, None, None,2018-07-03 03:00:00, None,27
92.6, None, None, None, None, None, None, None, 3.0,916.0, None, None, None, None, None, None, None, None, 4.476, None, None, None, None, None, None, None, None, None, None,2018-07-03 04:00:00, None,27
94.0, None, None, None, None, None, None, None, 3.0,916.0, None, None, None, None, None, None, None, None, 3.766, None, None, None, None, None, None, None, None, None, None,2018-07-03 05:00:00, None,27
94.3, None, None, None, None, None, None, None, 3.0,916.0, None, None, None, None, None, None, None, None, 3.484, None, None, None, None, None, None, None, None, None, None,2018-07-03 06:00:00, None,27
94.8, None, None, None, None, None, None, None, 4.0,916.0, None, None, None, None, None, None, None, None, 4.694, None, None, None, None, None, None, None, None, None, None,2018-07-03 07:00:00, None,27
90.9, None, None, None, None, None, None, None, 7.0,916.0, None, None, None, None, None, None, None, None, 8.05, None, None, None, None, None, None, None, None, None, None,2018-07-03 08:00:00, None,27
65.5, None, None, None, None, None, None, None, 7.0,916.0, None, None, None, None, None, None, None, None, 13.52, None, None, None, None, None, None, None, None, None, None,2018-07-03 09:00:00, None,27
54.18, None, None, None, None, None, None, None, 7.0,916.0, None, None, None, None, None, None, None, None, 16.42, None, None, None, None, None, None, None, None, None, None,2018-07-03 10:00:00, None,27
39.04, None, None, None, None, None, None, None, 5.0,915.0, None, None, None, None, None, None, None, None, 19.26, None, None, None, None, None, None, None, None, None, None,2018-07-03 11:00:00, None,27
35.0, None, None, None, None, None, None, None, 4.0,915.0, None, None, None, None, None, None, None, None, 19.57, None, None, None, None, None, None, None, None, None, None,2018-07-03 12:00:00, None,27
86.9, None, None, None, None, None, None, None, 9.0,917.0, None, None, None, None, None, None, None, None, 11.31, None, None, None, None, None, None, None, None, None, None,2018-07-03 13:00:00, None,27
93.4, None, None, None, None, None, None, None, 10.0,917.0, None, None, None, None, None, None, None, None, 11.01, None, None, None, None, None, None, None, None, None, None,2018-07-03 14:00:00, None,27
62.23, None, None, None, None, None, None, None, 9.0,916.0, None, None, None, None, None, None, None, None, 15.91, None, None, None, None, None, None, None, None, None, None,2018-07-03 15:00:00, None,27
71.5, None, None, None, None, None, None, None, 10.0,916.0, None, None, None, None, None, None, None, None, 15.5, None, None, None, None, None, None, None, None, None, None,2018-07-03 16:00:00, None,27
59.44, None, None, None, None, None, None, None, 9.0,916.0, None, None, None, None, None, None, None, None, 16.73, None, None, None, None, None, None, None, None, None, None,2018-07-03 17:00:00, None,27
62.8, None, None, None, None, None, None, None, 10.0,916.0, None, None, None, None, None, None, None, None, 16.78, None, None, None, None, None, None, None, None, None, None,2018-07-03 18:00:00, None,27
83.2, None, None, None, None, None, None, None, 10.0,916.0, None, None, None, None, None, None, None, None, 13.0, None, None, None, None, None, None, None, None, None, None,2018-07-03 19:00:00, None,27
90.1, None, None, None, None, None, None, None, 11.0,916.0, None, None, None, None, None, None, None, None, 12.87, None, None, None, None, None, None, None, None, None, None,2018-07-03 20:00:00, None,27
90.8, None, None, None, None, None, None, None, 11.0,917.0, None, None, None, None, None, None, None, None, 11.97, None, None, None, None, None, None, None, None, None, None,2018-07-03 21:00:00, None,27
90.4, None, None, None, None, None, None, None, 9.0,917.0, None, None, None, None, None, None, None, None, 10.58, None, None, None, None, None, None, None, None, None, None,2018-07-03 22:00:00, None,27
91.8, None, None, None, None, None, None, None, 8.0,917.0, None, None, None, None, None, None, None, None, 9.3, None, None, None, None, None, None, None, None, None, None,2018-07-03 23:00:00, None,27
92.2, None, None, None, None, None, None, None, 7.0,917.0, None, None, None, None, None, None, None, None, 8.11, None, None, None, None, None, None, None, None, None, None,2018-07-04 00:00:00, None,27
93.1, None, None, None, None, None, None, None, 6.0,917.0, None, None, None, None, None, None, None, None, 6.815, None, None, None, None, None, None, None, None, None, None,2018-07-04 01:00:00, None,27
93.7, None, None, None, None, None, None, None, 5.0,918.0, None, None, None, None, None, None, None, None, 5.919, None, None, None, None, None, None, None, None, None, None,2018-07-04 02:00:00, None,27
94.3, None, None, None, None, None, None, None, 4.0,918.0, None, None, None, None, None, None, None, None, 4.957, None, None, None, None, None, None, None, None, None, None,2018-07-04 03:00:00, None,27
94.7, None, None, None, None, None, None, None, 3.0,918.0, None, None, None, None, None, None, None, None, 4.099, None, None, None, None, None, None, None, None, None, None,2018-07-04 04:00:00, None,27
95.2, None, None, None, None, None, None, None, 3.0,918.0, None, None, None, None, None, None, None, None, 3.435, None, None, None, None, None, None, None, None, None, None,2018-07-04 05:00:00, None,27
95.8, None, None, None, None, None, None, None, 3.0,918.0, None, None, None, None, None, None, None, None, 3.25, None, None, None, None, None, None, None, None, None, None,2018-07-04 06:00:00, None,27
