pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
360.0, 697.0, None, None,2020-06-10 00:00:00,3.5, None, None,24
360.0, 697.0, None, None,2020-06-10 01:00:00,2.4, None, None,24
360.0, 696.0, None, None,2020-06-10 02:00:00,1.9, None, None,24
360.0, 695.0, None, None,2020-06-10 03:00:00,1.5, None, None,24
360.0, 695.0, None, None,2020-06-10 04:00:00,1.0, None, None,24
360.0, 693.0, None, None,2020-06-10 05:00:00,0.4, None, None,24
360.0, 693.0, None, None,2020-06-10 06:00:00,0.3, None, None,24
360.0, 692.0, None, None,2020-06-10 07:00:00,0.7, None, None,24
360.0, 691.0, None, None,2020-06-10 08:00:00,0.1, None, None,24
360.0, 691.0, None, None,2020-06-10 09:00:00,0.1, None, None,24
361.0, 690.0, None, None,2020-06-10 10:00:00,0.0, None, None,24
360.0, 690.0, None, None,2020-06-10 11:00:00,0.4, None, None,24
360.0, 690.0, None, None,2020-06-10 12:00:00,0.3, None, None,24
360.0, 689.0, None, None,2020-06-10 13:00:00,1.5, None, None,24
360.0, 689.0, None, None,2020-06-10 14:00:00,1.4, None, None,24
360.0, 688.0, None, None,2020-06-10 15:00:00,2.3, None, None,24
360.0, 688.0, None, None,2020-06-10 16:00:00,3.4, None, None,24
360.0, 687.0, None, None,2020-06-10 17:00:00,4.5, None, None,24
360.0, 687.0, None, None,2020-06-10 18:00:00,4.9, None, None,24
361.0, 687.0, None, None,2020-06-10 19:00:00,6.9, None, None,24
361.0, 687.0, None, None,2020-06-10 20:00:00,8.9, None, None,24
360.0, 687.0, None, None,2020-06-10 21:00:00,9.2, None, None,24
360.0, 687.0, None, None,2020-06-10 22:00:00,9.2, None, None,24
360.0, 687.0, None, None,2020-06-10 23:00:00,7.5, None, None,24
361.0, 685.0, None, None,2020-06-11 00:00:00,7.5, None, None,24
361.0, 683.0, None, None,2020-06-11 01:00:00,6.7, None, None,24
361.0, 682.0, None, None,2020-06-11 02:00:00,7.0, None, None,24
361.0, 680.0, None, None,2020-06-11 03:00:00,5.6, None, None,24
361.0, 678.0, None, None,2020-06-11 04:00:00,4.4, None, None,24
361.0, 676.0, None, None,2020-06-11 05:00:00,4.9, None, None,24
361.0, 674.0, None, None,2020-06-11 06:00:00,3.2, None, None,24
361.0, 674.0, None, None,2020-06-11 07:00:00,3.2, None, None,24
361.0, 673.0, None, None,2020-06-11 08:00:00,3.0, None, None,24
361.0, 672.0, None, None,2020-06-11 09:00:00,3.2, None, None,24
361.0, 671.0, None, None,2020-06-11 10:00:00,3.6, None, None,24
361.0, 670.0, None, None,2020-06-11 11:00:00,4.1, None, None,24
362.0, 670.0, None, None,2020-06-11 12:00:00,2.4, None, None,24
362.0, 669.0, None, None,2020-06-11 13:00:00,3.4, None, None,24
362.0, 668.0, None, None,2020-06-11 14:00:00,5.0, None, None,24
362.0, 668.0, None, None,2020-06-11 15:00:00,4.5, None, None,24
362.0, 668.0, None, None,2020-06-11 16:00:00,6.6, None, None,24
362.0, 667.0, None, None,2020-06-11 17:00:00,6.8, None, None,24
362.0, 667.0, None, None,2020-06-11 18:00:00,7.6, None, None,24
362.0, 666.0, None, None,2020-06-11 19:00:00,8.4, None, None,24
362.0, 666.0, None, None,2020-06-11 20:00:00,7.2, None, None,24
362.0, 666.0, None, None,2020-06-11 21:00:00,8.7, None, None,24
