time,HUMIDITY,week_of_year
2022-02-05 00:00:00,76.6,6
2022-02-05 01:00:00,79.7,6
2022-02-05 02:00:00,79.7,6
2022-02-05 03:00:00,82.8,6
2022-02-05 04:00:00,85.0,6
2022-02-05 05:00:00,80.7,6
2022-02-05 06:00:00,78.1,6
2022-02-05 07:00:00,79.6,6
2022-02-05 08:00:00,79.0,6
2022-02-05 09:00:00,79.6,6
2022-02-05 10:00:00,80.1,6
2022-02-05 11:00:00,80.3,6
2022-02-05 12:00:00,79.4,6
2022-02-05 13:00:00,78.3,6
2022-02-05 14:00:00,55.2,6
2022-02-05 15:00:00,37.1,6
2022-02-05 16:00:00,39.2,6
2022-02-05 17:00:00,43.2,6
2022-02-05 18:00:00,48.2,6
2022-02-05 19:00:00,49.5,6
2022-02-05 20:00:00,48.4,6
2022-02-05 21:00:00,46.6,6
2022-02-05 22:00:00,45.1,6
2022-02-05 23:00:00,42.3,6
2022-02-06 00:00:00,38.2,6
2022-02-06 01:00:00,38.5,6
2022-02-06 02:00:00,39.4,6
2022-02-06 03:00:00,39.7,6
2022-02-06 04:00:00,34.8,6
2022-02-06 05:00:00,34.2,6
2022-02-06 06:00:00,37.2,6
2022-02-06 07:00:00,40.4,6
2022-02-06 08:00:00,43.4,6
2022-02-06 09:00:00,43.8,6
2022-02-06 10:00:00,43.0,6
2022-02-06 11:00:00,41.4,6
2022-02-06 12:00:00,38.6,6
2022-02-06 13:00:00,36.1,6
2022-02-06 14:00:00,35.8,6
2022-02-06 15:00:00,36.3,6
2022-02-06 16:00:00,37.6,6
2022-02-06 17:00:00,41.4,6
2022-02-06 18:00:00,45.5,6
2022-02-06 19:00:00,47.9,6
2022-02-06 20:00:00,49.2,6
2022-02-06 21:00:00,49.8,6
2022-02-06 22:00:00,52.1,6
2022-02-06 23:00:00,56.5,6
2022-02-07 00:00:00,56.3,6
2022-02-07 01:00:00,59.5,6
2022-02-07 02:00:00,68.0,6
2022-02-07 03:00:00,66.0,6
2022-02-07 04:00:00,62.6,6
2022-02-07 05:00:00,55.5,6
2022-02-07 06:00:00,53.3,6
2022-02-07 07:00:00,50.1,6
2022-02-07 08:00:00,49.3,6
2022-02-07 09:00:00,48.8,6
2022-02-07 10:00:00,46.9,6
2022-02-07 11:00:00,44.6,6
2022-02-07 12:00:00,40.4,6
2022-02-07 13:00:00,39.9,6
2022-02-07 14:00:00,40.4,6
2022-02-07 15:00:00,39.3,6
2022-02-07 16:00:00,38.4,6
2022-02-07 17:00:00,36.5,6
2022-02-07 18:00:00,39.4,6
2022-02-07 19:00:00,42.8,6
2022-02-07 20:00:00,46.0,6
2022-02-07 21:00:00,44.4,6
2022-02-07 22:00:00,44.2,6
2022-02-07 23:00:00,43.2,6
2022-02-08 00:00:00,43.6,6
2022-02-08 01:00:00,43.6,6
2022-02-08 02:00:00,43.3,6
2022-02-08 03:00:00,45.0,6
2022-02-08 04:00:00,46.8,6
2022-02-08 05:00:00,48.9,6
2022-02-08 06:00:00,52.1,6
2022-02-08 07:00:00,52.2,6
2022-02-08 08:00:00,51.7,6
2022-02-08 09:00:00,52.2,6
2022-02-08 10:00:00,48.0,6
2022-02-08 11:00:00,44.0,6
2022-02-08 12:00:00,42.4,6
2022-02-08 13:00:00,41.5,6
2022-02-08 14:00:00,42.9,6
2022-02-08 15:00:00,43.9,6
2022-02-08 16:00:00,46.2,6
2022-02-08 17:00:00,46.8,6
2022-02-08 18:00:00,49.9,6
2022-02-08 19:00:00,53.2,6
2022-02-08 20:00:00,56.5,6
2022-02-08 21:00:00,58.2,6
2022-02-08 22:00:00,55.5,6
