WDIR_VECT,time,TEMP_MEAN,week_of_year
7.4,2019-03-05 00:00:00,1.2,10
1.8,2019-03-05 01:00:00,1.3,10
355.0,2019-03-05 02:00:00,1.5,10
56.9,2019-03-05 03:00:00,1.5,10
36.4,2019-03-05 04:00:00,0.7,10
4.4,2019-03-05 05:00:00,0.9,10
103.1,2019-03-05 06:00:00,1.4,10
9.9,2019-03-05 07:00:00,1.2,10
224.0,2019-03-05 08:00:00,0.7,10
274.6,2019-03-05 09:00:00,1.4,10
234.2,2019-03-05 10:00:00,2.3,10
233.4,2019-03-05 11:00:00,2.5,10
228.8,2019-03-05 12:00:00,3.2,10
43.8,2019-03-05 13:00:00,4.7,10
25.7,2019-03-05 14:00:00,5.8,10
27.6,2019-03-05 15:00:00,6.6,10
15.6,2019-03-05 16:00:00,6.6,10
15.0,2019-03-05 17:00:00,6.9,10
41.1,2019-03-05 18:00:00,6.2,10
18.9,2019-03-05 19:00:00,4.4,10
24.0,2019-03-05 20:00:00,3.5,10
33.7,2019-03-05 21:00:00,3.2,10
40.8,2019-03-05 22:00:00,2.8,10
28.6,2019-03-05 23:00:00,2.4,10
22.0,2019-03-06 00:00:00,2.0,10
12.1,2019-03-06 01:00:00,1.7,10
13.5,2019-03-06 02:00:00,1.3,10
358.3,2019-03-06 03:00:00,0.9,10
356.7,2019-03-06 04:00:00,1.0,10
336.8,2019-03-06 05:00:00,0.6,10
178.1,2019-03-06 06:00:00,-0.3,10
175.3,2019-03-06 07:00:00,-1.0,10
187.4,2019-03-06 08:00:00,-0.5,10
80.5,2019-03-06 09:00:00,0.9,10
178.2,2019-03-06 10:00:00,1.5,10
187.3,2019-03-06 11:00:00,2.2,10
193.5,2019-03-06 12:00:00,2.6,10
199.9,2019-03-06 13:00:00,3.4,10
182.6,2019-03-06 14:00:00,3.7,10
142.5,2019-03-06 15:00:00,1.9,10
23.4,2019-03-06 16:00:00,0.9,10
67.1,2019-03-06 17:00:00,0.7,10
163.4,2019-03-06 18:00:00,0.4,10
5.4,2019-03-06 19:00:00,0.1,10
141.9,2019-03-06 20:00:00,0.1,10
141.3,2019-03-06 21:00:00,0.1,10
17.0,2019-03-06 22:00:00,0.0,10
356.9,2019-03-06 23:00:00,0.0,10
357.9,2019-03-07 00:00:00,0.2,10
22.6,2019-03-07 01:00:00,0.7,10
350.4,2019-03-07 02:00:00,0.7,10
347.3,2019-03-07 03:00:00,0.8,10
10.7,2019-03-07 04:00:00,1.0,10
17.2,2019-03-07 05:00:00,1.0,10
2.6,2019-03-07 06:00:00,1.0,10
19.8,2019-03-07 07:00:00,1.0,10
25.9,2019-03-07 08:00:00,1.1,10
89.8,2019-03-07 09:00:00,0.8,10
14.0,2019-03-07 10:00:00,0.2,10
17.7,2019-03-07 11:00:00,0.5,10
12.8,2019-03-07 12:00:00,1.0,10
21.3,2019-03-07 13:00:00,1.3,10
103.3,2019-03-07 14:00:00,1.9,10
29.1,2019-03-07 15:00:00,2.0,10
9.7,2019-03-07 16:00:00,2.2,10
7.7,2019-03-07 17:00:00,2.6,10
14.8,2019-03-07 18:00:00,2.4,10
8.2,2019-03-07 19:00:00,2.0,10
132.4,2019-03-07 20:00:00,1.4,10
22.1,2019-03-07 21:00:00,0.6,10
14.3,2019-03-07 22:00:00,0.0,10
16.5,2019-03-07 23:00:00,0.0,10
21.1,2019-03-08 00:00:00,0.1,10
17.5,2019-03-08 01:00:00,0.3,10
61.5,2019-03-08 02:00:00,0.4,10
27.7,2019-03-08 03:00:00,0.5,10
19.8,2019-03-08 04:00:00,0.5,10
22.5,2019-03-08 05:00:00,0.3,10
28.3,2019-03-08 06:00:00,0.3,10
54.8,2019-03-08 07:00:00,0.4,10
161.6,2019-03-08 08:00:00,0.6,10
101.0,2019-03-08 09:00:00,0.8,10
152.5,2019-03-08 10:00:00,1.1,10
15.5,2019-03-08 11:00:00,2.0,10
269.1,2019-03-08 12:00:00,3.3,10
277.9,2019-03-08 13:00:00,4.0,10
273.1,2019-03-08 14:00:00,4.8,10
303.2,2019-03-08 15:00:00,4.6,10
288.9,2019-03-08 16:00:00,5.0,10
271.9,2019-03-08 17:00:00,5.5,10
289.9,2019-03-08 18:00:00,4.1,10
5.4,2019-03-08 19:00:00,3.0,10
358.8,2019-03-08 20:00:00,2.1,10
14.3,2019-03-08 21:00:00,1.4,10
22.5,2019-03-08 22:00:00,1.2,10
20.8,2019-03-08 23:00:00,0.9,10
17.5,2019-03-09 00:00:00,0.6,10
18.6,2019-03-09 01:00:00,0.4,10
25.9,2019-03-09 02:00:00,0.1,10
10.6,2019-03-09 03:00:00,-0.3,10
11.3,2019-03-09 04:00:00,-0.3,10
18.5,2019-03-09 05:00:00,-0.4,10
14.9,2019-03-09 06:00:00,-0.4,10
13.2,2019-03-09 07:00:00,-0.6,10
17.6,2019-03-09 08:00:00,-0.2,10
24.2,2019-03-09 09:00:00,0.8,10
155.7,2019-03-09 10:00:00,2.4,10
238.0,2019-03-09 11:00:00,3.7,10
247.2,2019-03-09 12:00:00,4.8,10
292.3,2019-03-09 13:00:00,5.1,10
283.4,2019-03-09 14:00:00,5.6,10
288.7,2019-03-09 15:00:00,5.9,10
295.7,2019-03-09 16:00:00,6.2,10
282.0,2019-03-09 17:00:00,6.5,10
247.0,2019-03-09 18:00:00,6.0,10
271.6,2019-03-09 19:00:00,5.1,10
12.3,2019-03-09 20:00:00,3.4,10
11.8,2019-03-09 21:00:00,2.8,10
14.6,2019-03-09 22:00:00,2.3,10
8.2,2019-03-09 23:00:00,2.0,10
27.1,2019-03-10 00:00:00,1.6,10
29.4,2019-03-10 01:00:00,1.2,10
9.5,2019-03-10 03:00:00,1.0,10
264.3,2019-03-10 15:00:00,7.4,10
251.2,2019-03-10 16:00:00,7.8,10
263.4,2019-03-10 17:00:00,8.1,10
225.1,2019-03-10 18:00:00,8.2,10
210.4,2019-03-10 19:00:00,7.7,10
80.9,2019-03-10 20:00:00,6.7,10
7.0,2019-03-10 21:00:00,5.1,10
5.1,2019-03-10 22:00:00,4.4,10
10.5,2019-03-10 23:00:00,4.0,10
3.8,2019-03-11 00:00:00,3.6,10
2.4,2019-03-11 01:00:00,3.5,10
6.3,2019-03-11 02:00:00,3.5,10
5.5,2019-03-11 03:00:00,3.6,10
16.9,2019-03-11 04:00:00,3.4,10
7.5,2019-03-11 05:00:00,3.4,10
5.7,2019-03-11 06:00:00,3.3,10
6.2,2019-03-11 07:00:00,3.3,10
4.6,2019-03-11 08:00:00,3.5,10
6.6,2019-03-11 09:00:00,3.9,10
9.8,2019-03-11 10:00:00,4.3,10
9.3,2019-03-11 11:00:00,5.0,10
3.8,2019-03-11 12:00:00,5.4,10
52.9,2019-03-11 13:00:00,6.4,10
107.2,2019-03-11 14:00:00,6.7,10
76.9,2019-03-11 15:00:00,6.4,10
99.2,2019-03-11 16:00:00,4.1,10
37.0,2019-03-11 17:00:00,2.5,10
32.1,2019-03-11 18:00:00,1.7,10
33.8,2019-03-11 19:00:00,1.7,10
37.6,2019-03-11 20:00:00,1.6,10
34.9,2019-03-11 21:00:00,1.3,10
38.3,2019-03-11 22:00:00,1.3,10
37.0,2019-03-11 23:00:00,1.1,10
