RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
97.5, None, None, 3.7, 0.442, 85.5, 5.0, 5.0, None, None, 86.0, None, None, None, None, None, None, 5.163, None, 6.7, 98.0, 27.02, 0.4, 5.2, None, 0.4, None,2020-07-08 00:00:00, None,28
97.7, None, None, 5.5, 0.837, 75.73, 5.0, 5.0, None, None, 76.0, None, None, None, None, None, None, 5.478, None, 6.7, 98.0, 31.86, 0.8, 5.5, None, 0.0, None,2020-07-08 01:00:00, None,28
97.8, None, None, 7.1, 1.079, 64.93, 5.0, 5.0, None, None, 65.0, None, None, None, None, None, None, 5.236, None, 6.7, 98.0, 42.96, 1.1, 5.2, None, 0.0, None,2020-07-08 02:00:00, None,28
97.7, None, None, 3.2, 0.285, 83.6, 5.0, 5.0, None, None, 84.0, None, None, None, None, None, None, 5.168, None, 6.7, 98.0, 34.51, 0.3, 5.2, None, 0.0, None,2020-07-08 03:00:00, None,28
97.8, None, None, 7.3, 0.892, 86.4, 5.0, 5.0, None, None, 86.0, None, None, None, None, None, None, 5.326, None, 6.7, 98.0, 37.43, 0.9, 5.3, None, 0.0, None,2020-07-08 04:00:00, None,28
97.8, None, None, 7.3, 1.126, 79.13, 5.0, 5.0, None, None, 79.0, None, None, None, None, None, None, 5.302, None, 6.7, 98.0, 29.27, 1.1, 5.3, None, 0.0, None,2020-07-08 05:00:00, None,28
97.9, None, None, 5.8, 1.013, 63.17, 5.0, 5.0, None, None, 63.0, None, None, None, None, 12.0, None, 5.441, None, 6.7, 98.0, 39.03, 1.0, 5.4, None, 0.0, None,2020-07-08 06:00:00, None,28
97.6, None, None, 4.9, 0.845, 71.5, 5.0, 5.4, None, None, 72.0, None, None, None, None, 11.3, None, 5.768, None, 5.9, 98.0, 44.4, 0.8, 5.8, None, 0.2, None,2020-07-08 07:00:00, None,28
97.6, None, None, 5.6, 0.457, 68.24, 6.0, 5.4, None, None, 68.0, None, None, None, None, 10.6, None, 5.947, None, 6.0, 98.0, 48.39, 0.5, 5.9, None, 0.0, None,2020-07-08 08:00:00, None,28
97.9, None, None, 7.5, 1.228, 57.85, 6.0, 5.4, None, None, 58.0, None, None, None, None, None, None, 5.961, None, 6.0, 98.0, 42.92, 1.2, 6.0, None, -0.1, None,2020-07-08 09:00:00, None,28
97.7, None, None, 7.0, 0.809, 37.46, 6.0, 5.4, None, None, 37.0, None, None, None, None, None, None, 6.203, None, 6.4, 98.0, 65.4, 0.8, 6.2, None, 0.0, None,2020-07-08 10:00:00, None,28
97.1, None, None, 4.9, 0.8, 18.72, 6.0, 5.4, None, None, 19.0, None, None, None, None, None, None, 6.477, None, 6.7, 97.0, 54.02, 0.8, 6.5, None, 0.0, None,2020-07-08 11:00:00, None,28
95.7, None, None, 5.6, 0.831, 34.69, 7.0, 5.4, None, None, 35.0, None, None, None, None, None, None, 8.12, None, 8.1, 96.0, 59.08, 0.8, 8.1, None, 0.0, None,2020-07-08 12:00:00, None,28
87.7, None, None, 7.3, 1.199, 4.302, 8.0, 5.4, None, None, 4.0, None, None, None, None, None, None, 9.33, None, 9.2, 88.0, 74.82, 1.2, 9.3, None, 0.2, None,2020-07-08 13:00:00, None,28
