air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
8.0, 7.953, 86.1, 14.6, 86.0, 7.6,2020-07-08 00:00:00, 6.0,28
8.5, 8.48, 84.4, 14.6, 84.0, 7.6,2020-07-08 01:00:00, 6.0,28
8.5, 8.54, 84.6, 14.6, 85.0, 7.6,2020-07-08 02:00:00, 6.0,28
9.1, 9.13, 81.2, 14.6, 81.0, 7.6,2020-07-08 03:00:00, 6.0,28
9.1, 9.11, 82.2, 14.6, 82.0, 7.6,2020-07-08 04:00:00, 6.0,28
7.3, 7.346, 87.8, 14.6, 88.0, 7.3,2020-07-08 05:00:00, 6.0,28
8.2, 8.19, 87.9, 14.6, 88.0, 7.3,2020-07-08 06:00:00, 6.0,28
10.7, 10.65, 77.65, 10.7, 78.0, 8.1,2020-07-08 07:00:00, 7.0,28
11.9, 11.91, 67.23, 12.0, 67.0, 8.1,2020-07-08 08:00:00, 6.0,28
12.6, 12.62, 63.64, 12.7, 64.0, 8.1,2020-07-08 09:00:00, 6.0,28
13.7, 13.73, 56.53, 14.0, 57.0, 8.1,2020-07-08 10:00:00, 5.0,28
15.2, 15.2, 49.76, 15.6, 50.0, 8.1,2020-07-08 11:00:00, 5.0,28
15.6, 15.59, 50.73, 16.1, 51.0, 8.1,2020-07-08 12:00:00, 5.0,28
16.7, 16.74, 49.51, 16.7, 50.0, 8.1,2020-07-08 13:00:00, 6.0,28
16.5, 16.5, 50.46, 16.8, 50.0, 8.1,2020-07-08 14:00:00, 6.0,28
16.3, 16.27, 47.15, 16.8, 47.0, 8.1,2020-07-08 15:00:00, 5.0,28
None, 17.15, 44.4, None, None, None,2020-07-08 16:00:00, None,28
17.4, 17.39, 44.91, 17.7, 45.0, 8.1,2020-07-08 17:00:00, 5.0,28
17.0, 16.95, 46.44, 17.7, 46.0, 8.1,2020-07-08 18:00:00, 6.0,28
16.8, 16.78, 47.36, 17.4, 47.0, 16.5,2020-07-08 19:00:00, 5.0,28
15.8, 15.82, 49.15, 17.4, 49.0, 15.9,2020-07-08 20:00:00, 5.0,28
13.9, 13.85, 57.46, 17.4, 57.0, 13.8,2020-07-08 21:00:00, 5.0,28
10.5, 10.54, 74.3, 17.4, 74.0, 10.7,2020-07-08 22:00:00, 6.0,28
10.1, 10.13, 75.61, 17.4, 76.0, 9.6,2020-07-08 23:00:00, 6.0,28
12.1, 12.11, 63.49, 17.4, 63.0, 9.6,2020-07-09 00:00:00, 6.0,28
10.2, 10.19, 74.52, 17.4, 75.0, 9.6,2020-07-09 01:00:00, 6.0,28
10.2, 10.15, 78.06, 17.4, 78.0, 9.6,2020-07-09 02:00:00, 6.0,28
10.3, 10.28, 79.95, 17.4, 80.0, 9.6,2020-07-09 03:00:00, 7.0,28
9.3, 9.34, 95.8, 17.4, 96.0, 9.3,2020-07-09 04:00:00, 8.0,28
9.2, 9.17, 97.2, 17.4, 97.0, 9.2,2020-07-09 05:00:00, 9.0,28
9.2, 9.18, 97.4, 17.4, 97.0, 9.1,2020-07-09 06:00:00, 9.0,28
10.2, 10.15, 97.7, 10.2, 98.0, 9.2,2020-07-09 07:00:00, 10.0,28
10.2, 10.24, 97.6, 10.4, 98.0, 9.2,2020-07-09 08:00:00, 10.0,28
10.5, 10.5, 97.7, 10.5, 98.0, 9.2,2020-07-09 09:00:00, 10.0,28
11.0, 11.04, 97.4, 11.0, 97.0, 9.2,2020-07-09 10:00:00, 11.0,28
12.4, 12.37, 94.8, 12.4, 95.0, 9.2,2020-07-09 11:00:00, 12.0,28
13.1, 13.12, 92.8, 13.2, 93.0, 9.2,2020-07-09 12:00:00, 12.0,28
