CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
9.41, None, None, None, None, None, None, None, None, 9.4, 9.4, None, 0.1, None, 11.0, None, None,2020-07-08 00:00:00, None, None, None,28
9.12, None, None, None, None, None, None, None, None, 9.1, 9.1, None, 0.1, None, 11.0, None, None,2020-07-08 01:00:00, None, None, None,28
8.93, None, None, None, None, None, None, None, None, 8.9, 8.9, None, 0.1, None, 11.0, None, None,2020-07-08 02:00:00, None, None, None,28
8.51, None, None, None, None, None, None, None, None, 8.5, 8.4, None, 1.0, None, 11.0, None, None,2020-07-08 03:00:00, None, None, None,28
8.64, None, None, None, None, None, None, None, None, 8.6, 8.4, None, 0.1, None, 11.0, None, None,2020-07-08 04:00:00, None, None, None,28
8.0, None, None, None, None, None, None, None, None, 8.0, 7.9, None, 1.0, None, 11.0, None, None,2020-07-08 05:00:00, None, None, None,28
7.99, None, None, None, None, None, None, None, None, 8.0, 7.8, None, 0.1, None, 11.0, None, None,2020-07-08 06:00:00, None, None, None,28
9.04, None, None, None, None, None, None, None, None, 9.0, 8.0, None, -1.0, None, 9.0, None, None,2020-07-08 07:00:00, None, None, None,28
9.36, None, None, None, None, None, None, None, None, 9.4, 8.0, None, -1.0, None, 9.5, None, None,2020-07-08 08:00:00, None, None, None,28
9.67, None, None, None, None, None, None, None, None, 9.7, 8.0, None, -2.0, None, 9.7, None, None,2020-07-08 09:00:00, None, None, None,28
12.32, None, None, None, None, None, None, None, None, 12.3, 8.0, None, -5.0, None, 12.3, None, None,2020-07-08 10:00:00, None, None, None,28
14.98, None, None, None, None, None, None, None, None, 15.0, 8.0, None, -6.0, None, 15.5, None, None,2020-07-08 11:00:00, None, None, None,28
18.42, None, None, None, None, None, None, None, None, 18.4, 8.0, None, -7.0, None, 18.4, None, None,2020-07-08 12:00:00, None, None, None,28
19.71, None, None, None, None, None, None, None, None, 19.7, 8.0, None, -10.0, None, 21.1, None, None,2020-07-08 13:00:00, None, None, None,28
