WDIR_VECT,time,TEMP_MEAN,week_of_year
6.8,2020-02-12 00:00:00, 4.5,7
20.0,2020-02-12 01:00:00, 4.5,7
13.7,2020-02-12 02:00:00, 4.5,7
2.6,2020-02-12 03:00:00, 4.3,7
10.0,2020-02-12 04:00:00, 4.2,7
9.0,2020-02-12 05:00:00, 4.2,7
9.0,2020-02-12 06:00:00, 4.1,7
23.5,2020-02-12 07:00:00, 4.2,7
17.3,2020-02-12 08:00:00, 4.2,7
359.6,2020-02-12 09:00:00, 4.2,7
18.3,2020-02-12 10:00:00, 4.4,7
199.3,2020-02-12 11:00:00, 5.2,7
24.5,2020-02-12 12:00:00, 6.3,7
24.3,2020-02-12 13:00:00, 6.6,7
19.0,2020-02-12 14:00:00, 6.9,7
8.1,2020-02-12 15:00:00, 7.2,7
3.7,2020-02-12 16:00:00, 6.9,7
232.1,2020-02-12 17:00:00, 7.4,7
15.4,2020-02-12 18:00:00, 6.6,7
5.5,2020-02-12 19:00:00, 5.6,7
1.2,2020-02-12 20:00:00, 5.0,7
5.9,2020-02-12 21:00:00, 4.9,7
14.5,2020-02-12 22:00:00, 4.7,7
1.1,2020-02-12 23:00:00, 4.9,7
19.3,2020-02-13 00:00:00, 4.6,7
7.2,2020-02-13 01:00:00, 4.5,7
355.4,2020-02-13 02:00:00, 4.5,7
281.7,2020-02-13 03:00:00, 4.8,7
14.2,2020-02-13 04:00:00, 4.5,7
22.8,2020-02-13 05:00:00, 4.3,7
5.2,2020-02-13 06:00:00, 4.2,7
3.0,2020-02-13 07:00:00, 4.0,7
8.9,2020-02-13 08:00:00, 3.8,7
18.6,2020-02-13 09:00:00, 3.9,7
48.1,2020-02-13 10:00:00, 4.1,7
89.8,2020-02-13 11:00:00, 4.4,7
107.6,2020-02-13 12:00:00, 4.4,7
150.2,2020-02-13 13:00:00, 4.7,7
162.1,2020-02-13 14:00:00, 5.0,7
177.2,2020-02-13 15:00:00, 5.8,7
180.3,2020-02-13 16:00:00, 7.0,7
188.4,2020-02-13 17:00:00, 6.2,7
7.5,2020-02-13 18:00:00, 4.1,7
9.6,2020-02-13 19:00:00, 3.7,7
6.8,2020-02-13 20:00:00, 3.7,7
4.9,2020-02-13 21:00:00, 3.5,7
359.9,2020-02-13 22:00:00, 3.5,7
0.2,2020-02-13 23:00:00, 3.6,7
4.0,2020-02-14 00:00:00, 3.5,7
2.5,2020-02-14 01:00:00, 3.5,7
3.9,2020-02-14 02:00:00, 3.4,7
358.4,2020-02-14 03:00:00, 3.4,7
356.4,2020-02-14 04:00:00, 3.4,7
0.9,2020-02-14 05:00:00, 3.2,7
334.5,2020-02-14 06:00:00, 3.1,7
239.6,2020-02-14 07:00:00, 3.2,7
4.0,2020-02-14 08:00:00, 3.1,7
352.8,2020-02-14 09:00:00, 3.9,7
8.4,2020-02-14 10:00:00, 4.9,7
296.4,2020-02-14 11:00:00, 5.8,7
318.4,2020-02-14 12:00:00, 6.2,7
267.3,2020-02-14 13:00:00, 7.6,7
226.6,2020-02-14 14:00:00, 8.1,7
220.5,2020-02-14 15:00:00, 8.2,7
212.6,2020-02-14 16:00:00, 7.9,7
190.8,2020-02-14 17:00:00, 7.8,7
177.3,2020-02-14 18:00:00, 7.2,7
155.3,2020-02-14 19:00:00, 6.9,7
3.6,2020-02-14 20:00:00, 5.3,7
345.6,2020-02-14 21:00:00, 5.0,7
9.5,2020-02-14 22:00:00, 4.4,7
231.2,2020-02-14 23:00:00, 4.4,7
149.0,2020-02-15 00:00:00, 4.5,7
14.6,2020-02-15 01:00:00, 4.2,7
184.2,2020-02-15 02:00:00, 4.0,7
46.8,2020-02-15 03:00:00, 3.6,7
25.2,2020-02-15 04:00:00, 2.9,7
13.4,2020-02-15 05:00:00, 2.7,7
12.6,2020-02-15 06:00:00, 2.5,7
12.5,2020-02-15 07:00:00, 2.2,7
13.2,2020-02-15 08:00:00, 2.1,7
5.3,2020-02-15 09:00:00, 2.3,7
10.4,2020-02-15 10:00:00, 2.4,7
16.0,2020-02-15 11:00:00, 2.6,7
21.2,2020-02-15 12:00:00, 3.0,7
19.0,2020-02-15 13:00:00, 3.3,7
17.6,2020-02-15 14:00:00, 3.5,7
17.4,2020-02-15 15:00:00, 3.7,7
15.3,2020-02-15 16:00:00, 3.9,7
6.6,2020-02-15 17:00:00, 4.0,7
17.8,2020-02-15 18:00:00, 3.9,7
12.6,2020-02-15 19:00:00, 4.0,7
10.1,2020-02-15 20:00:00, 3.8,7
357.0,2020-02-15 21:00:00, 3.6,7
12.7,2020-02-15 22:00:00, 3.9,7
211.1,2020-02-15 23:00:00, 4.3,7
239.0,2020-02-16 00:00:00, 4.5,7
257.4,2020-02-16 01:00:00, 4.4,7
283.8,2020-02-16 02:00:00, 3.8,7
276.0,2020-02-16 03:00:00, 3.8,7
277.5,2020-02-16 04:00:00, 3.5,7
208.3,2020-02-16 05:00:00, 3.1,7
190.1,2020-02-16 06:00:00, 2.7,7
354.2,2020-02-16 07:00:00, 2.7,7
346.1,2020-02-16 08:00:00, 3.0,7
328.0,2020-02-16 09:00:00, 2.8,7
59.4,2020-02-16 10:00:00, 3.5,7
29.4,2020-02-16 11:00:00, 4.4,7
13.6,2020-02-16 12:00:00, 4.2,7
8.1,2020-02-16 13:00:00, 4.4,7
15.5,2020-02-16 14:00:00, 4.3,7
25.7,2020-02-16 15:00:00, 4.4,7
8.2,2020-02-16 16:00:00, 5.0,7
313.7,2020-02-16 17:00:00, 5.2,7
294.1,2020-02-16 18:00:00, 5.0,7
313.6,2020-02-16 19:00:00, 4.1,7
297.6,2020-02-16 20:00:00, 3.5,7
15.5,2020-02-16 21:00:00, 2.9,7
2.1,2020-02-16 22:00:00, 2.7,7
4.6,2020-02-16 23:00:00, 2.5,7
5.7,2020-02-17 00:00:00, 2.3,7
8.3,2020-02-17 01:00:00, 2.1,7
0.9,2020-02-17 02:00:00, 1.7,7
1.8,2020-02-17 03:00:00, 1.2,7
2.3,2020-02-17 04:00:00, 0.8,7
2.3,2020-02-17 05:00:00, 0.5,7
8.1,2020-02-17 06:00:00, 0.3,7
0.2,2020-02-17 07:00:00, 0.1,7
4.6,2020-02-17 08:00:00, 0.2,7
12.7,2020-02-17 09:00:00, 0.4,7
6.6,2020-02-17 10:00:00, 0.9,7
31.7,2020-02-17 11:00:00, 2.3,7
21.6,2020-02-17 12:00:00, 4.8,7
16.8,2020-02-17 13:00:00, 4.5,7
129.7,2020-02-17 14:00:00, 5.2,7
10.2,2020-02-17 15:00:00, 5.2,7
324.8,2020-02-17 16:00:00, 5.5,7
347.8,2020-02-17 17:00:00, 5.5,7
353.3,2020-02-17 18:00:00, 5.0,7
11.1,2020-02-17 19:00:00, 4.5,7
2.6,2020-02-17 20:00:00, 3.4,7
0.3,2020-02-17 21:00:00, 2.8,7
2.9,2020-02-17 22:00:00, 2.3,7
4.9,2020-02-17 23:00:00, 1.6,7
0.8,2020-02-18 00:00:00, 1.3,7
6.4,2020-02-18 01:00:00, 1.2,7
7.4,2020-02-18 02:00:00, 0.9,7
3.6,2020-02-18 03:00:00, 0.7,7
2.2,2020-02-18 04:00:00, 0.6,7
8.8,2020-02-18 05:00:00, 0.5,7
9.0,2020-02-18 06:00:00, 0.2,7
11.5,2020-02-18 07:00:00, 0.0,7
