WDIR_VECT,time,week_of_year
259.2,2022-07-09 00:00:00,28
244.1,2022-07-09 01:00:00,28
227.8,2022-07-09 02:00:00,28
198.2,2022-07-09 03:00:00,28
200.2,2022-07-09 04:00:00,28
212.2,2022-07-09 05:00:00,28
210.7,2022-07-09 06:00:00,28
224.3,2022-07-09 07:00:00,28
31.5,2022-07-09 08:00:00,28
46.4,2022-07-09 09:00:00,28
20.9,2022-07-09 10:00:00,28
50.6,2022-07-09 11:00:00,28
106.2,2022-07-09 12:00:00,28
161.6,2022-07-09 13:00:00,28
105.3,2022-07-09 14:00:00,28
323.4,2022-07-09 15:00:00,28
359.7,2022-07-09 16:00:00,28
1.0,2022-07-09 17:00:00,28
9.7,2022-07-09 18:00:00,28
188.3,2022-07-09 19:00:00,28
201.3,2022-07-09 20:00:00,28
161.0,2022-07-09 21:00:00,28
246.2,2022-07-09 22:00:00,28
274.8,2022-07-09 23:00:00,28
231.1,2022-07-10 00:00:00,28
201.9,2022-07-10 01:00:00,28
181.9,2022-07-10 02:00:00,28
202.7,2022-07-10 03:00:00,28
202.5,2022-07-10 04:00:00,28
190.3,2022-07-10 05:00:00,28
181.4,2022-07-10 06:00:00,28
176.4,2022-07-10 07:00:00,28
188.7,2022-07-10 08:00:00,28
157.7,2022-07-10 09:00:00,28
154.4,2022-07-10 10:00:00,28
146.0,2022-07-10 11:00:00,28
145.9,2022-07-10 12:00:00,28
139.8,2022-07-10 13:00:00,28
144.4,2022-07-10 14:00:00,28
147.6,2022-07-10 15:00:00,28
150.4,2022-07-10 16:00:00,28
162.3,2022-07-10 17:00:00,28
168.7,2022-07-10 18:00:00,28
156.2,2022-07-10 19:00:00,28
165.3,2022-07-10 20:00:00,28
160.5,2022-07-10 21:00:00,28
155.4,2022-07-10 22:00:00,28
183.7,2022-07-10 23:00:00,28
22.4,2022-07-11 00:00:00,28
273.5,2022-07-11 01:00:00,28
239.5,2022-07-11 02:00:00,28
214.1,2022-07-11 03:00:00,28
204.1,2022-07-11 04:00:00,28
164.8,2022-07-11 05:00:00,28
206.0,2022-07-11 06:00:00,28
41.6,2022-07-11 07:00:00,28
37.3,2022-07-11 08:00:00,28
44.7,2022-07-11 09:00:00,28
114.4,2022-07-11 10:00:00,28
160.2,2022-07-11 11:00:00,28
157.9,2022-07-11 12:00:00,28
150.1,2022-07-11 13:00:00,28
50.8,2022-07-11 14:00:00,28
6.0,2022-07-11 15:00:00,28
352.3,2022-07-11 16:00:00,28
7.9,2022-07-11 17:00:00,28
24.1,2022-07-11 18:00:00,28
55.2,2022-07-11 19:00:00,28
33.8,2022-07-11 20:00:00,28
303.9,2022-07-11 21:00:00,28
194.4,2022-07-11 22:00:00,28
157.6,2022-07-11 23:00:00,28
84.9,2022-07-12 00:00:00,28
248.4,2022-07-12 01:00:00,28
276.3,2022-07-12 02:00:00,28
250.0,2022-07-12 03:00:00,28
246.9,2022-07-12 04:00:00,28
210.6,2022-07-12 05:00:00,28
248.5,2022-07-12 06:00:00,28
5.2,2022-07-12 07:00:00,28
16.3,2022-07-12 08:00:00,28
7.9,2022-07-12 09:00:00,28
356.8,2022-07-12 10:00:00,28
2.9,2022-07-12 11:00:00,28
3.2,2022-07-12 12:00:00,28
3.8,2022-07-12 13:00:00,28
2.6,2022-07-12 14:00:00,28
3.1,2022-07-12 15:00:00,28
12.8,2022-07-12 16:00:00,28
13.3,2022-07-12 17:00:00,28
12.5,2022-07-12 18:00:00,28
5.7,2022-07-12 19:00:00,28
340.5,2022-07-12 20:00:00,28
331.3,2022-07-12 21:00:00,28
329.9,2022-07-12 22:00:00,28
331.3,2022-07-12 23:00:00,28
326.5,2022-07-13 00:00:00,28
329.4,2022-07-13 01:00:00,28
331.9,2022-07-13 02:00:00,28
330.9,2022-07-13 03:00:00,28
331.8,2022-07-13 04:00:00,28
329.0,2022-07-13 05:00:00,28
330.4,2022-07-13 06:00:00,28
346.1,2022-07-13 07:00:00,28
5.2,2022-07-13 08:00:00,28
10.1,2022-07-13 09:00:00,28
18.5,2022-07-13 10:00:00,28
27.3,2022-07-13 11:00:00,28
18.3,2022-07-13 12:00:00,28
15.9,2022-07-13 13:00:00,28
154.6,2022-07-13 14:00:00,28
159.4,2022-07-13 15:00:00,28
157.8,2022-07-13 16:00:00,28
162.3,2022-07-13 17:00:00,28
164.7,2022-07-13 18:00:00,28
166.6,2022-07-13 19:00:00,28
164.9,2022-07-13 20:00:00,28
160.7,2022-07-13 21:00:00,28
158.5,2022-07-13 22:00:00,28
162.3,2022-07-13 23:00:00,28
180.5,2022-07-14 00:00:00,28
163.5,2022-07-14 01:00:00,28
163.4,2022-07-14 02:00:00,28
155.1,2022-07-14 03:00:00,28
141.7,2022-07-14 04:00:00,28
161.3,2022-07-14 05:00:00,28
176.6,2022-07-14 06:00:00,28
151.4,2022-07-14 07:00:00,28
157.2,2022-07-14 08:00:00,28
158.2,2022-07-14 09:00:00,28
152.9,2022-07-14 10:00:00,28
147.6,2022-07-14 11:00:00,28
141.2,2022-07-14 12:00:00,28
144.4,2022-07-14 13:00:00,28
154.5,2022-07-14 14:00:00,28
154.0,2022-07-14 15:00:00,28
146.3,2022-07-14 16:00:00,28
143.2,2022-07-14 17:00:00,28
159.2,2022-07-14 18:00:00,28
166.0,2022-07-14 19:00:00,28
172.1,2022-07-14 20:00:00,28
160.5,2022-07-14 21:00:00,28
149.2,2022-07-14 22:00:00,28
140.5,2022-07-14 23:00:00,28
177.4,2022-07-15 00:00:00,28
167.0,2022-07-15 01:00:00,28
176.1,2022-07-15 02:00:00,28
165.5,2022-07-15 03:00:00,28
151.1,2022-07-15 04:00:00,28
157.5,2022-07-15 05:00:00,28
149.4,2022-07-15 06:00:00,28
154.5,2022-07-15 07:00:00,28
149.4,2022-07-15 08:00:00,28
149.2,2022-07-15 09:00:00,28
137.8,2022-07-15 10:00:00,28
145.0,2022-07-15 11:00:00,28
159.3,2022-07-15 12:00:00,28
148.9,2022-07-15 13:00:00,28
145.9,2022-07-15 14:00:00,28
151.1,2022-07-15 15:00:00,28
145.9,2022-07-15 16:00:00,28
155.7,2022-07-15 17:00:00,28
165.9,2022-07-15 18:00:00,28
147.4,2022-07-15 19:00:00,28
155.9,2022-07-15 20:00:00,28
153.5,2022-07-15 21:00:00,28
147.4,2022-07-15 22:00:00,28
144.9,2022-07-15 23:00:00,28
