station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -11.69, 90.6, None, None, 34.21, 1.026, 3.409, None, None, None, None, None, None, -13.0, 906.0, None, None, None, 2018-01-02 08:00:00, None, 33.55, None
None, -11.55, 88.2, None, None, 35.06, 3.177, 153.5, None, None, None, None, None, None, -13.0, 906.0, None, None, None, 2018-01-02 09:00:00, None, 33.2, None
None, -10.64, 85.9, None, None, 9.45, 4.734, 319.8, None, None, None, None, None, None, -12.0, 906.0, None, None, None, 2018-01-02 10:00:00, None, 33.18, None
None, -10.81, 83.6, None, None, 46.43, 3.923, 167.2, None, None, None, None, None, None, -13.0, 905.0, None, None, None, 2018-01-02 11:00:00, None, 34.06, None
None, -7.94, 82.3, None, None, 48.06, 2.021, 353.2, None, None, None, None, None, None, -10.0, 904.0, None, None, None, 2018-01-02 12:00:00, None, 32.8, None
None, -8.53, 86.1, None, None, 16.3, 2.192, 333.1, None, None, None, None, None, None, -10.0, 904.0, None, None, None, 2018-01-02 13:00:00, None, 33.4, None
None, -8.15, 88.6, None, None, 13.33, 2.126, 342.4, None, None, None, None, None, None, -10.0, 903.0, None, None, None, 2018-01-02 14:00:00, None, 33.56, None
None, -8.82, 90.0, None, None, 56.39, 1.125, 355.5, None, None, None, None, None, None, -10.0, 902.0, None, None, None, 2018-01-02 15:00:00, None, 33.78, None
None, -8.72, 91.1, None, None, 36.69, 2.142, 332.4, None, None, None, None, None, None, -10.0, 902.0, None, None, None, 2018-01-02 16:00:00, None, 33.83, None
None, -8.8, 90.8, None, None, 45.04, 0.922, 337.9, None, None, None, None, None, None, -10.0, 902.0, None, None, None, 2018-01-02 17:00:00, None, 33.83, None
None, -9.14, 90.2, None, None, 62.99, 1.049, 138.2, None, None, None, None, None, None, -10.0, 901.0, None, None, None, 2018-01-02 18:00:00, None, 33.51, None
