station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
78.8, None, None, None, 0.069, 76.1, None, None, -17.0, 984.0, None, None, None, None, None, 21.9, None, None, -14.87, None, None, None, None, 10.78, None, None, None, None, None, 2018-01-02 08:00:00, None
79.4, None, None, None, 0.068, 72.7, None, None, -17.0, 984.0, None, None, None, None, None, 21.36, None, None, -14.45, None, None, None, None, 15.2, None, None, None, None, None, 2018-01-02 09:00:00, None
79.9, None, None, None, 0.069, 78.1, None, None, -17.0, 984.0, None, None, None, None, None, 21.39, None, None, -14.09, None, None, None, None, 10.96, None, None, None, None, None, 2018-01-02 10:00:00, None
79.9, None, None, None, 0.07, 75.3, None, None, -16.0, 984.0, None, None, None, None, None, 21.44, None, None, -13.19, None, None, None, None, 7.54, None, None, None, None, None, 2018-01-02 11:00:00, None
80.1, None, None, None, 0.07, 77.2, None, None, -15.0, 984.0, None, None, None, None, None, 21.44, None, None, -12.1, None, None, None, None, 7.74, None, None, None, None, None, 2018-01-02 12:00:00, None
79.1, None, None, None, 0.068, 76.1, None, None, -14.0, 983.0, None, None, None, None, None, 21.13, None, None, -11.09, None, None, None, None, 14.63, None, None, None, None, None, 2018-01-02 13:00:00, None
79.8, None, None, None, 0.07, 79.4, None, None, -14.0, 983.0, None, None, None, None, None, 21.28, None, None, -11.1, None, None, None, None, 7.78, None, None, None, None, None, 2018-01-02 14:00:00, None
80.0, None, None, None, 0.068, 71.3, None, None, -14.0, 981.0, None, None, None, None, None, 21.43, None, None, -11.18, None, None, None, None, 15.81, None, None, None, None, None, 2018-01-02 15:00:00, None
80.7, None, None, None, 0.065, 76.3, None, None, -14.0, 981.0, None, None, None, None, None, 21.32, None, None, -11.68, None, None, None, None, 22.87, None, None, None, None, None, 2018-01-02 16:00:00, None
81.8, None, None, None, 0.07, 73.4, None, None, -14.0, 980.0, None, None, None, None, None, 21.48, None, None, -11.85, None, None, None, None, 5.678, None, None, None, None, None, 2018-01-02 17:00:00, None
83.1, None, None, None, 0.07, 74.1, None, None, -14.0, 980.0, None, None, None, None, None, 21.55, None, None, -11.73, None, None, None, None, 10.27, None, None, None, None, None, 2018-01-02 18:00:00, None
84.5, None, None, None, 0.07, 73.9, None, None, -13.0, 980.0, None, None, None, None, None, 21.33, None, None, -11.29, None, None, None, None, 6.776, None, None, None, None, None, 2018-01-02 19:00:00, None
84.9, None, None, None, 0.07, 75.4, None, None, -13.0, 979.0, None, None, None, None, None, 21.28, None, None, -10.86, None, None, None, None, 9.06, None, None, None, None, None, 2018-01-02 20:00:00, None
85.2, None, None, None, 0.07, 74.7, None, None, -12.0, 979.0, None, None, None, None, None, 21.39, None, None, -10.64, None, None, None, None, 9.61, None, None, None, None, None, 2018-01-02 21:00:00, None
86.0, None, None, None, 0.07, 74.6, None, None, -12.0, 977.0, None, None, None, None, None, 21.55, None, None, -10.31, None, None, None, None, 6.17, None, None, None, None, None, 2018-01-02 22:00:00, None
86.3, None, None, None, 0.068, 77.2, None, None, -12.0, 979.0, None, None, None, None, None, 21.13, None, None, -10.05, None, None, None, None, 14.7, None, None, None, None, None, 2018-01-03 00:00:00, None
86.9, None, None, None, 0.07, 78.6, None, None, -11.0, 979.0, None, None, None, None, None, 21.48, None, None, -9.83, None, None, None, None, 5.085, None, None, None, None, None, 2018-01-03 01:00:00, None
87.8, None, None, None, 0.07, 78.5, None, None, -11.0, 977.0, None, None, None, None, None, 21.74, None, None, -9.59, None, None, None, None, 7.88, None, None, None, None, None, 2018-01-03 02:00:00, None
88.5, None, None, None, 0.07, 71.8, None, None, -11.0, 977.0, None, None, None, None, None, 21.66, None, None, -9.18, None, None, None, None, 7.03, None, None, None, None, None, 2018-01-03 03:00:00, None
89.5, None, None, None, 0.069, 75.6, None, None, -10.0, 977.0, None, None, None, None, None, 21.76, None, None, -8.77, None, None, None, None, 10.97, None, None, None, None, None, 2018-01-03 04:00:00, None
90.0, None, None, None, 0.069, 74.1, None, None, -10.0, 977.0, None, None, None, None, None, 21.71, None, None, -8.64, None, None, None, None, 11.57, None, None, None, None, None, 2018-01-03 05:00:00, None
90.1, None, None, None, 0.07, 74.3, None, None, -10.0, 977.0, None, None, None, None, None, 21.63, None, None, -8.54, None, None, None, None, 9.07, None, None, None, None, None, 2018-01-03 06:00:00, None
91.3, None, None, None, 0.069, 76.3, None, None, -9.0, 977.0, None, None, None, None, None, 21.39, None, None, -8.3, None, None, None, None, 10.62, None, None, None, None, None, 2018-01-03 07:00:00, None
91.4, None, None, None, 0.07, 76.5, None, None, -9.0, 977.0, None, None, None, None, None, 21.45, None, None, -8.12, None, None, None, None, 5.693, None, None, None, None, None, 2018-01-03 08:00:00, None
91.7, None, None, None, 0.07, 70.8, None, None, -9.0, 977.0, None, None, None, None, None, 22.78, None, None, -7.99, None, None, None, None, 6.464, None, None, None, None, None, 2018-01-03 09:00:00, None
92.5, None, None, None, 0.07, 73.1, None, None, -9.0, 977.0, None, None, None, None, None, 19.39, None, None, -7.74, None, None, None, None, 7.18, None, None, None, None, None, 2018-01-03 10:00:00, None
92.5, None, None, None, 0.07, 75.5, None, None, -8.0, 979.0, None, None, None, None, None, 21.52, None, None, -7.14, None, None, None, None, 6.327, None, None, None, None, None, 2018-01-03 11:00:00, None
92.4, None, None, None, 0.07, 75.6, None, None, -7.0, 979.0, None, None, None, None, None, 21.47, None, None, -6.296, None, None, None, None, 5.907, None, None, None, None, None, 2018-01-03 12:00:00, None
92.0, None, None, None, 0.07, 77.2, None, None, -6.0, 979.0, None, None, None, None, None, 21.29, None, None, -5.425, None, None, None, None, 7.16, None, None, None, None, None, 2018-01-03 13:00:00, None
91.9, None, None, None, 0.07, 76.7, None, None, -6.0, 979.0, None, None, None, None, None, 21.35, None, None, -4.611, None, None, None, None, 5.744, None, None, None, None, None, 2018-01-03 14:00:00, None
