station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, 0.671, 77.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 14:00:00, None, None, 42.1
None, None, -0.155, 81.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 15:00:00, None, None, 42.18
None, None, 0.169, 82.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 16:00:00, None, None, 42.07
None, None, 0.039, 84.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 17:00:00, None, None, 42.12
None, None, 1.004, 88.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 18:00:00, None, None, 41.97
None, None, 0.773, 88.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 19:00:00, None, None, 41.89
None, None, -0.422, 88.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 20:00:00, None, None, 42.22
None, None, 0.137, 88.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-04 23:00:00, None, None, 42.14
None, None, 0.381, 89.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 00:00:00, None, None, 42.03
None, None, 0.469, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 01:00:00, None, None, 42.12
None, None, 0.234, 91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 02:00:00, None, None, 42.01
None, None, 0.574, 91.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 03:00:00, None, None, 41.95
None, None, 1.529, 88.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 04:00:00, None, None, 41.75
None, None, 0.187, 87.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 05:00:00, None, None, 41.87
None, None, 1.352, 85.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 06:00:00, None, None, 41.99
None, None, 1.592, 86.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 07:00:00, None, None, 41.73
None, None, 1.676, 87.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 08:00:00, None, None, 41.69
None, None, 0.135, 88.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 09:00:00, None, None, 41.94
None, None, 0.436, 87.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 10:00:00, None, None, 42.01
None, None, 0.77, 83.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 11:00:00, None, None, 41.98
None, None, 0.128, 82.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 12:00:00, None, None, 41.76
None, None, 0.375, 82.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 13:00:00, None, None, 41.66
None, None, 0.444, 89.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 14:00:00, None, None, 42.01
None, None, 0.572, 90.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 15:00:00, None, None, 41.85
None, None, 0.379, 91.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 16:00:00, None, None, 41.93
None, None, -0.009, 91.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 17:00:00, None, None, 41.78
None, None, -0.35, 92.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 18:00:00, None, None, 41.86
None, None, -0.543, 93.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 19:00:00, None, None, 41.84
None, None, -0.787, 93.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 20:00:00, None, None, 41.85
None, None, -0.982, 93.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 21:00:00, None, None, 41.84
None, None, -1.127, 93.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 22:00:00, None, None, 41.8
None, None, -1.079, 94.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-05 23:00:00, None, None, 41.76
None, None, -1.975, 93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 00:00:00, None, None, 41.85
None, None, -1.661, 93.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 01:00:00, None, None, 41.82
None, None, -1.912, 93.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 02:00:00, None, None, 41.75
None, None, -2.448, 93.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 03:00:00, None, None, 41.82
None, None, -3.205, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 04:00:00, None, None, 41.82
None, None, -2.612, 90.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 05:00:00, None, None, 41.78
None, None, -2.18, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 06:00:00, None, None, 41.78
None, None, -2.274, 91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 07:00:00, None, None, 41.74
None, None, -2.603, 90.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 08:00:00, None, None, 41.19
None, None, -2.785, 86.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 09:00:00, None, None, 41.19
None, None, -2.136, 89.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 10:00:00, None, None, 41.13
None, None, -1.545, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 11:00:00, None, None, 41.5
None, None, -1.466, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 12:00:00, None, None, 41.72
None, None, -1.37, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 13:00:00, None, None, 41.81
None, None, -1.176, 92.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 14:00:00, None, None, 41.83
None, None, -1.327, 93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 15:00:00, None, None, 41.77
None, None, -1.565, 93.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 16:00:00, None, None, 41.63
None, None, -1.768, 93.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 17:00:00, None, None, 41.59
None, None, -1.999, 93.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 18:00:00, None, None, 41.61
None, None, -2.248, 93.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 19:00:00, None, None, 42.4
None, None, -2.188, 93.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 20:00:00, None, None, 42.35
None, None, -2.089, 91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 21:00:00, None, None, 42.18
None, None, -1.893, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 22:00:00, None, None, 41.93
None, None, -2.29, 91.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-06 23:00:00, None, None, 42.02
None, None, -2.331, 91.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 00:00:00, None, None, 42.09
None, None, -2.117, 89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 01:00:00, None, None, 41.97
None, None, -1.857, 86.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 02:00:00, None, None, 41.73
None, None, -1.805, 83.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 03:00:00, None, None, 41.65
None, None, -1.943, 87.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 04:00:00, None, None, 41.66
None, None, -1.637, 86.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 05:00:00, None, None, 41.6
None, None, -1.99, 89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 06:00:00, None, None, 40.99
None, None, -2.138, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 07:00:00, None, None, 41.85
None, None, -2.168, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 08:00:00, None, None, 43.17
None, None, -1.795, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 09:00:00, None, None, 43.18
None, None, -1.382, 91.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 10:00:00, None, None, 44.82
None, None, -1.32, 92.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 11:00:00, None, None, 45.08
None, None, -0.842, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 12:00:00, None, None, 44.94
None, None, -0.106, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 13:00:00, None, None, 43.71
None, None, 0.356, 91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 14:00:00, None, None, 45.47
None, None, 0.088, 92.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 15:00:00, None, None, 43.36
None, None, 0.169, 91.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 16:00:00, None, None, 44.45
None, None, -0.242, 92.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 17:00:00, None, None, 44.32
None, None, -0.395, 92.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 18:00:00, None, None, 44.53
None, None, -0.641, 92.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 19:00:00, None, None, 44.76
None, None, -0.014, 89.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 20:00:00, None, None, 45.68
None, None, -0.891, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 21:00:00, None, None, 46.58
None, None, -0.834, 91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 22:00:00, None, None, 44.43
None, None, -0.547, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-07 23:00:00, None, None, 44.15
None, None, -0.364, 91.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 00:00:00, None, None, 44.33
None, None, -0.155, 91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 01:00:00, None, None, 44.89
None, None, -0.204, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 02:00:00, None, None, 44.76
None, None, -0.884, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 03:00:00, None, None, 45.21
None, None, -1.371, 92.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 04:00:00, None, None, 45.72
None, None, -1.882, 90.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 05:00:00, None, None, 45.85
None, None, -1.745, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 06:00:00, None, None, 46.1
None, None, -2.138, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 07:00:00, None, None, 45.94
None, None, -1.732, 85.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 08:00:00, None, None, 45.89
None, None, -2.477, 88.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 09:00:00, None, None, 45.99
None, None, -1.845, 89.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 10:00:00, None, None, 45.93
None, None, -1.36, 85.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 11:00:00, None, None, 46.07
None, None, -0.201, 88.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 12:00:00, None, None, 45.74
None, None, 0.526, 87.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 13:00:00, None, None, 45.65
None, None, 0.269, 87.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 14:00:00, None, None, 45.79
None, None, -0.009, 89.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 15:00:00, None, None, 46.0
None, None, -0.366, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 16:00:00, None, None, 45.94
None, None, -0.595, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 17:00:00, None, None, 46.06
None, None, -1.176, 92.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 18:00:00, None, None, 46.02
None, None, -0.884, 89.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 19:00:00, None, None, 45.87
None, None, -1.03, 91.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 20:00:00, None, None, 45.94
None, None, -0.786, 91.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 21:00:00, None, None, 45.1
None, None, -0.787, 90.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 22:00:00, None, None, 46.18
None, None, -0.69, 89.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-08 23:00:00, None, None, 46.21
None, None, -0.678, 87.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 00:00:00, None, None, 46.27
None, None, -0.982, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 01:00:00, None, None, 45.73
None, None, -0.836, 91.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 02:00:00, None, None, 46.48
None, None, -1.078, 91.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 03:00:00, None, None, 46.47
None, None, -1.079, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 04:00:00, None, None, 46.37
None, None, -1.321, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 05:00:00, None, None, 46.38
None, None, -1.473, 92.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 06:00:00, None, None, 46.24
None, None, -1.722, 83.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 07:00:00, None, None, 46.3
None, None, -2.479, 83.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 08:00:00, None, None, 46.27
None, None, -3.235, 81.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 09:00:00, None, None, 46.16
None, None, -3.692, 79.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 10:00:00, None, None, 46.17
None, None, -2.253, 79.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 11:00:00, None, None, 46.04
None, None, -1.605, 86.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 12:00:00, None, None, 45.29
None, None, -1.172, 89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 13:00:00, None, None, 45.56
None, None, -1.176, 91.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 14:00:00, None, None, 46.53
None, None, -1.14, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 15:00:00, None, None, 46.38
None, None, -1.516, 93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 16:00:00, None, None, 46.42
None, None, -1.615, 93.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 17:00:00, None, None, 46.41
None, None, -1.709, 93.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 18:00:00, None, None, 46.45
None, None, -1.606, 93.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 19:00:00, None, None, 47.0
None, None, -1.511, 93.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 20:00:00, None, None, 47.28
None, None, -2.094, 93.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 21:00:00, None, None, 47.32
None, None, -2.396, 92.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 22:00:00, None, None, 46.88
None, None, -2.574, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-09 23:00:00, None, None, 47.13
None, None, -3.063, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 00:00:00, None, None, 48.23
None, None, -3.352, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 01:00:00, None, None, 47.85
None, None, -3.4, 91.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 02:00:00, None, None, 48.6
None, None, -3.8, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 03:00:00, None, None, 48.73
None, None, -4.754, 92.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 04:00:00, None, None, 48.6
None, None, -6.064, 91.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 05:00:00, None, None, 49.25
None, None, -7.749, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 06:00:00, None, None, 49.72
None, None, -9.07, 88.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 07:00:00, None, None, 49.87
None, None, -10.07, 88.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 08:00:00, None, None, 49.82
None, None, -10.95, 88.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 09:00:00, None, None, 49.36
None, None, -11.49, 87.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 10:00:00, None, None, 49.44
None, None, -11.73, 87.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 11:00:00, None, None, 49.49
None, None, -11.88, 86.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 12:00:00, None, None, 49.38
None, None, -11.51, 86.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 13:00:00, None, None, 49.29
None, None, -11.91, 85.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 14:00:00, None, None, 49.11
None, None, -11.79, 86.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 15:00:00, None, None, 49.19
None, None, -12.07, 86.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-10 16:00:00, None, None, 49.1
