station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
77.58, None, None, None, 15.17, 312.6, None, None, None, None, None, None, None, None, None, 52.71, None, None, -8.73, None, None, None, None, 10.88, None, None, None, None, 2018-01-02 08:00:00
75.66, None, None, None, 11.68, 304.1, None, None, None, None, None, None, None, None, None, 52.55, None, None, -8.27, None, None, None, None, 9.37, None, None, None, None, 2018-01-02 09:00:00
72.65, None, None, None, 5.09, 308.2, None, None, None, None, None, None, None, None, None, 52.65, None, None, -6.569, None, None, None, None, 21.46, None, None, None, None, 2018-01-02 10:00:00
70.81, None, None, None, 3.136, 323.6, None, None, None, None, None, None, None, None, None, 52.42, None, None, -4.43, None, None, None, None, 31.29, None, None, None, None, 2018-01-02 11:00:00
66.65, None, None, None, 3.858, 320.8, None, None, None, None, None, None, None, None, None, 52.24, None, None, -2.996, None, None, None, None, 47.28, None, None, None, None, 2018-01-02 12:00:00
66.39, None, None, None, 2.346, 242.4, None, None, None, None, None, None, None, None, None, 51.97, None, None, -3.169, None, None, None, None, 72.59, None, None, None, None, 2018-01-02 13:00:00
68.86, None, None, None, 1.288, 238.6, None, None, None, None, None, None, None, None, None, 52.23, None, None, -3.743, None, None, None, None, 70.99, None, None, None, None, 2018-01-02 14:00:00
72.4, None, None, None, 1.231, 231.6, None, None, None, None, None, None, None, None, None, 52.46, None, None, -3.912, None, None, None, None, 31.19, None, None, None, None, 2018-01-02 15:00:00
72.56, None, None, None, 2.516, 233.8, None, None, None, None, None, None, None, None, None, 52.54, None, None, -4.175, None, None, None, None, 8.69, None, None, None, None, 2018-01-02 16:00:00
73.6, None, None, None, 0.356, 5.258, None, None, None, None, None, None, None, None, None, 52.56, None, None, -4.17, None, None, None, None, 58.54, None, None, None, None, 2018-01-02 17:00:00
75.78, None, None, None, 1.759, 353.0, None, None, None, None, None, None, None, None, None, 52.35, None, None, -3.191, None, None, None, None, 32.24, None, None, None, None, 2018-01-02 18:00:00
70.71, None, None, None, 2.443, 327.1, None, None, None, None, None, None, None, None, None, 52.58, None, None, -2.618, None, None, None, None, 48.26, None, None, None, None, 2018-01-02 19:00:00
67.46, None, None, None, 1.821, 274.8, None, None, None, None, None, None, None, None, None, 52.33, None, None, -2.368, None, None, None, None, 59.4, None, None, None, None, 2018-01-02 20:00:00
67.59, None, None, None, 1.557, 260.7, None, None, None, None, None, None, None, None, None, 52.16, None, None, -2.289, None, None, None, None, 57.47, None, None, None, None, 2018-01-02 21:00:00
60.55, None, None, None, 1.684, 243.3, None, None, None, None, None, None, None, None, None, 52.01, None, None, -1.925, None, None, None, None, 58.09, None, None, None, None, 2018-01-02 22:00:00
50.8, None, None, None, 2.385, 295.3, None, None, None, None, None, None, None, None, None, 51.65, None, None, -1.137, None, None, None, None, 47.71, None, None, None, None, 2018-01-02 23:00:00
51.76, None, None, None, 1.396, 248.7, None, None, None, None, None, None, None, None, None, 51.6, None, None, -0.94, None, None, None, None, 50.13, None, None, None, None, 2018-01-03 00:00:00
75.02, None, None, None, 8.24, 209.6, None, None, None, None, None, None, None, None, None, 52.6, None, None, -2.213, None, None, None, None, 24.26, None, None, None, None, 2018-01-03 01:00:00
93.3, None, None, None, 6.301, 220.5, None, None, None, None, None, None, None, None, None, 51.22, None, None, -2.495, None, None, None, None, 6.956, None, None, None, None, 2018-01-03 02:00:00
93.9, None, None, None, 6.19, 217.0, None, None, None, None, None, None, None, None, None, 53.52, None, None, -2.091, None, None, None, None, 9.51, None, None, None, None, 2018-01-03 03:00:00
92.7, None, None, None, 3.68, 282.3, None, None, None, None, None, None, None, None, None, 53.6, None, None, -1.933, None, None, None, None, 58.98, None, None, None, None, 2018-01-03 04:00:00
88.4, None, None, None, 5.446, 330.6, None, None, None, None, None, None, None, None, None, 53.42, None, None, -1.416, None, None, None, None, 21.37, None, None, None, None, 2018-01-03 05:00:00
90.2, None, None, None, 7.581, 309.5, None, None, None, None, None, None, None, None, None, 53.45, None, None, -2.835, None, None, None, None, 9.9, None, None, None, None, 2018-01-03 06:00:00
94.4, None, None, None, 8.58, 321.8, None, None, None, None, None, None, None, None, None, 53.44, None, None, -4.181, None, None, None, None, 12.57, None, None, None, None, 2018-01-03 07:00:00
94.4, None, None, None, 7.801, 320.1, None, None, None, None, None, None, None, None, None, 53.32, None, None, -3.895, None, None, None, None, 9.84, None, None, None, None, 2018-01-03 08:00:00
90.9, None, None, None, 2.973, 303.7, None, None, None, None, None, None, None, None, None, 52.92, None, None, -3.139, None, None, None, None, 39.44, None, None, None, None, 2018-01-03 09:00:00
84.9, None, None, None, 1.358, 168.3, None, None, None, None, None, None, None, None, None, 52.7, None, None, -1.953, None, None, None, None, 60.63, None, None, None, None, 2018-01-03 10:00:00
79.75, None, None, None, 1.912, 127.4, None, None, None, None, None, None, None, None, None, 52.8, None, None, -0.806, None, None, None, None, 51.52, None, None, None, None, 2018-01-03 11:00:00
81.0, None, None, None, 5.392, 312.4, None, None, None, None, None, None, None, None, None, 53.03, None, None, -1.213, None, None, None, None, 51.35, None, None, None, None, 2018-01-03 12:00:00
80.9, None, None, None, 4.051, 320.0, None, None, None, None, None, None, None, None, None, 52.58, None, None, -1.066, None, None, None, None, 62.36, None, None, None, None, 2018-01-03 13:00:00
