station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, -3.206, None, None, None, None, 74.2, None, 0.057, 65.19, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 08:00:00, None, None, 82.5, None
None, -4.145, None, None, None, None, 74.8, None, 0.052, 123.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 09:00:00, None, None, 81.9, None
None, -3.253, None, None, None, None, 72.4, None, 0.071, 80.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 10:00:00, None, None, 82.4, None
None, -1.112, None, None, None, None, 73.1, None, 0.067, 8.52, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 11:00:00, None, None, 82.3, None
None, -1.723, None, None, None, None, 64.54, None, 0.129, 67.26, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 12:00:00, None, None, 82.5, None
None, -1.296, None, None, None, None, 66.22, None, 0.117, 133.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 13:00:00, None, None, 82.2, None
None, -0.783, None, None, None, None, 49.22, None, 0.223, 68.19, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 14:00:00, None, None, 82.1, None
None, -0.726, None, None, None, None, 55.91, None, 0.185, 143.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 15:00:00, None, None, 82.0, None
None, -1.553, None, None, None, None, 59.7, None, 0.162, 68.99, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 16:00:00, None, None, 82.2, None
None, -1.847, None, None, None, None, 77.2, None, 0.033, 111.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 17:00:00, None, None, 82.2, None
