station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-7.23, None, None, None, 7.54, 19.81, 187.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 08:00:00, None, None, None, None
-7.13, None, None, None, 10.56, 19.3, 192.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 09:00:00, None, None, None, None
-6.455, None, None, None, 12.3, 18.27, 179.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 10:00:00, None, None, None, None
-6.808, None, None, None, 11.07, 18.07, 193.7, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 11:00:00, None, None, None, None
-6.348, None, None, None, 10.37, 16.45, 198.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 12:00:00, None, None, None, None
-5.665, None, None, None, 11.74, 13.99, 193.5, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 13:00:00, None, None, None, None
-5.684, None, None, None, 14.25, 12.39, 192.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 14:00:00, None, None, None, None
-6.044, None, None, None, 14.95, 14.73, 191.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 15:00:00, None, None, None, None
-6.161, None, None, None, 11.06, 19.85, 188.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 16:00:00, None, None, None, None
-6.181, None, None, None, 12.7, 17.39, 188.2, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 17:00:00, None, None, None, None
-6.406, None, None, None, 10.55, 20.0, 184.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 18:00:00, None, None, None, None
-7.09, None, None, None, 9.55, 24.61, 185.0, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 19:00:00, None, None, None, None
-6.808, None, None, None, 11.84, 18.57, 192.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 20:00:00, None, None, None, None
-6.681, None, None, None, 11.72, 16.81, 188.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 21:00:00, None, None, None, None
-7.26, None, None, None, 15.76, 13.58, 193.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 22:00:00, None, None, None, None
-7.61, None, None, None, 14.7, 13.68, 196.4, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 23:00:00, None, None, None, None
-6.926, None, None, None, 12.06, 15.71, 193.8, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 00:00:00, None, None, None, None
-6.769, None, None, None, 11.29, 22.88, 186.3, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 01:00:00, None, None, None, None
-6.24, None, None, None, 10.57, 20.04, 181.6, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 02:00:00, None, None, None, None
-6.524, None, None, None, 12.82, 16.59, 198.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 03:00:00, None, None, None, None
-7.02, None, None, None, 13.12, 16.88, 198.1, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 04:00:00, None, None, None, None
-7.08, None, None, None, 7.69, 17.44, 193.9, None, None, None, None, None, None, None, None, None, None, None, 2018-01-03 05:00:00, None, None, None, None
