station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, 4.409, 60.55, None, None, None, None, 5.725, None, 11.06, 84.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 08:00:00, None, None, 112.0
None, None, 4.253, 51.57, None, None, None, None, 6.044, None, 16.24, 84.1, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 09:00:00, None, None, 111.6
None, None, 3.766, 59.88, None, None, None, None, 5.986, None, 8.63, 85.6, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 10:00:00, None, None, 112.2
None, None, 2.977, 59.32, None, None, None, None, 7.212, None, 0.05, 81.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 11:00:00, None, None, 112.5
None, None, 4.035, 57.92, None, None, None, None, 6.458, None, 4.331, 80.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 12:00:00, None, None, 112.2
None, None, 4.053, 58.31, None, None, None, None, 8.17, None, 1.709, 80.0, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 13:00:00, None, None, 111.7
None, None, 4.094, 59.66, None, None, None, None, 6.206, None, 0.557, 84.7, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 14:00:00, None, None, 111.8
None, None, 4.47, 58.5, None, None, None, None, 20.6, None, 0.015, 84.5, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 15:00:00, None, None, 111.2
None, None, 4.105, 61.44, None, None, None, None, 8.96, None, 4.782, 80.4, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 16:00:00, None, None, 110.9
None, None, 4.523, 54.03, None, None, None, None, 15.64, None, 0.172, 77.13, None, None, None, None, None, None, None, None, None, None, None, None, 2018-01-02 17:00:00, None, None, 110.1
