station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
80.4, None, None, None, 0.72, 10.27, None, None, None, None, None, None, None, None, None, 64.17, None, None, -2.965, None, None, None, None, 25.99, None, None, None, None, 2018-01-02 08:00:00
65.31, None, None, None, 0.525, 44.24, None, None, None, None, None, None, None, None, None, 64.22, None, None, -2.271, None, None, None, None, 20.65, None, None, None, None, 2018-01-02 09:00:00
60.41, None, None, None, 0.665, 78.33, None, None, None, None, None, None, None, None, None, 64.13, None, None, -1.12, None, None, None, None, 75.56, None, None, None, None, 2018-01-02 10:00:00
50.9, None, None, None, 3.13, 245.2, None, None, None, None, None, None, None, None, None, 64.07, None, None, -1.233, None, None, None, None, 49.94, None, None, None, None, 2018-01-02 11:00:00
39.64, None, None, None, 3.247, 176.5, None, None, None, None, None, None, None, None, None, 64.01, None, None, -0.17, None, None, None, None, 51.09, None, None, None, None, 2018-01-02 12:00:00
50.29, None, None, None, 5.143, 142.3, None, None, None, None, None, None, None, None, None, 63.92, None, None, -1.011, None, None, None, None, 38.42, None, None, None, None, 2018-01-02 13:00:00
56.01, None, None, None, 2.345, 223.5, None, None, None, None, None, None, None, None, None, 63.79, None, None, -1.353, None, None, None, None, 47.2, None, None, None, None, 2018-01-02 14:00:00
60.98, None, None, None, 1.916, 234.4, None, None, None, None, None, None, None, None, None, 63.69, None, None, -1.126, None, None, None, None, 40.68, None, None, None, None, 2018-01-02 15:00:00
62.58, None, None, None, 1.839, 224.4, None, None, None, None, None, None, None, None, None, 63.58, None, None, -2.875, None, None, None, None, 44.32, None, None, None, None, 2018-01-02 16:00:00
58.55, None, None, None, 1.79, 237.0, None, None, None, None, None, None, None, None, None, 63.49, None, None, -3.268, None, None, None, None, 52.9, None, None, None, None, 2018-01-02 17:00:00
55.39, None, None, None, 3.664, 264.3, None, None, None, None, None, None, None, None, None, 63.45, None, None, -2.567, None, None, None, None, 32.7, None, None, None, None, 2018-01-02 18:00:00
52.81, None, None, None, 3.187, 252.6, None, None, None, None, None, None, None, None, None, 63.32, None, None, -2.847, None, None, None, None, 51.61, None, None, None, None, 2018-01-02 19:00:00
55.64, None, None, None, 3.647, 207.4, None, None, None, None, None, None, None, None, None, 63.36, None, None, -3.016, None, None, None, None, 67.27, None, None, None, None, 2018-01-02 20:00:00
61.79, None, None, None, 1.821, 251.3, None, None, None, None, None, None, None, None, None, 63.17, None, None, -3.157, None, None, None, None, 55.26, None, None, None, None, 2018-01-02 21:00:00
55.91, None, None, None, 1.4, 352.0, None, None, None, None, None, None, None, None, None, 63.1, None, None, -2.504, None, None, None, None, 68.66, None, None, None, None, 2018-01-02 22:00:00
54.76, None, None, None, 2.269, 267.6, None, None, None, None, None, None, None, None, None, 63.28, None, None, -1.863, None, None, None, None, 46.67, None, None, None, None, 2018-01-02 23:00:00
58.04, None, None, None, 1.028, 286.1, None, None, None, None, None, None, None, None, None, 63.14, None, None, 2.403, None, None, None, None, 71.56, None, None, None, None, 2018-01-03 00:00:00
67.66, None, None, None, 1.744, 236.7, None, None, None, None, None, None, None, None, None, 62.95, None, None, -0.888, None, None, None, None, 65.87, None, None, None, None, 2018-01-03 01:00:00
78.72, None, None, None, 1.357, 320.5, None, None, None, None, None, None, None, None, None, 62.8, None, None, -1.597, None, None, None, None, 74.11, None, None, None, None, 2018-01-03 02:00:00
79.85, None, None, None, 1.042, 209.1, None, None, None, None, None, None, None, None, None, 62.81, None, None, -2.013, None, None, None, None, 65.33, None, None, None, None, 2018-01-03 03:00:00
64.56, None, None, None, 1.931, 266.2, None, None, None, None, None, None, None, None, None, 62.73, None, None, -1.137, None, None, None, None, 35.87, None, None, None, None, 2018-01-03 04:00:00
76.83, None, None, None, 0.294, 275.0, None, None, None, None, None, None, None, None, None, 62.63, None, None, -2.024, None, None, None, None, 60.46, None, None, None, None, 2018-01-03 05:00:00
70.82, None, None, None, 0.72, 249.4, None, None, None, None, None, None, None, None, None, 62.62, None, None, -1.479, None, None, None, None, 59.88, None, None, None, None, 2018-01-03 06:00:00
74.99, None, None, None, 0.453, 352.4, None, None, None, None, None, None, None, None, None, 62.46, None, None, -1.489, None, None, None, None, 63.66, None, None, None, None, 2018-01-03 07:00:00
80.2, None, None, None, 0.285, 300.0, None, None, None, None, None, None, None, None, None, 62.45, None, None, -1.291, None, None, None, None, 63.28, None, None, None, None, 2018-01-03 08:00:00
75.15, None, None, None, 0.186, 359.2, None, None, None, None, None, None, None, None, None, 62.38, None, None, -0.079, None, None, None, None, 70.58, None, None, None, None, 2018-01-03 09:00:00
81.4, None, None, None, 1.56, 200.5, None, None, None, None, None, None, None, None, None, 62.3, None, None, -2.027, None, None, None, None, 46.93, None, None, None, None, 2018-01-03 10:00:00
71.13, None, None, None, 1.583, 234.0, None, None, None, None, None, None, None, None, None, 62.39, None, None, 0.343, None, None, None, None, 28.33, None, None, None, None, 2018-01-03 11:00:00
68.11, None, None, None, 2.075, 216.5, None, None, None, None, None, None, None, None, None, 62.29, None, None, 1.431, None, None, None, None, 24.41, None, None, None, None, 2018-01-03 12:00:00
66.49, None, None, None, 2.517, 239.4, None, None, None, None, None, None, None, None, None, 61.85, None, None, 2.061, None, None, None, None, 24.11, None, None, None, None, 2018-01-03 13:00:00
65.0, None, None, None, 2.799, 240.0, None, None, None, None, None, None, None, None, None, 61.51, None, None, 2.267, None, None, None, None, 34.86, None, None, None, None, 2018-01-03 14:00:00
70.65, None, None, None, 1.946, 244.5, None, None, None, None, None, None, None, None, None, 61.55, None, None, -0.46, None, None, None, None, 43.36, None, None, None, None, 2018-01-03 15:00:00
74.72, None, None, None, 0.608, 30.81, None, None, None, None, None, None, None, None, None, 61.54, None, None, -1.255, None, None, None, None, 68.96, None, None, None, None, 2018-01-03 16:00:00
77.49, None, None, None, 4.31, 267.0, None, None, None, None, None, None, None, None, None, 61.44, None, None, -1.47, None, None, None, None, 21.53, None, None, None, None, 2018-01-03 17:00:00
