station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, None, -10.2, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None, 2018-01-02 08:00:00, None, None, None, None
None, None, -9.11, 93.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None, 2018-01-02 09:00:00, None, None, None, None
None, None, -2.552, 51.15, None, None, None, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None, None, 2018-01-02 10:00:00, None, None, None, None
None, None, -0.745, 30.42, None, None, None, None, None, None, None, None, None, None, None, None, None, -14.0, None, None, None, None, None, 2018-01-02 11:00:00, None, None, None, None
None, None, -1.483, 26.84, None, None, None, None, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, None, 2018-01-02 12:00:00, None, None, None, None
None, None, -4.383, 47.17, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, 2018-01-02 13:00:00, None, None, None, None
None, None, -3.944, 50.87, None, None, None, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None, None, 2018-01-02 14:00:00, None, None, None, None
None, None, -4.44, 53.41, None, None, None, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None, None, 2018-01-02 15:00:00, None, None, None, None
None, None, -6.866, 58.66, None, None, None, None, None, None, None, None, None, None, None, None, None, -13.0, None, None, None, None, None, 2018-01-02 16:00:00, None, None, None, None
None, None, -8.46, 78.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None, None, 2018-01-02 17:00:00, None, None, None, None
None, None, -8.41, 94.1, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, None, 2018-01-02 18:00:00, None, None, None, None
None, None, -8.2, 97.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, None, 2018-01-02 19:00:00, None, None, None, None
None, None, -8.06, 92.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, None, 2018-01-02 20:00:00, None, None, None, None
None, None, -7.65, 88.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -9.0, None, None, None, None, None, 2018-01-02 21:00:00, None, None, None, None
None, None, -7.07, 91.8, None, None, None, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, None, 2018-01-02 22:00:00, None, None, None, None
None, None, -6.815, 96.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None, 2018-01-02 23:00:00, None, None, None, None
None, None, -6.739, 96.2, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None, 2018-01-03 00:00:00, None, None, None, None
None, None, -6.486, 99.1, None, None, None, None, None, None, None, None, None, None, None, None, None, -7.0, None, None, None, None, None, 2018-01-03 01:00:00, None, None, None, None
None, None, -6.214, 99.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 02:00:00, None, None, None, None
None, None, -5.807, 102.4, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 03:00:00, None, None, None, None
None, None, -5.632, 101.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 04:00:00, None, None, None, None
None, None, -5.817, 99.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 05:00:00, None, None, None, None
None, None, -5.807, 99.8, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 06:00:00, None, None, None, None
None, None, -5.556, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 07:00:00, None, None, None, None
None, None, -5.575, 102.1, None, None, None, None, None, None, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 2018-01-03 08:00:00, None, None, None, None
None, None, -5.132, 103.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2018-01-03 09:00:00, None, None, None, None
None, None, -4.087, None, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 10:00:00, None, None, None, None
None, None, -2.84, 94.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 11:00:00, None, None, None, None
None, None, -1.718, 77.5, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2018-01-03 12:00:00, None, None, None, None
None, None, -0.982, 70.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2018-01-03 13:00:00, None, None, None, None
None, None, -0.87, 72.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -5.0, None, None, None, None, None, 2018-01-03 14:00:00, None, None, None, None
None, None, -0.946, 80.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 15:00:00, None, None, None, None
None, None, -1.437, 85.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 2018-01-03 16:00:00, None, None, None, None
None, None, -2.146, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 2018-01-03 17:00:00, None, None, None, None
None, None, -2.601, 94.9, None, None, None, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 2018-01-03 18:00:00, None, None, None, None
None, None, -2.999, 95.7, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 19:00:00, None, None, None, None
None, None, -3.303, 97.3, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 20:00:00, None, None, None, None
None, None, -3.645, 97.6, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 21:00:00, None, None, None, None
None, None, -4.036, 97.0, None, None, None, None, None, None, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 2018-01-03 22:00:00, None, None, None, None
