WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
0.0, None, None, None,49.3, None,2021-07-30 00:00:00, None,31
0.0, None, None, None,47.0, None,2021-07-30 01:00:00, None,31
0.0, None, None, None,46.1, None,2021-07-30 02:00:00, None,31
0.0, None, None, None,49.1, None,2021-07-30 03:00:00, None,31
0.0, None, None, None,50.1, None,2021-07-30 04:00:00, None,31
0.0, None, None, None,50.0, None,2021-07-30 05:00:00, None,31
0.0, None, None, None,47.9, None,2021-07-30 06:00:00, None,31
0.0, None, None, None,46.3, None,2021-07-30 07:00:00, None,31
0.0, None, None, None,43.8, None,2021-07-30 08:00:00, None,31
0.0, None, None, None,41.7, None,2021-07-30 09:00:00, None,31
0.0, None, None, None,41.4, None,2021-07-30 10:00:00, None,31
0.0, None, None, None,34.3, None,2021-07-30 11:00:00, None,31
0.0, None, None, None,29.4, None,2021-07-30 12:00:00, None,31
0.0, None, None, None,30.4, None,2021-07-30 13:00:00, None,31
0.0, None, None, None,26.5, None,2021-07-30 14:00:00, None,31
0.0, None, None, None,23.8, None,2021-07-30 15:00:00, None,31
0.0, None, None, None,26.5, None,2021-07-30 16:00:00, None,31
0.0, None, None, None,23.8, None,2021-07-30 17:00:00, None,31
0.0, None, None, None,27.0, None,2021-07-30 18:00:00, None,31
0.0, None, None, None,30.9, None,2021-07-30 19:00:00, None,31
0.0, None, None, None,34.9, None,2021-07-30 20:00:00, None,31
0.0, None, None, None,38.0, None,2021-07-30 21:00:00, None,31
0.0, None, None, None,42.6, None,2021-07-30 22:00:00, None,31
0.0, None, None, None,38.2, None,2021-07-30 23:00:00, None,31
0.0, None, None, None,40.8, None,2021-07-31 00:00:00, None,31
0.0, None, None, None,41.3, None,2021-07-31 01:00:00, None,31
0.0, None, None, None,37.5, None,2021-07-31 02:00:00, None,31
0.0, None, None, None,38.2, None,2021-07-31 03:00:00, None,31
0.0, None, None, None,42.1, None,2021-07-31 04:00:00, None,31
0.0, None, None, None,40.4, None,2021-07-31 05:00:00, None,31
0.0, None, None, None,40.8, None,2021-07-31 06:00:00, None,31
0.0, None, None, None,43.0, None,2021-07-31 07:00:00, None,31
0.0, None, None, None,42.7, None,2021-07-31 08:00:00, None,31
0.0, None, None, None,42.0, None,2021-07-31 09:00:00, None,31
0.0, None, None, None,39.7, None,2021-07-31 10:00:00, None,31
0.0, None, None, None,36.5, None,2021-07-31 11:00:00, None,31
0.0, None, None, None,33.1, None,2021-07-31 12:00:00, None,31
0.0, None, None, None,29.4, None,2021-07-31 13:00:00, None,31
0.0, None, None, None,29.5, None,2021-07-31 14:00:00, None,31
0.0, None, None, None,20.2, None,2021-07-31 15:00:00, None,31
0.0, None, None, None,21.1, None,2021-07-31 16:00:00, None,31
0.0, None, None, None,18.8, None,2021-07-31 17:00:00, None,31
0.0, None, None, None,10.8, None,2021-07-31 18:00:00, None,31
0.0, None, None, None,27.8, None,2021-07-31 19:00:00, None,31
0.0, None, None, None,25.8, None,2021-07-31 20:00:00, None,31
0.0, None, None, None,34.7, None,2021-07-31 21:00:00, None,31
0.0, None, None, None,38.8, None,2021-07-31 22:00:00, None,31
0.0, None, None, None,37.6, None,2021-07-31 23:00:00, None,31
0.0, None, None, None,39.4, None,2021-08-01 00:00:00, None,31
0.0, None, None, None,37.4, None,2021-08-01 01:00:00, None,31
0.0, None, None, None,33.3, None,2021-08-01 02:00:00, None,31
0.0, None, None, None,32.3, None,2021-08-01 03:00:00, None,31
0.0, None, None, None,41.5, None,2021-08-01 04:00:00, None,31
0.0, None, None, None,28.5, None,2021-08-01 05:00:00, None,31
0.0, None, None, None,31.2, None,2021-08-01 06:00:00, None,31
0.0, None, None, None,33.1, None,2021-08-01 07:00:00, None,31
0.0, None, None, None,32.2, None,2021-08-01 08:00:00, None,31
0.0, None, None, None,37.7, None,2021-08-01 09:00:00, None,31
0.0, None, None, None,38.0, None,2021-08-01 10:00:00, None,31
0.0, None, None, None,36.0, None,2021-08-01 11:00:00, None,31
0.0, None, None, None,32.2, None,2021-08-01 12:00:00, None,31
0.0, None, None, None,29.6, None,2021-08-01 13:00:00, None,31
0.0, None, None, None,25.2, None,2021-08-01 14:00:00, None,31
0.0, None, None, None,24.3, None,2021-08-01 15:00:00, None,31
0.0, None, None, None,29.1, None,2021-08-01 16:00:00, None,31
0.0, None, None, None,29.7, None,2021-08-01 17:00:00, None,31
0.0, None, None, None,36.8, None,2021-08-01 18:00:00, None,31
0.0, None, None, None,50.1, None,2021-08-01 19:00:00, None,31
0.0, None, None, None,59.0, None,2021-08-01 20:00:00, None,31
0.0, None, None, None,61.1, None,2021-08-01 21:00:00, None,31
0.0, None, None, None,60.6, None,2021-08-01 22:00:00, None,31
0.0, None, None, None,55.7, None,2021-08-01 23:00:00, None,31
0.0, None, None, None,63.3, None,2021-08-02 00:00:00, None,31
0.0, None, None, None,64.8, None,2021-08-02 01:00:00, None,31
0.0, None, None, None,60.6, None,2021-08-02 02:00:00, None,31
0.0, None, None, None,61.6, None,2021-08-02 03:00:00, None,31
0.0, None, None, None,57.8, None,2021-08-02 04:00:00, None,31
0.0, None, None, None,48.6, None,2021-08-02 05:00:00, None,31
0.0, None, None, None,52.8, None,2021-08-02 06:00:00, None,31
0.0, None, None, None,53.8, None,2021-08-02 07:00:00, None,31
0.0, None, None, None,54.1, None,2021-08-02 08:00:00, None,31
0.0, None, None, None,42.0, None,2021-08-02 09:00:00, None,31
0.0, None, None, None,41.9, None,2021-08-02 10:00:00, None,31
0.0, None, None, None,41.0, None,2021-08-02 11:00:00, None,31
0.0, None, None, None,39.5, None,2021-08-02 12:00:00, None,31
0.0, None, None, None,34.1, None,2021-08-02 13:00:00, None,31
0.0, None, None, None,32.6, None,2021-08-02 14:00:00, None,31
0.0, None, None, None,26.2, None,2021-08-02 15:00:00, None,31
0.0, None, None, None,24.7, None,2021-08-02 16:00:00, None,31
0.0, None, None, None,23.8, None,2021-08-02 17:00:00, None,31
0.0, None, None, None,18.6, None,2021-08-02 18:00:00, None,31
0.0, None, None, None,18.3, None,2021-08-02 19:00:00, None,31
0.0, None, None, None,21.5, None,2021-08-02 20:00:00, None,31
0.0, None, None, None,24.0, None,2021-08-02 21:00:00, None,31
0.0, None, None, None,26.8, None,2021-08-02 22:00:00, None,31
0.0, None, None, None,28.8, None,2021-08-02 23:00:00, None,31
