WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
46.6, None, None,2021-07-30 00:00:00, None,31
352.4, None, None,2021-07-30 01:00:00, None,31
340.2, None, None,2021-07-30 02:00:00, None,31
346.6, None, None,2021-07-30 03:00:00, None,31
358.0, None, None,2021-07-30 04:00:00, None,31
11.9, None, None,2021-07-30 05:00:00, None,31
8.6, None, None,2021-07-30 06:00:00, None,31
356.9, None, None,2021-07-30 07:00:00, None,31
15.6, None, None,2021-07-30 08:00:00, None,31
0.8, None, None,2021-07-30 09:00:00, None,31
341.9, None, None,2021-07-30 10:00:00, None,31
10.7, None, None,2021-07-30 11:00:00, None,31
180.3, None, None,2021-07-30 12:00:00, None,31
185.1, None, None,2021-07-30 13:00:00, None,31
162.4, None, None,2021-07-30 14:00:00, None,31
176.4, None, None,2021-07-30 15:00:00, None,31
186.6, None, None,2021-07-30 16:00:00, None,31
186.0, None, None,2021-07-30 17:00:00, None,31
188.9, None, None,2021-07-30 18:00:00, None,31
171.4, None, None,2021-07-30 19:00:00, None,31
152.5, None, None,2021-07-30 20:00:00, None,31
181.1, None, None,2021-07-30 21:00:00, None,31
188.4, None, None,2021-07-30 22:00:00, None,31
189.0, None, None,2021-07-30 23:00:00, None,31
198.8, None, None,2021-07-31 00:00:00, None,31
184.0, None, None,2021-07-31 01:00:00, None,31
198.8, None, None,2021-07-31 02:00:00, None,31
280.6, None, None,2021-07-31 03:00:00, None,31
340.2, None, None,2021-07-31 04:00:00, None,31
339.5, None, None,2021-07-31 05:00:00, None,31
189.5, None, None,2021-07-31 06:00:00, None,31
30.9, None, None,2021-07-31 07:00:00, None,31
30.1, None, None,2021-07-31 08:00:00, None,31
14.1, None, None,2021-07-31 09:00:00, None,31
188.9, None, None,2021-07-31 10:00:00, None,31
182.9, None, None,2021-07-31 11:00:00, None,31
177.0, None, None,2021-07-31 12:00:00, None,31
175.1, None, None,2021-07-31 13:00:00, None,31
187.8, None, None,2021-07-31 14:00:00, None,31
203.1, None, None,2021-07-31 15:00:00, None,31
202.6, None, None,2021-07-31 16:00:00, None,31
206.1, None, None,2021-07-31 17:00:00, None,31
195.8, None, None,2021-07-31 18:00:00, None,31
179.9, None, None,2021-07-31 19:00:00, None,31
172.5, None, None,2021-07-31 20:00:00, None,31
177.4, None, None,2021-07-31 21:00:00, None,31
179.1, None, None,2021-07-31 22:00:00, None,31
187.5, None, None,2021-07-31 23:00:00, None,31
226.7, None, None,2021-08-01 00:00:00, None,31
213.5, None, None,2021-08-01 01:00:00, None,31
193.5, None, None,2021-08-01 02:00:00, None,31
252.4, None, None,2021-08-01 03:00:00, None,31
257.6, None, None,2021-08-01 04:00:00, None,31
195.1, None, None,2021-08-01 05:00:00, None,31
186.5, None, None,2021-08-01 06:00:00, None,31
183.3, None, None,2021-08-01 07:00:00, None,31
171.6, None, None,2021-08-01 08:00:00, None,31
165.5, None, None,2021-08-01 09:00:00, None,31
174.3, None, None,2021-08-01 10:00:00, None,31
176.1, None, None,2021-08-01 11:00:00, None,31
177.5, None, None,2021-08-01 12:00:00, None,31
185.1, None, None,2021-08-01 13:00:00, None,31
175.5, None, None,2021-08-01 14:00:00, None,31
172.5, None, None,2021-08-01 15:00:00, None,31
176.3, None, None,2021-08-01 16:00:00, None,31
180.3, None, None,2021-08-01 17:00:00, None,31
177.1, None, None,2021-08-01 18:00:00, None,31
177.0, None, None,2021-08-01 19:00:00, None,31
186.8, None, None,2021-08-01 20:00:00, None,31
185.9, None, None,2021-08-01 21:00:00, None,31
183.6, None, None,2021-08-01 22:00:00, None,31
185.5, None, None,2021-08-01 23:00:00, None,31
178.3, None, None,2021-08-02 00:00:00, None,31
182.6, None, None,2021-08-02 01:00:00, None,31
182.4, None, None,2021-08-02 02:00:00, None,31
186.7, None, None,2021-08-02 03:00:00, None,31
187.7, None, None,2021-08-02 04:00:00, None,31
181.8, None, None,2021-08-02 05:00:00, None,31
192.6, None, None,2021-08-02 06:00:00, None,31
201.7, None, None,2021-08-02 07:00:00, None,31
197.9, None, None,2021-08-02 08:00:00, None,31
203.6, None, None,2021-08-02 09:00:00, None,31
202.3, None, None,2021-08-02 10:00:00, None,31
205.5, None, None,2021-08-02 11:00:00, None,31
209.6, None, None,2021-08-02 12:00:00, None,31
206.9, None, None,2021-08-02 13:00:00, None,31
206.1, None, None,2021-08-02 14:00:00, None,31
204.5, None, None,2021-08-02 15:00:00, None,31
203.8, None, None,2021-08-02 16:00:00, None,31
210.1, None, None,2021-08-02 17:00:00, None,31
196.2, None, None,2021-08-02 18:00:00, None,31
188.2, None, None,2021-08-02 19:00:00, None,31
184.8, None, None,2021-08-02 20:00:00, None,31
196.0, None, None,2021-08-02 21:00:00, None,31
192.9, None, None,2021-08-02 22:00:00, None,31
190.9, None, None,2021-08-02 23:00:00, None,31
192.7, None, None,2021-08-03 00:00:00, None,31
190.9, None, None,2021-08-03 01:00:00, None,31
190.3, None, None,2021-08-03 02:00:00, None,31
198.9, None, None,2021-08-03 03:00:00, None,31
193.9, None, None,2021-08-03 04:00:00, None,31
190.4, None, None,2021-08-03 05:00:00, None,31
185.3, None, None,2021-08-03 06:00:00, None,31
185.8, None, None,2021-08-03 07:00:00, None,31
183.2, None, None,2021-08-03 08:00:00, None,31
187.5, None, None,2021-08-03 09:00:00, None,31
182.7, None, None,2021-08-03 10:00:00, None,31
188.1, None, None,2021-08-03 11:00:00, None,31
178.8, None, None,2021-08-03 12:00:00, None,31
177.9, None, None,2021-08-03 13:00:00, None,31
184.3, None, None,2021-08-03 14:00:00, None,31
195.6, None, None,2021-08-03 15:00:00, None,31
192.3, None, None,2021-08-03 16:00:00, None,31
181.6, None, None,2021-08-03 17:00:00, None,31
177.2, None, None,2021-08-03 18:00:00, None,31
181.9, None, None,2021-08-03 19:00:00, None,31
179.3, None, None,2021-08-03 20:00:00, None,31
194.6, None, None,2021-08-03 21:00:00, None,31
245.7, None, None,2021-08-03 22:00:00, None,31
172.0, None, None,2021-08-03 23:00:00, None,31
169.9, None, None,2021-08-04 00:00:00, None,31
66.8, None, None,2021-08-04 01:00:00, None,31
106.2, None, None,2021-08-04 02:00:00, None,31
173.8, None, None,2021-08-04 03:00:00, None,31
181.6, None, None,2021-08-04 04:00:00, None,31
158.4, None, None,2021-08-04 05:00:00, None,31
188.7, None, None,2021-08-04 06:00:00, None,31
183.4, None, None,2021-08-04 07:00:00, None,31
185.5, None, None,2021-08-04 08:00:00, None,31
192.8, None, None,2021-08-04 09:00:00, None,31
176.3, None, None,2021-08-04 10:00:00, None,31
170.2, None, None,2021-08-04 11:00:00, None,31
187.1, None, None,2021-08-04 12:00:00, None,31
189.0, None, None,2021-08-04 13:00:00, None,31
187.8, None, None,2021-08-04 14:00:00, None,31
187.6, None, None,2021-08-04 15:00:00, None,31
182.5, None, None,2021-08-04 16:00:00, None,31
177.6, None, None,2021-08-04 17:00:00, None,31
199.2, None, None,2021-08-04 18:00:00, None,31
193.5, None, None,2021-08-04 19:00:00, None,31
193.7, None, None,2021-08-04 20:00:00, None,31
49.7, None, None,2021-08-04 21:00:00, None,31
193.1, None, None,2021-08-04 22:00:00, None,31
190.4, None, None,2021-08-04 23:00:00, None,31
172.4, None, None,2021-08-05 00:00:00, None,31
180.4, None, None,2021-08-05 01:00:00, None,31
159.0, None, None,2021-08-05 02:00:00, None,31
173.9, None, None,2021-08-05 03:00:00, None,31
188.4, None, None,2021-08-05 04:00:00, None,31
