wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
256.0, None, None, 0.0, None, 5.1, None, 12.9, None, None, None, 87.0,2022-08-13 00:00:00,33,,,,,,
268.0, 96.0, 3.9, 0.0, 12.6, 7.3, 13.2, 12.3, 230.0, 2.0, 3.8, 68.0,2022-08-13 01:00:00,33,,,,,,
130.0, 87.0, 5.1, 0.0, 10.8, 5.8, 12.9, 11.3, 256.0, 0.0, 3.8, 80.0,2022-08-13 02:00:00,33,,,,,,
237.0, 68.0, 7.3, 0.0, 6.6, 6.1, 12.3, 11.4, 268.0, 0.0, 3.8, 79.0,2022-08-13 03:00:00,33,,,,,,
116.0, 80.0, 5.8, 0.0, 8.0, 4.0, 11.3, 10.3, 130.0, 0.0, 3.8, 84.0,2022-08-13 04:00:00,33,,,,,,
219.0, 79.0, 6.1, 0.0, 7.9, 8.0, 11.4, 12.3, 237.0, 0.0, 3.8, 71.0,2022-08-13 05:00:00,33,,,,,,
275.0, 84.0, None, 0.0, 7.7, 11.0, 10.3, 12.7, 116.0, 0.0, 3.8, 69.0,2022-08-13 06:00:00,33,,,,,,
193.0, 71.0, None, 0.0, 7.2, 9.5, 12.3, 14.2, 219.0, 0.0, 3.8, 67.0,2022-08-13 07:00:00,33,,,,,,
226.0, 69.0, None, 0.0, 7.2, 14.2, 12.7, 15.0, 275.0, 0.0, 3.8, 60.0,2022-08-13 08:00:00,33,,,,,,
286.0, 67.0, 9.5, 0.0, 8.2, 17.8, 14.2, 15.4, 193.0, 0.0, 3.8, 52.0,2022-08-13 09:00:00,33,,,,,,
296.0, 60.0, 14.2, 0.0, 7.3, 14.4, 15.0, 16.3, 226.0, 0.0, 3.8, 50.0,2022-08-13 10:00:00,33,,,,,,
279.0, 52.0, 17.8, 0.0, 5.6, 18.3, 15.4, 16.8, 286.0, 0.0, 3.8, 50.0,2022-08-13 11:00:00,33,,,,,,
267.0, 50.0, 14.4, 0.0, 5.9, 13.3, 16.3, 17.5, 296.0, 0.0, 3.6, 45.0,2022-08-13 12:00:00,33,,,,,,
252.0, 50.0, 18.3, 0.0, 6.3, 15.1, 16.8, 17.5, 279.0, 0.0, 3.6, 43.0,2022-08-13 13:00:00,33,,,,,,
289.0, 45.0, 13.3, 0.0, 5.4, 14.2, 17.5, 17.8, 267.0, 0.0, 3.6, 41.0,2022-08-13 14:00:00,33,,,,,,
270.0, 43.0, 15.1, 0.0, 4.8, 11.7, 17.5, 18.1, 252.0, 0.0, 3.6, 42.0,2022-08-13 15:00:00,33,,,,,,
275.0, 41.0, 14.2, 0.0, 4.4, 15.7, 17.8, 16.4, 289.0, 0.0, 3.6, 44.0,2022-08-13 16:00:00,33,,,,,,
312.0, 42.0, 11.7, 0.0, 5.0, 12.9, 18.1, 15.3, 270.0, 0.0, 3.6, 48.0,2022-08-13 17:00:00,33,,,,,,
74.0, 44.0, 15.7, 0.0, 4.1, 5.4, 16.4, 12.5, 275.0, 0.0, 3.6, 56.0,2022-08-13 18:00:00,33,,,,,,
329.0, 48.0, 12.9, 0.0, 4.4, 13.8, 15.3, 11.3, 312.0, 0.0, 3.6, 61.0,2022-08-13 19:00:00,33,,,,,,
, 56.0, 5.4, None, 4.0, None, 12.5, None, 74.0, 0.0, 3.2, None,2022-08-13 20:00:00,33,,,,,,
, 61.0, 13.8, None, 4.1, None, 11.3, None, 329.0, 0.0, 2.8, None,2022-08-13 21:00:00,33,,,,,,
