air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
-1.5, -1.4, -1.5, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 00:00:00,51
-1.4, -1.4, -1.4, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 01:00:00,51
-1.4, -1.7, -1.4, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 02:00:00,51
-1.7, -1.2, -1.7, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 03:00:00,51
-1.2, -1.0, -1.2, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 04:00:00,51
-1.0, -0.8, -1.0, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 05:00:00,51
-0.8, -0.3, -0.8, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 06:00:00,51
-0.3, -0.2, -0.3, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 07:00:00,51
-0.2, 0.2, -0.2, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 08:00:00,51
0.2, 0.8, 0.2, 100.0, 100.0, 0.0, 0.0, None, 0.0,2020-12-16 09:00:00,51
0.8, 1.5, 0.8, 100.0, 94.0, 0.0, 0.0, None, 0.0,2020-12-16 10:00:00,51
1.5, 1.7, 0.6, 94.0, 92.0, 0.0, 0.0, None, 0.1,2020-12-16 11:00:00,51
1.7, 1.7, 0.5, 92.0, 92.0, 0.1, 0.1, None, 0.4,2020-12-16 12:00:00,51
1.7, 1.3, 0.5, 92.0, 91.0, 0.5, 0.4, None, 0.4,2020-12-16 13:00:00,51
1.3, 0.2, 0.0, 91.0, 97.0, 0.9, 0.4, None, 0.2,2020-12-16 14:00:00,51
0.2, -0.1, -0.2, 97.0, 99.0, 1.1, 0.2, None, 0.1,2020-12-16 15:00:00,51
-0.1, -0.1, -0.2, 99.0, 97.0, 1.2, 0.1, None, 0.0,2020-12-16 16:00:00,51
-0.1, -0.4, -0.5, 97.0, 99.0, 1.2, 0.0, None, 0.0,2020-12-16 17:00:00,51
-0.4, -0.5, -0.5, 99.0, 98.0, 1.2, 0.0, None, 0.0,2020-12-16 18:00:00,51
-0.5, -1.1, -0.8, 98.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-16 19:00:00,51
-1.1, -0.9, -1.1, 100.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-16 20:00:00,51
-0.9, -1.0, -0.9, 100.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-16 21:00:00,51
-1.0, -1.2, -1.0, 100.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-16 22:00:00,51
-1.2, -1.0, -1.2, 100.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-16 23:00:00,51
-1.0, -1.3, -1.0, 100.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-17 00:00:00,51
-1.3, -1.6, -1.3, 100.0, 100.0, 1.2, 0.0, None, 0.0,2020-12-17 01:00:00,51
