AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
None, 3.6,2021-01-29, -1.2, 4.6,5
None, 29.0,2021-01-30, 3.9, 6.2,5
None, 7.0,2021-01-31, 4.3, 7.4,5
None, 8.1,2021-02-01, 3.4, 5.7,5
None, 5.6,2021-02-02, 1.9, 6.3,5
None, 0.4,2021-02-03, -0.1, 6.5,5
None, 13.3,2021-02-04, 2.9, 4.8,5
