snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, None,2017-03-19 00:00:00,-2.7, None, 429.0, None,12
None, None,2017-03-19 01:00:00,-4.9, None, 429.0, None,12
None, None,2017-03-19 02:00:00,-5.5, None, 430.0, None,12
None, None,2017-03-19 03:00:00,-5.8, None, 429.0, None,12
None, None,2017-03-19 04:00:00,-5.6, None, 429.0, None,12
None, None,2017-03-19 05:00:00,-6.3, None, 428.0, None,12
None, None,2017-03-19 06:00:00,-6.4, None, 428.0, None,12
None, None,2017-03-19 07:00:00,-5.9, None, 428.0, None,12
None, None,2017-03-19 08:00:00,-6.6, None, 427.0, None,12
None, None,2017-03-19 09:00:00,-7.1, None, 427.0, None,12
None, None,2017-03-19 10:00:00,-7.1, None, 427.0, None,12
None, None,2017-03-19 11:00:00,-7.6, None, 427.0, None,12
None, None,2017-03-19 12:00:00,-7.9, None, 427.0, None,12
None, None,2017-03-19 13:00:00,-7.7, None, 427.0, None,12
None, None,2017-03-19 14:00:00,-8.0, None, 427.0, None,12
None, None,2017-03-19 15:00:00,-7.7, None, 427.0, None,12
None, None,2017-03-19 16:00:00,-8.3, None, 426.0, None,12
None, None,2017-03-19 17:00:00,-5.5, None, 425.0, None,12
None, None,2017-03-19 18:00:00,-4.1, None, 425.0, None,12
None, None,2017-03-19 19:00:00,-4.7, None, 425.0, None,12
None, None,2017-03-19 20:00:00,-1.2, None, 424.0, None,12
None, None,2017-03-19 21:00:00,-2.8, None, 425.0, None,12
None, None,2017-03-19 22:00:00,-2.0, None, 424.0, None,12
None, None,2017-03-19 23:00:00,-2.6, None, 422.0, None,12
None, None,2017-03-20 00:00:00,-1.0, None, 422.0, None,12
None, None,2017-03-20 01:00:00,-2.9, None, 423.0, None,12
None, None,2017-03-20 02:00:00,-5.6, None, 423.0, None,12
None, None,2017-03-20 03:00:00,-6.5, None, 423.0, None,12
None, None,2017-03-20 04:00:00,-7.0, None, 423.0, None,12
None, None,2017-03-20 05:00:00,-7.5, None, 423.0, None,12
None, None,2017-03-20 06:00:00,-8.0, None, 422.0, None,12
None, None,2017-03-20 07:00:00,-7.9, None, 422.0, None,12
None, None,2017-03-20 08:00:00,-7.3, None, 422.0, None,12
None, None,2017-03-20 09:00:00,-7.1, None, 422.0, None,12
None, None,2017-03-20 10:00:00,-6.8, None, 422.0, None,12
None, None,2017-03-20 11:00:00,-7.2, None, 421.0, None,12
None, None,2017-03-20 12:00:00,-7.5, None, 421.0, None,12
None, None,2017-03-20 13:00:00,-7.4, None, 421.0, None,12
None, None,2017-03-20 14:00:00,-8.3, None, 421.0, None,12
None, None,2017-03-20 15:00:00,-8.3, None, 421.0, None,12
None, None,2017-03-20 16:00:00,-8.8, None, 420.0, None,12
None, None,2017-03-20 17:00:00,-6.1, None, 419.0, None,12
None, None,2017-03-20 18:00:00,-4.6, None, 419.0, None,12
None, None,2017-03-20 19:00:00,-3.4, None, 419.0, None,12
None, None,2017-03-20 20:00:00,-0.9, None, 418.0, None,12
None, None,2017-03-20 21:00:00,-2.1, None, 419.0, None,12
None, None,2017-03-20 22:00:00,-2.6, None, 419.0, None,12
None, None,2017-03-20 23:00:00,-1.6, None, 419.0, None,12
None, None,2017-03-21 00:00:00,-2.1, None, 419.0, None,12
None, None,2017-03-21 01:00:00,-2.8, None, 419.0, None,12
None, None,2017-03-21 02:00:00,-2.8, None, 418.0, None,12
None, None,2017-03-21 03:00:00,-4.6, None, 419.0, None,12
None, None,2017-03-21 04:00:00,-5.7, None, 418.0, None,12
None, None,2017-03-21 05:00:00,-6.0, None, 418.0, None,12
None, None,2017-03-21 06:00:00,-6.2, None, 418.0, None,12
None, None,2017-03-21 07:00:00,-6.0, None, 418.0, None,12
None, None,2017-03-21 08:00:00,-6.7, None, 418.0, None,12
None, None,2017-03-21 09:00:00,-6.7, None, 417.0, None,12
None, None,2017-03-21 10:00:00,-7.4, None, 417.0, None,12
None, None,2017-03-21 11:00:00,-7.7, None, 417.0, None,12
None, None,2017-03-21 12:00:00,-7.9, None, 417.0, None,12
None, None,2017-03-21 13:00:00,-8.4, None, 417.0, None,12
None, None,2017-03-21 14:00:00,-8.6, None, 416.0, None,12
None, None,2017-03-21 15:00:00,-9.0, None, 417.0, None,12
None, None,2017-03-21 16:00:00,-8.3, None, 416.0, None,12
None, None,2017-03-21 17:00:00,-5.4, None, 415.0, None,12
None, None,2017-03-21 18:00:00,-4.1, None, 415.0, None,12
None, None,2017-03-21 19:00:00,-3.0, None, 415.0, None,12
None, None,2017-03-21 20:00:00,-1.0, None, 414.0, None,12
None, None,2017-03-21 21:00:00,-0.9, None, 414.0, None,12
None, None,2017-03-21 22:00:00,-0.8, None, 414.0, None,12
None, None,2017-03-21 23:00:00,-0.1, None, 415.0, None,12
None, None,2017-03-22 00:00:00,1.1, None, 414.0, None,12
None, None,2017-03-22 01:00:00,1.2, None, 414.0, None,12
None, None,2017-03-22 02:00:00,-0.1, None, 414.0, None,12
None, None,2017-03-22 03:00:00,-1.7, None, 414.0, None,12
None, None,2017-03-22 04:00:00,-2.6, None, 415.0, None,12
None, None,2017-03-22 05:00:00,-2.7, None, 415.0, None,12
None, None,2017-03-22 06:00:00,-3.1, None, 414.0, None,12
None, None,2017-03-22 07:00:00,-2.7, None, 414.0, None,12
None, None,2017-03-22 08:00:00,-3.4, None, 414.0, None,12
None, None,2017-03-22 09:00:00,-3.2, None, 414.0, None,12
None, None,2017-03-22 10:00:00,-3.5, None, 414.0, None,12
None, None,2017-03-22 11:00:00,-3.6, None, 414.0, None,12
None, None,2017-03-22 12:00:00,-3.7, None, 414.0, None,12
None, None,2017-03-22 13:00:00,-3.5, None, 415.0, None,12
