AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
15.0,0.0,19.1,2016-07-22 00:00:00,44.0,74.0,30
14.7,0.0,18.7,2016-07-22 00:15:00,42.0,76.0,30
14.4,0.0,19.1,2016-07-22 00:30:00,37.0,77.0,30
14.1,0.0,16.7,2016-07-22 00:45:00,32.0,79.0,30
13.8,0.0,19.3,2016-07-22 01:00:00,40.0,80.0,30
13.6,0.0,19.3,2016-07-22 01:15:00,41.0,81.0,30
13.4,0.0,15.0,2016-07-22 01:30:00,33.0,82.0,30
13.4,0.0,16.7,2016-07-22 01:45:00,38.0,81.0,30
13.4,0.0,20.4,2016-07-22 02:00:00,41.0,80.0,30
13.2,0.0,22.7,2016-07-22 02:15:00,48.0,82.0,30
12.9,0.0,20.5,2016-07-22 02:30:00,43.0,84.0,30
12.7,0.0,23.5,2016-07-22 02:45:00,50.0,85.0,30
12.5,0.0,21.7,2016-07-22 03:00:00,54.0,87.0,30
12.3,0.0,21.3,2016-07-22 03:15:00,51.0,88.0,30
12.2,0.0,22.4,2016-07-22 03:30:00,48.0,89.0,30
12.2,0.0,22.4,2016-07-22 03:45:00,49.0,88.0,30
11.7,0.26,23.8,2016-07-22 04:00:00,55.0,94.0,30
11.4,0.76,18.6,2016-07-22 04:15:00,48.0,96.0,30
11.3,0.25,16.4,2016-07-22 04:30:00,43.0,96.0,30
11.2,0.0,19.7,2016-07-22 04:45:00,45.0,95.0,30
11.2,0.0,22.2,2016-07-22 05:00:00,52.0,94.0,30
11.1,0.0,21.7,2016-07-22 05:15:00,50.0,94.0,30
11.1,0.0,23.4,2016-07-22 05:30:00,53.0,93.0,30
11.1,0.0,25.1,2016-07-22 05:45:00,56.0,92.0,30
11.1,0.0,26.9,2016-07-22 06:00:00,58.0,90.0,30
11.0,0.0,28.7,2016-07-22 06:15:00,57.0,88.0,30
11.1,0.0,27.4,2016-07-22 06:30:00,58.0,86.0,30
11.2,0.0,29.3,2016-07-22 06:45:00,54.0,87.0,30
11.5,0.0,26.1,2016-07-22 07:00:00,53.0,84.0,30
12.4,0.0,28.9,2016-07-22 07:15:00,57.0,79.0,30
13.6,0.0,27.6,2016-07-22 07:30:00,61.0,73.0,30
13.9,0.0,27.3,2016-07-22 07:45:00,59.0,71.0,30
14.6,0.0,26.3,2016-07-22 08:00:00,63.0,69.0,30
