time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-01-01,0.0,-10.8,-21.9,1
2016-01-02,0.0,-17.2,-25.1,1
2016-01-03,0.0,-17.2,-27.2,1
2016-01-04,0.0,-18.2,-26.2,1
2016-01-05,0.0,-9.7,-18.8,1
2016-01-06,0.0,-8.1,-11.2,1
2016-01-07,0.0,-11.2,-23.0,1
