AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
9.4, 1.1, 6.4, 718.8,2023-05-21 00:00:00, 146.0, 16.0,21
8.9, None, None, 716.1,2023-05-21 00:15:00, 146.0, None,21
8.8, None, None, 716.1,2023-05-21 00:30:00, 146.0, None,21
8.7, None, None, 719.1,2023-05-21 00:45:00, 145.0, None,21
8.8, None, None, 716.1,2023-05-21 01:00:00, 145.0, None,21
8.2, None, None, 716.7,2023-05-21 01:15:00, 145.0, None,21
8.4, None, None, 716.7,2023-05-21 01:30:00, 145.0, None,21
8.0, None, None, 715.1,2023-05-21 01:45:00, 145.0, None,21
8.3, None, None, 718.1,2023-05-21 02:00:00, 145.0, None,21
7.7, None, None, 718.1,2023-05-21 02:15:00, 145.0, None,21
7.5, None, None, 715.6,2023-05-21 02:30:00, 145.0, None,21
7.7, None, None, 717.0,2023-05-21 02:45:00, 145.0, None,21
8.1, None, None, 714.0,2023-05-21 03:00:00, 145.0, None,21
7.8, None, None, 717.0,2023-05-21 03:15:00, 145.0, None,21
7.9, None, None, 716.0,2023-05-21 03:30:00, 145.0, None,21
7.8, None, None, 714.6,2023-05-21 03:45:00, 144.0, None,21
8.5, None, None, 714.6,2023-05-21 04:00:00, 144.0, None,21
8.3, None, None, 714.6,2023-05-21 04:15:00, 144.0, None,21
8.2, None, None, 716.0,2023-05-21 04:30:00, 144.0, None,21
8.1, None, None, 716.0,2023-05-21 04:45:00, 144.0, None,21
8.5, None, None, 714.6,2023-05-21 05:00:00, 144.0, None,21
9.2, None, None, 713.0,2023-05-21 05:15:00, 144.0, None,21
9.4, None, None, 716.0,2023-05-21 05:30:00, 144.0, None,21
10.4, None, None, 714.9,2023-05-21 05:45:00, 144.0, None,21
12.1, None, None, 713.5,2023-05-21 06:00:00, 144.0, None,21
12.0, None, None, 714.9,2023-05-21 06:15:00, 144.0, None,21
13.3, None, None, 713.5,2023-05-21 06:30:00, 144.0, None,21
13.7, None, None, 711.9,2023-05-21 06:45:00, 143.0, None,21
13.5, None, None, 713.5,2023-05-21 07:00:00, 143.0, None,21
12.6, None, None, 713.5,2023-05-21 07:15:00, 143.0, None,21
