WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
255.9, -1.5, 63.3, None,2020-03-11 00:00:00, None,11
271.3, -0.7, 60.8, None,2020-03-11 01:00:00, None,11
278.5, -1.3, 64.3, None,2020-03-11 02:00:00, None,11
287.5, -1.0, 62.3, None,2020-03-11 03:00:00, None,11
280.2, -1.8, 64.1, None,2020-03-11 04:00:00, None,11
274.2, -2.6, 67.0, None,2020-03-11 05:00:00, None,11
264.1, -1.9, 62.4, None,2020-03-11 06:00:00, None,11
273.3, -3.2, 67.2, None,2020-03-11 07:00:00, None,11
267.4, -3.8, 71.5, None,2020-03-11 08:00:00, None,11
274.7, -1.5, 60.6, None,2020-03-11 09:00:00, None,11
281.1, 0.2, 51.4, None,2020-03-11 10:00:00, None,11
269.7, 0.9, 47.6, None,2020-03-11 11:00:00, None,11
270.0, 1.4, 45.5, None,2020-03-11 12:00:00, None,11
254.7, 1.6, 46.3, None,2020-03-11 13:00:00, None,11
242.9, 1.2, 54.6, None,2020-03-11 14:00:00, None,11
287.0, 1.8, 50.8, None,2020-03-11 15:00:00, None,11
283.6, 2.6, 42.3, None,2020-03-11 16:00:00, None,11
271.4, 2.3, 45.8, None,2020-03-11 17:00:00, None,11
281.7, 1.3, 44.1, None,2020-03-11 18:00:00, None,11
286.3, -0.7, 63.8, None,2020-03-11 19:00:00, None,11
277.8, -1.7, 67.5, None,2020-03-11 20:00:00, None,11
119.1, -1.9, 63.8, None,2020-03-11 21:00:00, None,11
284.8, -1.8, 58.7, None,2020-03-11 22:00:00, None,11
299.9, -2.8, 62.9, None,2020-03-11 23:00:00, None,11
81.9, -4.5, 69.6, None,2020-03-12 00:00:00, None,11
95.7, -6.4, 75.9, None,2020-03-12 01:00:00, None,11
294.4, -7.3, 78.8, None,2020-03-12 02:00:00, None,11
278.1, -7.5, 80.0, None,2020-03-12 03:00:00, None,11
269.8, -7.5, 80.0, None,2020-03-12 04:00:00, None,11
295.7, -8.1, 81.0, None,2020-03-12 05:00:00, None,11
96.5, -9.7, 83.5, None,2020-03-12 06:00:00, None,11
242.6, -10.1, 84.6, None,2020-03-12 07:00:00, None,11
281.6, -9.1, 83.0, None,2020-03-12 08:00:00, None,11
295.0, -5.7, 74.4, None,2020-03-12 09:00:00, None,11
282.8, -3.3, 61.3, None,2020-03-12 10:00:00, None,11
276.1, -2.2, 51.7, None,2020-03-12 11:00:00, None,11
278.9, -1.2, 46.6, None,2020-03-12 12:00:00, None,11
260.5, -0.1, 40.7, None,2020-03-12 13:00:00, None,11
299.3, 0.3, 36.7, None,2020-03-12 14:00:00, None,11
283.7, 0.4, 31.5, None,2020-03-12 15:00:00, None,11
274.5, 0.3, 32.0, None,2020-03-12 16:00:00, None,11
151.9, -0.3, 39.4, None,2020-03-12 17:00:00, None,11
235.8, -1.8, 56.3, None,2020-03-12 18:00:00, None,11
49.3, -2.4, 62.6, None,2020-03-12 19:00:00, None,11
99.9, -3.2, 68.9, None,2020-03-12 20:00:00, None,11
113.8, -3.9, 61.3, None,2020-03-12 21:00:00, None,11
95.5, -5.1, 52.5, None,2020-03-12 22:00:00, None,11
97.9, -7.1, 49.2, None,2020-03-12 23:00:00, None,11
97.0, -8.6, 51.4, None,2020-03-13 00:00:00, None,11
107.2, -9.6, 54.0, None,2020-03-13 01:00:00, None,11
106.9, -10.4, 49.1, None,2020-03-13 02:00:00, None,11
116.0, -11.2, 46.6, None,2020-03-13 03:00:00, None,11
110.4, -12.0, 41.0, None,2020-03-13 04:00:00, None,11
114.8, -12.6, 41.7, None,2020-03-13 05:00:00, None,11
126.9, -13.6, 44.5, None,2020-03-13 06:00:00, None,11
78.9, -14.4, 44.1, None,2020-03-13 07:00:00, None,11
86.3, -13.8, 36.4, None,2020-03-13 08:00:00, None,11
45.4, -13.1, 32.6, None,2020-03-13 09:00:00, None,11
67.7, -12.5, 29.7, None,2020-03-13 10:00:00, None,11
60.8, -11.8, 28.4, None,2020-03-13 11:00:00, None,11
39.6, -11.1, 26.1, None,2020-03-13 12:00:00, None,11
30.7, -10.6, 26.5, None,2020-03-13 13:00:00, None,11
36.0, -10.1, 25.3, None,2020-03-13 14:00:00, None,11
26.3, -9.6, 24.7, None,2020-03-13 15:00:00, None,11
32.9, -9.8, 24.1, None,2020-03-13 16:00:00, None,11
70.9, -9.8, 23.5, None,2020-03-13 17:00:00, None,11
70.1, -11.2, 24.9, None,2020-03-13 18:00:00, None,11
67.2, -12.2, 26.7, None,2020-03-13 19:00:00, None,11
43.0, -13.0, 28.5, None,2020-03-13 20:00:00, None,11
67.5, -13.7, 29.6, None,2020-03-13 21:00:00, None,11
78.1, -14.3, 28.8, None,2020-03-13 22:00:00, None,11
57.4, -14.8, 29.2, None,2020-03-13 23:00:00, None,11
66.5, -15.3, 30.3, None,2020-03-14 00:00:00, None,11
352.4, -16.0, 33.8, None,2020-03-14 01:00:00, None,11
33.0, -15.7, 32.9, None,2020-03-14 02:00:00, None,11
30.8, -15.9, 32.6, None,2020-03-14 03:00:00, None,11
281.0, -17.1, 38.1, None,2020-03-14 04:00:00, None,11
278.8, -18.5, 43.9, None,2020-03-14 05:00:00, None,11
230.6, -19.4, 50.1, None,2020-03-14 06:00:00, None,11
286.6, -18.8, 46.5, None,2020-03-14 07:00:00, None,11
302.2, -18.2, 47.9, None,2020-03-14 08:00:00, None,11
266.5, -14.7, 33.8, None,2020-03-14 09:00:00, None,11
154.4, -12.7, 26.2, None,2020-03-14 10:00:00, None,11
205.4, -11.4, 24.4, None,2020-03-14 11:00:00, None,11
11.2, -8.8, 23.0, None,2020-03-14 12:00:00, None,11
64.1, -7.4, 21.1, None,2020-03-14 13:00:00, None,11
343.0, -6.1, 21.8, None,2020-03-14 14:00:00, None,11
52.5, -4.5, 18.9, None,2020-03-14 15:00:00, None,11
49.9, -3.8, 17.4, None,2020-03-14 16:00:00, None,11
69.5, -3.5, 16.4, None,2020-03-14 17:00:00, None,11
38.3, -4.1, 17.0, None,2020-03-14 18:00:00, None,11
4.0, -5.8, 20.5, None,2020-03-14 19:00:00, None,11
103.5, -9.3, 36.5, None,2020-03-14 20:00:00, None,11
286.3, -11.4, 44.2, None,2020-03-14 21:00:00, None,11
99.5, -13.7, 54.2, None,2020-03-14 22:00:00, None,11
283.9, -15.0, 58.9, None,2020-03-14 23:00:00, None,11
100.2, -16.4, 63.2, None,2020-03-15 00:00:00, None,11
0.0, -17.2, 65.9, None,2020-03-15 01:00:00, None,11
0.0, -18.2, 69.5, None,2020-03-15 02:00:00, None,11
91.8, -19.3, 71.9, None,2020-03-15 03:00:00, None,11
100.1, -19.9, 72.4, None,2020-03-15 04:00:00, None,11
275.1, -20.1, 72.6, None,2020-03-15 05:00:00, None,11
91.3, -21.1, 73.2, None,2020-03-15 06:00:00, None,11
84.4, -21.4, 72.8, None,2020-03-15 07:00:00, None,11
112.9, -19.1, 69.4, None,2020-03-15 08:00:00, None,11
120.1, -16.3, 59.8, None,2020-03-15 09:00:00, None,11
139.0, -11.5, 44.0, None,2020-03-15 10:00:00, None,11
104.4, -7.3, 30.2, None,2020-03-15 11:00:00, None,11
109.5, -4.1, 23.2, None,2020-03-15 12:00:00, None,11
248.6, -2.3, 23.3, None,2020-03-15 13:00:00, None,11
91.5, -0.3, 17.5, None,2020-03-15 14:00:00, None,11
117.1, 0.7, 16.2, None,2020-03-15 15:00:00, None,11
91.5, 1.5, 15.7, None,2020-03-15 16:00:00, None,11
134.0, 2.3, 16.2, None,2020-03-15 17:00:00, None,11
162.9, -0.8, 23.5, None,2020-03-15 18:00:00, None,11
278.8, -3.5, 36.3, None,2020-03-15 19:00:00, None,11
114.3, -5.5, 43.2, None,2020-03-15 20:00:00, None,11
0.0, -7.5, 55.9, None,2020-03-15 21:00:00, None,11
0.0, -9.0, 61.8, None,2020-03-15 22:00:00, None,11
0.0, -10.4, 66.0, None,2020-03-15 23:00:00, None,11
0.0, -11.3, 69.2, None,2020-03-16 00:00:00, None,11
94.0, -12.4, 72.2, None,2020-03-16 01:00:00, None,11
109.1, -13.2, 72.4, None,2020-03-16 02:00:00, None,11
144.7, -14.1, 74.6, None,2020-03-16 03:00:00, None,11
113.9, -14.7, 74.2, None,2020-03-16 04:00:00, None,11
88.8, -15.7, 76.4, None,2020-03-16 05:00:00, None,11
0.0, -16.4, 77.1, None,2020-03-16 06:00:00, None,11
94.2, -16.5, 76.9, None,2020-03-16 07:00:00, None,11
90.9, -15.6, 72.9, None,2020-03-16 08:00:00, None,11
99.3, -11.2, 60.1, None,2020-03-16 09:00:00, None,11
92.2, -6.7, 41.5, None,2020-03-16 10:00:00, None,11
112.3, -3.5, 32.4, None,2020-03-16 11:00:00, None,11
111.4, -0.1, 24.4, None,2020-03-16 12:00:00, None,11
95.2, 3.2, 20.3, None,2020-03-16 13:00:00, None,11
144.4, 4.8, 17.4, None,2020-03-16 14:00:00, None,11
92.7, 6.4, 16.7, None,2020-03-16 15:00:00, None,11
239.6, 7.5, 16.4, None,2020-03-16 16:00:00, None,11
275.0, 6.1, 21.3, None,2020-03-16 17:00:00, None,11
266.9, 3.6, 30.4, None,2020-03-16 18:00:00, None,11
290.0, 0.3, 42.2, None,2020-03-16 19:00:00, None,11
282.6, -2.4, 57.1, None,2020-03-16 20:00:00, None,11
300.6, -2.9, 60.3, None,2020-03-16 21:00:00, None,11
13.7, -2.9, 60.4, None,2020-03-16 22:00:00, None,11
295.1, -2.8, 59.5, None,2020-03-16 23:00:00, None,11
81.4, -3.0, 59.9, None,2020-03-17 00:00:00, None,11
294.7, -3.4, 63.2, None,2020-03-17 01:00:00, None,11
284.9, -3.4, 61.0, None,2020-03-17 02:00:00, None,11
282.7, -4.0, 61.0, None,2020-03-17 03:00:00, None,11
0.0, -5.4, 66.2, None,2020-03-17 04:00:00, None,11
95.2, -7.9, 74.8, None,2020-03-17 05:00:00, None,11
97.0, -8.8, 76.8, None,2020-03-17 06:00:00, None,11
73.1, -9.7, 78.9, None,2020-03-17 07:00:00, None,11
0.0, -8.3, 74.3, None,2020-03-17 08:00:00, None,11
294.9, -4.7, 65.2, None,2020-03-17 09:00:00, None,11
106.9, -0.5, 49.3, None,2020-03-17 10:00:00, None,11
126.7, 2.2, 37.0, None,2020-03-17 11:00:00, None,11
116.3, 3.4, 34.6, None,2020-03-17 12:00:00, None,11
112.1, 4.3, 32.5, None,2020-03-17 13:00:00, None,11
106.6, 5.2, 30.4, None,2020-03-17 14:00:00, None,11
126.1, 5.5, 28.5, None,2020-03-17 15:00:00, None,11
124.5, 5.9, 27.4, None,2020-03-17 16:00:00, None,11
111.2, 5.9, 27.2, None,2020-03-17 17:00:00, None,11
146.6, 3.9, 32.3, None,2020-03-17 18:00:00, None,11
0.0, -0.3, 52.1, None,2020-03-17 19:00:00, None,11
