CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-12.61, 91.1, -12.4, None, 29.0, 0.0, 56.92, -14.0, None, -12.6, -13.9, 1084.9, None, -14.0, 948.0, None, 91.0,2022-01-08 00:00:00, 948.0,2
-12.49, 90.3, -12.3, None, 34.11, 0.0, 49.0, -14.0, None, -12.5, -13.9, 1085.1, None, -14.0, 948.0, None, 90.0,2022-01-08 01:00:00, 948.0,2
-12.95, 89.9, -12.3, None, 30.14, 0.0, 63.88, -14.0, None, -13.0, -13.9, 1086.0, None, -14.0, 949.0, None, 90.0,2022-01-08 02:00:00, 949.0,2
-13.07, 89.4, -12.3, None, 38.37, 0.0, 49.48, -14.0, None, -13.1, -13.9, 1087.3, None, -14.0, 950.0, None, 89.0,2022-01-08 03:00:00, 950.0,2
-13.52, 88.9, -12.3, None, 33.31, 0.0, 44.31, -15.0, None, -13.5, -13.9, 1088.5, None, -15.0, 951.0, None, 89.0,2022-01-08 04:00:00, 951.0,2
-14.13, 89.2, -12.3, None, 42.37, 0.0, 34.77, -15.0, None, -14.1, -14.5, 1088.5, None, -15.0, 951.0, None, 89.0,2022-01-08 05:00:00, 951.0,2
-14.59, 88.3, -12.3, None, 48.01, 0.0, 25.52, -16.0, None, -14.6, -14.6, 1089.8, None, -16.0, 952.0, None, 88.0,2022-01-08 06:00:00, 952.0,2
-12.99, 88.5, -12.8, None, 56.93, 0.0, 357.8, -14.0, None, -13.0, -14.6, 1090.7, None, -14.0, 953.0, None, 89.0,2022-01-08 07:00:00, 953.0,2
-13.89, 88.1, -12.8, None, 55.69, 0.0, 7.65, -15.0, None, -13.9, -14.6, 1091.8, None, -15.0, 954.0, None, 88.0,2022-01-08 08:00:00, 954.0,2
-14.27, 87.9, -12.8, None, 27.53, 0.0, 24.91, -16.0, None, -14.3, -14.6, 1092.1, None, -16.0, 954.0, None, 88.0,2022-01-08 09:00:00, 954.0,2
-12.98, 88.3, -12.8, None, 25.91, 0.0, 32.34, -14.0, None, -13.0, -14.6, 1093.0, None, -14.0, 955.0, None, 88.0,2022-01-08 10:00:00, 955.0,2
-10.18, 86.7, -10.3, None, 38.2, 0.0, 47.57, -12.0, None, -10.2, -14.6, 1092.5, None, -12.0, 955.0, None, 87.0,2022-01-08 11:00:00, 955.0,2
-10.07, 84.7, -8.9, None, 12.92, 0.0, 68.4, -12.0, None, -10.1, -14.6, 1091.2, None, -12.0, 954.0, None, 85.0,2022-01-08 12:00:00, 954.0,2
-9.68, 82.2, -8.9, None, 30.51, 0.0, 52.92, -12.0, None, -9.7, -14.6, 1090.0, None, -12.0, 953.0, None, 82.0,2022-01-08 13:00:00, 953.0,2
-10.46, 86.5, -8.9, None, 13.87, 0.0, 78.9, -12.0, None, -10.5, -14.6, 1091.3, None, -12.0, 954.0, None, 87.0,2022-01-08 14:00:00, 954.0,2
-10.23, 86.0, -8.9, None, 4.114, 0.0, 71.98, -12.0, None, -10.2, -14.6, 1091.3, None, -12.0, 954.0, None, 86.0,2022-01-08 15:00:00, 954.0,2
-10.84, 87.4, -8.9, None, 14.59, 0.0, 55.62, -12.0, None, -10.8, -14.6, 1091.5, None, -12.0, 954.0, None, 87.0,2022-01-08 16:00:00, 954.0,2
-11.3, 89.6, -8.9, None, 6.104, 0.0, 65.63, -12.0, None, -11.3, -14.6, 1091.7, None, -12.0, 954.0, None, 90.0,2022-01-08 17:00:00, 954.0,2
-11.49, 90.0, -8.9, None, 5.298, 0.0, 55.0, -13.0, None, -11.5, -14.6, 1092.9, None, -13.0, 955.0, None, 90.0,2022-01-08 18:00:00, 955.0,2
-11.49, 90.2, -11.5, None, 29.27, 0.0, 33.02, -13.0, None, -11.5, -11.5, 1092.6, None, -13.0, 955.0, None, 90.0,2022-01-08 19:00:00, 955.0,2
-11.58, 90.2, -11.5, None, 16.58, 0.0, 33.88, -13.0, None, -11.6, -11.6, 1092.8, None, -13.0, 955.0, None, 90.0,2022-01-08 20:00:00, 955.0,2
-11.65, 90.2, -11.5, None, 0.074, 0.0, 14.89, -13.0, None, -11.7, -11.7, 1094.0, None, -13.0, 956.0, None, 90.0,2022-01-08 21:00:00, 956.0,2
-11.33, 90.9, -11.3, None, 18.27, 0.0, 31.44, -12.0, None, -11.3, -11.7, 1093.8, None, -12.0, 956.0, None, 91.0,2022-01-08 22:00:00, 956.0,2
-11.55, 90.6, -11.3, None, 20.65, 0.0, 36.17, -13.0, None, -11.6, -11.7, 1093.3, None, -13.0, 956.0, None, 91.0,2022-01-08 23:00:00, 956.0,2
-11.47, 90.7, -11.3, None, 15.35, 0.0, 49.76, -13.0, None, -11.5, -11.7, 1094.4, None, -13.0, 957.0, None, 91.0,2022-01-09 00:00:00, 957.0,2
-11.29, 90.8, -11.3, None, 12.59, 0.0, 45.8, -12.0, None, -11.3, -11.7, 1094.3, None, -12.0, 957.0, None, 91.0,2022-01-09 01:00:00, 957.0,2
-11.19, 90.8, -11.2, None, 10.91, 0.0, 37.55, -12.0, None, -11.2, -11.7, 1095.6, None, -12.0, 958.0, None, 91.0,2022-01-09 02:00:00, 958.0,2
-11.13, 90.8, -11.1, None, 8.52, 0.0, 31.66, -12.0, None, -11.1, -11.7, 1095.5, None, -12.0, 958.0, None, 91.0,2022-01-09 03:00:00, 958.0,2
-11.02, 91.1, -11.0, None, 21.42, 0.0, 39.07, -12.0, None, -11.0, -11.7, 1095.6, None, -12.0, 958.0, None, 91.0,2022-01-09 04:00:00, 958.0,2
-10.98, 90.9, -11.0, None, 8.46, 0.0, 70.42, -12.0, None, -11.0, -11.7, 1095.7, None, -12.0, 958.0, None, 91.0,2022-01-09 05:00:00, 958.0,2
-10.87, 91.4, -10.9, None, 16.64, 0.0, 49.93, -12.0, None, -10.9, -11.7, 1096.9, None, -12.0, 959.0, None, 91.0,2022-01-09 06:00:00, 959.0,2
-10.81, 91.2, -10.8, None, 13.73, 0.0, 52.39, -12.0, None, -10.8, -10.9, 1096.9, None, -12.0, 959.0, None, 91.0,2022-01-09 07:00:00, 959.0,2
