air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-13.1,-13.3, 1.0,-9.7,90.0,2022-01-08 00:00:00, 137.0,-14.0,2
-13.6,-13.7, 0.0,-9.7,89.0,2022-01-08 01:00:00, 137.0,-15.0,2
-14.6,-14.6, 1.0,-9.7,88.0,2022-01-08 02:00:00, 137.0,-16.0,2
-15.0,-15.2, 0.0,-9.7,88.0,2022-01-08 03:00:00, 137.0,-17.0,2
-15.9,-16.0, 0.0,-9.7,87.0,2022-01-08 04:00:00, 137.0,-18.0,2
-16.0,-16.4, 0.0,-9.7,87.0,2022-01-08 05:00:00, 137.0,-17.0,2
-16.4,-16.6, 0.0,-9.7,87.0,2022-01-08 06:00:00, 136.0,-18.0,2
-16.7,-17.0, 0.0,-16.4,87.0,2022-01-08 07:00:00, 136.0,-18.0,2
-17.2,-17.2, 0.0,-16.4,86.0,2022-01-08 08:00:00, 136.0,-19.0,2
-17.2,-17.3, 0.0,-16.4,86.0,2022-01-08 09:00:00, 136.0,-19.0,2
-15.7,-17.3, 0.0,-15.6,87.0,2022-01-08 10:00:00, 135.0,-17.0,2
-14.7,-17.3, 0.0,-14.6,87.0,2022-01-08 11:00:00, 135.0,-16.0,2
-15.1,-17.3, 0.0,-14.5,88.0,2022-01-08 12:00:00, 135.0,-17.0,2
-13.9,-17.3, 0.0,-12.9,88.0,2022-01-08 13:00:00, 135.0,-15.0,2
-13.3,-17.3, 0.0,-12.9,88.0,2022-01-08 14:00:00, 134.0,-15.0,2
-14.8,-17.3, 0.0,-12.9,87.0,2022-01-08 15:00:00, 134.0,-16.0,2
-16.2,-17.3, 0.0,-12.9,87.0,2022-01-08 16:00:00, 134.0,-18.0,2
-16.4,-17.3, 0.0,-12.9,87.0,2022-01-08 17:00:00, 134.0,-18.0,2
-16.1,-17.3, 0.0,-12.9,87.0,2022-01-08 18:00:00, 134.0,-18.0,2
-15.5,-16.1, 0.0,-15.5,88.0,2022-01-08 19:00:00, 134.0,-17.0,2
-15.0,-16.1, 0.0,-14.9,88.0,2022-01-08 20:00:00, 134.0,-16.0,2
-14.3,-16.1, 0.0,-14.3,89.0,2022-01-08 21:00:00, 134.0,-16.0,2
-13.8,-16.1, 0.0,-13.8,89.0,2022-01-08 22:00:00, 133.0,-15.0,2
-13.1,-16.1, 0.0,-13.1,90.0,2022-01-08 23:00:00, 133.0,-14.0,2
-12.6,-16.1, 0.0,-12.5,90.0,2022-01-09 00:00:00, 133.0,-14.0,2
-12.0,-16.1, 0.0,-11.9,91.0,2022-01-09 01:00:00, 133.0,-13.0,2
-12.1,-16.1, 0.0,-11.9,91.0,2022-01-09 02:00:00, 133.0,-13.0,2
-11.8,-16.1, 0.0,-11.7,91.0,2022-01-09 03:00:00, 133.0,-13.0,2
-11.6,-16.1, 0.0,-11.5,91.0,2022-01-09 04:00:00, 132.0,-13.0,2
