wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
8.6,11.8, 292.0,97.0,2021-08-06 00:00:00,32
5.4,11.7, 294.0,97.0,2021-08-06 01:00:00,32
8.6,12.3, 309.0,96.0,2021-08-06 02:00:00,32
2.9,11.9, 275.0,96.0,2021-08-06 03:00:00,32
5.8,12.2, 236.0,95.0,2021-08-06 04:00:00,32
2.2,12.3, 151.0,97.0,2021-08-06 05:00:00,32
4.7,13.0, 153.0,97.0,2021-08-06 06:00:00,32
6.1,13.1, 169.0,94.0,2021-08-06 07:00:00,32
6.5,15.8, 206.0,82.0,2021-08-06 08:00:00,32
12.6,14.6, 186.0,87.0,2021-08-06 09:00:00,32
11.9,14.8, 176.0,87.0,2021-08-06 10:00:00,32
12.6,16.1, 184.0,83.0,2021-08-06 11:00:00,32
10.1,15.9, 195.0,84.0,2021-08-06 12:00:00,32
8.6,15.6, 189.0,84.0,2021-08-06 13:00:00,32
8.3,15.4, 163.0,84.0,2021-08-06 14:00:00,32
6.5,14.4, 142.0,94.0,2021-08-06 15:00:00,32
5.8,14.4, 153.0,92.0,2021-08-06 16:00:00,32
7.6,14.2, 120.0,94.0,2021-08-06 17:00:00,32
9.7,13.9, 115.0,96.0,2021-08-06 18:00:00,32
10.8,13.4, 114.0,98.0,2021-08-06 19:00:00,32
12.6,13.3, 85.0,99.0,2021-08-06 20:00:00,32
13.3,13.3, 97.0,99.0,2021-08-06 21:00:00,32
11.9,13.3, 97.0,99.0,2021-08-06 22:00:00,32
15.1,13.5, 89.0,99.0,2021-08-06 23:00:00,32
9.0,13.7, 83.0,99.0,2021-08-07 00:00:00,32
9.4,13.8, 87.0,100.0,2021-08-07 01:00:00,32
6.8,14.0, 82.0,100.0,2021-08-07 02:00:00,32
4.0,14.2, 84.0,100.0,2021-08-07 03:00:00,32
0.7,14.3, 133.0,100.0,2021-08-07 04:00:00,32
2.5,14.2, 194.0,100.0,2021-08-07 05:00:00,32
4.0,14.2, 166.0,100.0,2021-08-07 06:00:00,32
12.6,14.1, 152.0,100.0,2021-08-07 07:00:00,32
8.6,14.2, 159.0,100.0,2021-08-07 08:00:00,32
24.5,15.3, 295.0,100.0,2021-08-07 09:00:00,32
25.9,17.6, 277.0,83.0,2021-08-07 11:00:00,32
27.7,16.1, 282.0,86.0,2021-08-07 12:00:00,32
31.0,17.2, 287.0,77.0,2021-08-07 13:00:00,32
29.2,17.4, 274.0,80.0,2021-08-07 14:00:00,32
27.0,15.2, 283.0,87.0,2021-08-07 15:00:00,32
