TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 4.617, None, 91.4,2018-06-04 00:00:00, 9.37,23
None, 3.001, None, 92.5,2018-06-04 01:00:00, 9.18,23
None, 2.311, None, 93.4,2018-06-04 02:00:00, 9.09,23
None, 1.484, None, 92.5,2018-06-04 03:00:00, 8.97,23
None, 1.533, None, 93.4,2018-06-04 04:00:00, 8.67,23
None, 1.77, None, 92.7,2018-06-04 05:00:00, 8.28,23
None, 2.021, None, 90.9,2018-06-04 06:00:00, 7.973,23
None, 1.562, None, 90.5,2018-06-04 07:00:00, 7.81,23
None, 3.594, None, 92.0,2018-06-04 08:00:00, 7.645,23
None, 3.469, None, 92.5,2018-06-04 09:00:00, 7.423,23
None, 2.76, None, 90.0,2018-06-04 10:00:00, 7.686,23
None, 4.72, None, 88.4,2018-06-04 11:00:00, 7.721,23
None, 5.872, None, 86.0,2018-06-04 12:00:00, 7.859,23
None, 6.215, None, 82.1,2018-06-04 13:00:00, 8.48,23
None, 6.91, None, 76.88,2018-06-04 14:00:00, 9.39,23
None, 7.332, None, 73.02,2018-06-04 15:00:00, 9.43,23
None, 5.898, None, 76.96,2018-06-04 16:00:00, 8.88,23
None, 4.529, None, 75.12,2018-06-04 17:00:00, 8.87,23
None, 4.858, None, 74.39,2018-06-04 18:00:00, 8.76,23
None, 3.648, None, 76.75,2018-06-04 19:00:00, 7.93,23
None, 3.765, None, 76.86,2018-06-04 20:00:00, 7.204,23
None, 2.925, None, 79.32,2018-06-04 21:00:00, 6.337,23
None, 2.815, None, 83.7,2018-06-04 22:00:00, 5.652,23
None, 2.581, None, 89.3,2018-06-04 23:00:00, 5.387,23
None, 3.371, None, 90.5,2018-06-05 00:00:00, 5.122,23
None, 2.785, None, 90.0,2018-06-05 01:00:00, 4.88,23
None, 3.19, None, 89.1,2018-06-05 02:00:00, 4.602,23
None, 2.36, None, 89.0,2018-06-05 03:00:00, 4.345,23
None, 2.417, None, 90.3,2018-06-05 04:00:00, 4.236,23
None, 1.609, None, 91.8,2018-06-05 05:00:00, 4.365,23
None, 1.564, None, 87.5,2018-06-05 06:00:00, 4.646,23
None, 0.879, None, 82.5,2018-06-05 07:00:00, 5.14,23
None, 0.793, None, 80.8,2018-06-05 08:00:00, 5.79,23
None, 0.569, None, 79.4,2018-06-05 09:00:00, 6.441,23
None, 1.29, None, 76.91,2018-06-05 10:00:00, 7.504,23
None, 0.986, None, 73.93,2018-06-05 11:00:00, 8.34,23
None, 1.187, None, 67.4,2018-06-05 12:00:00, 10.08,23
None, 1.416, None, 61.78,2018-06-05 13:00:00, 11.12,23
None, 2.025, None, 58.37,2018-06-05 14:00:00, 12.25,23
None, 2.468, None, 53.74,2018-06-05 15:00:00, 12.92,23
None, 2.085, None, 49.14,2018-06-05 16:00:00, 13.08,23
None, 2.531, None, 47.47,2018-06-05 17:00:00, 13.33,23
None, 2.618, None, 48.05,2018-06-05 18:00:00, 13.31,23
None, 2.903, None, 52.03,2018-06-05 19:00:00, 13.03,23
None, 2.987, None, 55.26,2018-06-05 20:00:00, 12.62,23
None, 2.064, None, 62.53,2018-06-05 21:00:00, 11.62,23
None, 1.885, None, 71.8,2018-06-05 22:00:00, 10.56,23
None, 1.616, None, 81.7,2018-06-05 23:00:00, 9.68,23
None, 1.158, None, 80.9,2018-06-06 00:00:00, 9.39,23
None, 1.078, None, 77.75,2018-06-06 01:00:00, 9.53,23
None, 1.339, None, 77.42,2018-06-06 02:00:00, 9.0,23
None, 2.15, None, 80.8,2018-06-06 03:00:00, 8.5,23
None, 1.24, None, 85.8,2018-06-06 04:00:00, 7.821,23
None, 0.962, None, 86.7,2018-06-06 05:00:00, 7.728,23
None, 1.654, None, 81.8,2018-06-06 06:00:00, 9.05,23
None, 2.75, None, 71.77,2018-06-06 07:00:00, 10.89,23
None, 4.279, None, 65.69,2018-06-06 08:00:00, 12.26,23
None, 5.3, None, 57.61,2018-06-06 09:00:00, 13.64,23
None, 4.594, None, 53.45,2018-06-06 10:00:00, 14.69,23
None, 4.422, None, 46.15,2018-06-06 11:00:00, 16.19,23
None, 5.604, None, 38.89,2018-06-06 12:00:00, 16.89,23
None, 6.248, None, 35.39,2018-06-06 13:00:00, 17.26,23
None, 6.09, None, 32.85,2018-06-06 14:00:00, 17.64,23
None, 6.415, None, 32.19,2018-06-06 15:00:00, 17.79,23
None, 5.315, None, 34.25,2018-06-06 16:00:00, 17.92,23
None, 4.223, None, 32.87,2018-06-06 17:00:00, 17.86,23
None, 2.675, None, 31.68,2018-06-06 18:00:00, 18.19,23
None, 2.905, None, 36.94,2018-06-06 19:00:00, 16.62,23
None, 1.816, None, 41.15,2018-06-06 20:00:00, 15.6,23
None, 0.571, None, 50.86,2018-06-06 21:00:00, 14.24,23
None, 0.816, None, 50.98,2018-06-06 22:00:00, 13.46,23
None, 0.935, None, 58.79,2018-06-06 23:00:00, 12.0,23
None, 1.279, None, 64.83,2018-06-07 00:00:00, 10.82,23
None, 1.712, None, 70.52,2018-06-07 01:00:00, 9.99,23
None, 1.239, None, 70.19,2018-06-07 02:00:00, 9.92,23
None, 0.981, None, 75.09,2018-06-07 03:00:00, 9.41,23
None, 1.081, None, 76.19,2018-06-07 04:00:00, 9.21,23
None, 1.841, None, 77.54,2018-06-07 05:00:00, 9.16,23
None, 2.926, None, 70.4,2018-06-07 06:00:00, 10.05,23
None, 1.967, None, 64.63,2018-06-07 07:00:00, 11.38,23
None, 1.549, None, 59.46,2018-06-07 08:00:00, 13.08,23
None, 0.764, None, 54.26,2018-06-07 09:00:00, 15.44,23
None, 0.968, None, 53.86,2018-06-07 10:00:00, 16.53,23
None, 1.37, None, 46.45,2018-06-07 11:00:00, 18.13,23
None, 2.126, None, 37.9,2018-06-07 12:00:00, 19.48,23
None, 3.129, None, 36.46,2018-06-07 13:00:00, 20.07,23
None, 2.833, None, 35.32,2018-06-07 14:00:00, 20.1,23
None, 3.796, None, 36.56,2018-06-07 15:00:00, 20.15,23
None, 5.683, None, 38.23,2018-06-07 16:00:00, 18.77,23
None, 3.962, None, 37.67,2018-06-07 17:00:00, 18.35,23
None, 2.53, None, 39.77,2018-06-07 18:00:00, 17.87,23
None, 1.486, None, 40.23,2018-06-07 19:00:00, 17.94,23
None, 1.681, None, 45.06,2018-06-07 20:00:00, 16.58,23
None, 1.901, None, 50.08,2018-06-07 21:00:00, 15.25,23
