RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
17.12, None, None, None,6.977,21.53, None, None,-13.0, None, None, None, None, None, None, None, None,11.1, None, None, None, None,8.56, None, None, None, None, None,2018-07-23 00:00:00, None,30
17.06, None, None, None,2.121,43.34, None, None,-13.0, None, None, None, None, None, None, None, None,11.29, None, None, None, None,40.37, None, None, None, None, None,2018-07-23 01:00:00, None,30
17.12, None, None, None,1.13,22.97, None, None,-13.0, None, None, None, None, None, None, None, None,11.09, None, None, None, None,9.14, None, None, None, None, None,2018-07-23 02:00:00, None,30
17.3, None, None, None,5.539,350.8, None, None,-13.0, None, None, None, None, None, None, None, None,10.29, None, None, None, None,10.6, None, None, None, None, None,2018-07-23 03:00:00, None,30
17.42, None, None, None,5.588,355.4, None, None,-14.0, None, None, None, None, None, None, None, None,10.1, None, None, None, None,14.35, None, None, None, None, None,2018-07-23 04:00:00, None,30
17.41, None, None, None,4.3,16.1, None, None,-14.0, None, None, None, None, None, None, None, None,10.12, None, None, None, None,8.43, None, None, None, None, None,2018-07-23 05:00:00, None,30
17.32, None, None, None,4.917,13.95, None, None,-13.0, None, None, None, None, None, None, None, None,10.42, None, None, None, None,8.5, None, None, None, None, None,2018-07-23 06:00:00, None,30
17.37, None, None, None,2.746,16.97, None, None,-13.0, None, None, None, None, None, None, None, None,10.26, None, None, None, None,12.66, None, None, None, None, None,2018-07-23 07:00:00, None,30
17.41, None, None, None,2.872,32.52, None, None,-13.0, None, None, None, None, None, None, None, None,10.13, None, None, None, None,23.65, None, None, None, None, None,2018-07-23 08:00:00, None,30
17.52, None, None, None,10.7,48.33, None, None,-14.0, None, None, None, None, None, None, None, None,9.75, None, None, None, None,13.42, None, None, None, None, None,2018-07-23 09:00:00, None,30
17.6, None, None, None,7.59,54.03, None, None,-14.0, None, None, None, None, None, None, None, None,9.51, None, None, None, None,21.31, None, None, None, None, None,2018-07-23 10:00:00, None,30
16.93, None, None, None,11.84,53.05, None, None,-13.0, None, None, None, None, None, None, None, None,11.73, None, None, None, None,16.03, None, None, None, None, None,2018-07-23 11:00:00, None,30
16.44, None, None, None,2.724,59.17, None, None,-12.0, None, None, None, None, None, None, None, None,13.38, None, None, None, None,37.42, None, None, None, None, None,2018-07-23 12:00:00, None,30
16.68, None, None, None,1.958,51.69, None, None,-12.0, None, None, None, None, None, None, None, None,12.58, None, None, None, None,36.47, None, None, None, None, None,2018-07-23 13:00:00, None,30
16.53, None, None, None,3.836,34.07, None, None,-12.0, None, None, None, None, None, None, None, None,12.84, None, None, None, None,23.11, None, None, None, None, None,2018-07-23 14:00:00, None,30
16.74, None, None, None,9.88,48.79, None, None,-12.0, None, None, None, None, None, None, None, None,12.58, None, None, None, None,24.24, None, None, None, None, None,2018-07-23 15:00:00, None,30
16.58, None, None, None,10.48,45.54, None, None,-12.0, None, None, None, None, None, None, None, None,12.9, None, None, None, None,19.95, None, None, None, None, None,2018-07-23 16:00:00, None,30
16.1, None, None, None,8.04,41.87, None, None,-11.0, None, None, None, None, None, None, None, None,14.51, None, None, None, None,23.35, None, None, None, None, None,2018-07-23 17:00:00, None,30
15.95, None, None, None,6.277,35.63, None, None,-11.0, None, None, None, None, None, None, None, None,14.79, None, None, None, None,25.89, None, None, None, None, None,2018-07-23 18:00:00, None,30
16.3, None, None, None,6.044,37.49, None, None,-11.0, None, None, None, None, None, None, None, None,13.83, None, None, None, None,24.57, None, None, None, None, None,2018-07-23 19:00:00, None,30
16.26, None, None, None,8.43,48.45, None, None,-11.0, None, None, None, None, None, None, None, None,13.76, None, None, None, None,17.11, None, None, None, None, None,2018-07-23 20:00:00, None,30
16.91, None, None, None,3.547,47.81, None, None,-12.0, None, None, None, None, None, None, None, None,11.8, None, None, None, None,21.28, None, None, None, None, None,2018-07-23 21:00:00, None,30
16.97, None, None, None,2.56,73.4, None, None,-13.0, None, None, None, None, None, None, None, None,11.6, None, None, None, None,29.03, None, None, None, None, None,2018-07-23 22:00:00, None,30
17.04, None, None, None,1.982,90.9, None, None,-13.0, None, None, None, None, None, None, None, None,11.37, None, None, None, None,31.11, None, None, None, None, None,2018-07-23 23:00:00, None,30
17.29, None, None, None,1.428,51.46, None, None,-13.0, None, None, None, None, None, None, None, None,10.53, None, None, None, None,37.12, None, None, None, None, None,2018-07-24 00:00:00, None,30
17.1, None, None, None,2.262,42.05, None, None,-13.0, None, None, None, None, None, None, None, None,11.17, None, None, None, None,23.36, None, None, None, None, None,2018-07-24 01:00:00, None,30
