air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
8.3, 8.3, 8.3, 22.1, None,2022-10-15 00:00:00, None,42
7.5, 7.547, 7.6, 22.1, None,2022-10-15 01:00:00, None,42
6.4, 6.439, 6.5, 22.1, None,2022-10-15 02:00:00, None,42
5.4, 5.44, 5.5, 22.1, None,2022-10-15 03:00:00, None,42
4.7, 4.706, 4.7, 22.1, None,2022-10-15 04:00:00, None,42
4.0, 3.999, 4.0, 22.1, None,2022-10-15 05:00:00, None,42
3.5, 3.463, 3.5, 22.1, None,2022-10-15 06:00:00, None,42
3.2, 3.206, 3.2, 3.5, None,2022-10-15 07:00:00, None,42
3.0, 2.998, 3.0, 3.5, None,2022-10-15 08:00:00, None,42
3.5, 3.506, 3.0, 3.5, None,2022-10-15 09:00:00, None,42
5.2, 5.202, 3.0, 5.1, None,2022-10-15 10:00:00, None,42
12.3, 12.25, 3.0, 12.2, None,2022-10-15 11:00:00, None,42
20.5, 20.53, 3.0, 20.4, None,2022-10-15 12:00:00, None,42
26.8, 26.81, 3.0, 26.8, None,2022-10-15 13:00:00, None,42
27.6, 27.61, 3.0, 27.6, None,2022-10-15 14:00:00, None,42
29.4, 29.4, 3.0, 29.4, None,2022-10-15 15:00:00, None,42
28.2, 28.2, 3.0, 29.4, None,2022-10-15 16:00:00, None,42
26.2, 26.23, 3.0, 29.4, None,2022-10-15 17:00:00, None,42
22.1, 22.09, 3.0, 29.4, None,2022-10-15 18:00:00, None,42
14.7, 14.69, 14.8, 22.2, None,2022-10-15 19:00:00, None,42
11.0, 11.0, 11.0, 22.2, None,2022-10-15 20:00:00, None,42
9.4, 9.36, 9.4, 22.2, None,2022-10-15 21:00:00, None,42
8.4, 8.44, 8.5, 22.2, None,2022-10-15 22:00:00, None,42
7.7, 7.686, 7.7, 22.2, None,2022-10-15 23:00:00, None,42
7.2, 7.152, 7.2, 22.2, None,2022-10-16 00:00:00, None,42
6.4, 6.396, 6.4, 22.2, None,2022-10-16 01:00:00, None,42
6.1, 6.093, 6.1, 22.2, None,2022-10-16 02:00:00, None,42
5.7, 5.743, 5.7, 22.2, None,2022-10-16 03:00:00, None,42
5.1, 5.117, 5.1, 22.2, None,2022-10-16 04:00:00, None,42
4.6, 4.618, 4.6, 22.2, None,2022-10-16 05:00:00, None,42
4.3, 4.342, 4.3, 22.2, None,2022-10-16 06:00:00, None,42
4.7, 4.708, 4.3, 4.7, None,2022-10-16 07:00:00, None,42
4.9, 4.88, 4.3, 4.9, None,2022-10-16 08:00:00, None,42
5.5, 5.465, 4.3, 5.4, None,2022-10-16 09:00:00, None,42
7.2, 7.202, 4.3, 7.1, None,2022-10-16 10:00:00, None,42
13.2, 13.19, 4.3, 13.1, None,2022-10-16 11:00:00, None,42
21.3, 21.29, 4.3, 21.1, None,2022-10-16 12:00:00, None,42
28.4, 28.4, 4.3, 28.3, None,2022-10-16 13:00:00, None,42
31.4, 31.42, 4.3, 31.4, None,2022-10-16 14:00:00, None,42
31.8, 31.79, 4.3, 32.0, None,2022-10-16 15:00:00, None,42
29.9, 29.89, 4.3, 32.0, None,2022-10-16 16:00:00, None,42
27.1, 27.13, 4.3, 32.0, None,2022-10-16 17:00:00, None,42
21.3, 21.31, 4.3, 32.0, None,2022-10-16 18:00:00, None,42
15.2, 15.18, 15.2, 21.4, None,2022-10-16 19:00:00, None,42
12.6, 12.62, 12.6, 21.4, None,2022-10-16 20:00:00, None,42
11.6, 11.55, 11.6, 21.4, None,2022-10-16 21:00:00, None,42
10.5, 10.48, 10.5, 21.4, None,2022-10-16 22:00:00, None,42
9.3, 9.31, 9.3, 21.4, None,2022-10-16 23:00:00, None,42
8.3, 8.34, 8.4, 21.4, None,2022-10-17 00:00:00, None,42
7.7, 7.65, 7.7, 21.4, None,2022-10-17 01:00:00, None,42
7.1, 7.124, 7.1, 21.4, None,2022-10-17 02:00:00, None,42
6.1, 6.106, 6.1, 21.4, None,2022-10-17 03:00:00, None,42
5.2, 5.234, 5.2, 21.4, None,2022-10-17 04:00:00, None,42
4.8, 4.771, 4.8, 21.4, None,2022-10-17 05:00:00, None,42
4.4, 4.408, 4.4, 21.4, None,2022-10-17 06:00:00, None,42
4.2, 4.213, 4.2, 4.4, None,2022-10-17 07:00:00, None,42
4.0, 3.956, 4.0, 4.4, None,2022-10-17 08:00:00, None,42
4.6, 4.595, 4.0, 4.6, None,2022-10-17 09:00:00, None,42
6.3, 6.344, 4.0, 6.3, None,2022-10-17 10:00:00, None,42
11.5, 11.51, 4.0, 11.4, None,2022-10-17 11:00:00, None,42
18.4, 18.38, 4.0, 18.2, None,2022-10-17 12:00:00, None,42
24.8, 24.84, 4.0, 24.8, None,2022-10-17 13:00:00, None,42
27.0, 26.95, 4.0, 26.9, None,2022-10-17 14:00:00, None,42
26.6, 26.56, 4.0, 27.0, None,2022-10-17 15:00:00, None,42
25.5, 25.54, 4.0, 27.0, None,2022-10-17 16:00:00, None,42
22.7, 22.66, 4.0, 27.0, None,2022-10-17 17:00:00, None,42
18.6, 18.55, 4.0, 27.0, None,2022-10-17 18:00:00, None,42
14.5, 14.49, 14.5, 18.6, None,2022-10-17 19:00:00, None,42
12.6, 12.55, 12.6, 18.6, None,2022-10-17 20:00:00, None,42
11.4, 11.39, 11.4, 18.6, None,2022-10-17 21:00:00, None,42
10.7, 10.69, 10.7, 18.6, None,2022-10-17 22:00:00, None,42
9.8, 9.79, 9.8, 18.6, None,2022-10-17 23:00:00, None,42
8.8, 8.8, 8.8, 18.6, None,2022-10-18 00:00:00, None,42
8.1, 8.08, 8.1, 18.6, None,2022-10-18 01:00:00, None,42
7.4, 7.436, 7.4, 18.6, None,2022-10-18 02:00:00, None,42
6.6, 6.624, 6.6, 18.6, None,2022-10-18 03:00:00, None,42
6.4, 6.396, 6.4, 18.6, None,2022-10-18 04:00:00, None,42
6.3, 6.287, 6.3, 18.6, None,2022-10-18 05:00:00, None,42
6.2, 6.197, 6.2, 18.6, None,2022-10-18 06:00:00, None,42
6.1, 6.115, 6.1, 6.2, None,2022-10-18 07:00:00, None,42
5.8, 5.765, 5.8, 6.2, None,2022-10-18 08:00:00, None,42
6.1, 6.134, 5.8, 6.2, None,2022-10-18 09:00:00, None,42
7.9, 7.903, 5.8, 7.9, None,2022-10-18 10:00:00, None,42
12.9, 12.93, 5.8, 12.8, None,2022-10-18 11:00:00, None,42
21.5, 21.47, 5.8, 21.3, None,2022-10-18 12:00:00, None,42
26.1, 26.07, 5.8, 26.1, None,2022-10-18 13:00:00, None,42
27.1, 27.1, 5.8, 27.1, None,2022-10-18 14:00:00, None,42
27.4, 27.44, 5.8, 27.5, None,2022-10-18 15:00:00, None,42
26.6, 26.64, 5.8, 27.5, None,2022-10-18 16:00:00, None,42
25.0, 24.99, 5.8, 27.5, None,2022-10-18 17:00:00, None,42
21.4, 21.4, 5.8, 27.5, None,2022-10-18 18:00:00, None,42
16.1, 16.05, 16.1, 21.5, None,2022-10-18 19:00:00, None,42
14.3, 14.29, 14.3, 21.5, None,2022-10-18 20:00:00, None,42
12.6, 12.58, 12.6, 21.5, None,2022-10-18 21:00:00, None,42
11.1, 11.13, 11.2, 21.5, None,2022-10-18 22:00:00, None,42
10.0, 10.02, 10.0, 21.5, None,2022-10-18 23:00:00, None,42
8.9, 8.92, 8.9, 21.5, None,2022-10-19 00:00:00, None,42
8.1, 8.06, 8.1, 21.5, None,2022-10-19 01:00:00, None,42
7.8, 7.774, 7.8, 21.5, None,2022-10-19 02:00:00, None,42
7.3, 7.311, 7.3, 21.5, None,2022-10-19 03:00:00, None,42
7.1, 7.094, 7.1, 21.5, None,2022-10-19 04:00:00, None,42
6.8, 6.766, 6.8, 21.5, None,2022-10-19 05:00:00, None,42
5.9, 5.851, 5.9, 21.5, None,2022-10-19 06:00:00, None,42
5.7, 5.7, 5.7, 5.9, None,2022-10-19 07:00:00, None,42
5.3, 5.27, 5.3, 5.9, None,2022-10-19 08:00:00, None,42
5.1, 5.072, 5.1, 5.9, None,2022-10-19 09:00:00, None,42
5.8, 5.771, 5.1, 5.9, None,2022-10-19 10:00:00, None,42
11.1, 11.07, 5.1, 10.9, None,2022-10-19 11:00:00, None,42
20.3, 20.32, 5.1, 20.2, None,2022-10-19 12:00:00, None,42
26.1, 26.07, 5.1, 26.1, None,2022-10-19 13:00:00, None,42
26.9, 26.9, 5.1, 26.9, None,2022-10-19 14:00:00, None,42
