pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,4.319, None,2018-10-29 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,4.29, None,2018-10-29 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.894, None,2018-10-29 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.969, None,2018-10-29 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.387, None,2018-10-29 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.503, None,2018-10-29 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.127, None,2018-10-29 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.106, None,2018-10-29 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.166, None,2018-10-29 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.429, None,2018-10-29 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.568, None,2018-10-29 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.982, None,2018-10-29 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,4.564, None,2018-10-29 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,4.978, None,2018-10-29 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,5.944, None,2018-10-29 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,5.773, None,2018-10-29 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,4.921, None,2018-10-29 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,4.563, None,2018-10-29 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,4.139, None,2018-10-29 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.96, None,2018-10-29 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.632, None,2018-10-29 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.444, None,2018-10-29 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.38, None,2018-10-29 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.794, None,2018-10-30 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.707, None,2018-10-30 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.51, None,2018-10-30 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
None, None,3.107, None,2018-10-30 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,44
