ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
0.0,0.0,0.0,2017-09-24, 0.0,39
8.0,8.0,0.0,2017-09-25, 0.0,39
0.0,0.0,0.0,2017-09-26, 0.0,39
0.0,0.0,0.0,2017-09-27, 0.0,39
0.0,0.0,0.0,2017-09-28, 0.0,39
68.0,68.0,0.0,2017-09-29, 0.0,39
3.6,3.6,0.0,2017-09-30, 0.0,39
