CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,1.713,19.94, None, None, None, None, 31.65,0.266, 279.5, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 00:00:00, None, None, None, None,39
None,1.31,20.06, None, None, None, None, 17.73,0.122, 310.3, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 01:00:00, None, None, None, None,39
None,0.861,20.19, None, None, None, None, 8.11,0.105, 347.4, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 02:00:00, None, None, None, None,39
None,0.946,20.17, None, None, None, None, 3.719,0.041, 330.5, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 03:00:00, None, None, None, None,39
None,0.852,20.19, None, None, None, None, 0.525,0.003, 327.9, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 04:00:00, None, None, None, None,39
None,0.908,20.18, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 05:00:00, None, None, None, None,39
None,0.693,20.24, None, None, None, None, 0.0,0.0, 0.0, None, None, None, None, None,-20.0, None, None, None, None, None, None, None,2018-09-24 06:00:00, None, None, None, None,39
None,0.581,20.28, None, None, None, None, 6.404,0.009, 269.8, None, None, None, None, None,-20.0, None, None, None, None, None, None, None,2018-09-24 07:00:00, None, None, None, None,39
None,0.572,20.28, None, None, None, None, 2.836,0.006, 312.1, None, None, None, None, None,-20.0, None, None, None, None, None, None, None,2018-09-24 08:00:00, None, None, None, None,39
None,0.945,20.17, None, None, None, None, 2.826,0.002, 303.1, None, None, None, None, None,-19.0, None, None, None, None, None, None, None,2018-09-24 09:00:00, None, None, None, None,39
None,2.676,19.65, None, None, None, None, 2.049,0.007, 227.3, None, None, None, None, None,-18.0, None, None, None, None, None, None, None,2018-09-24 10:00:00, None, None, None, None,39
None,4.188,19.19, None, None, None, None, 9.4,0.168, 200.0, None, None, None, None, None,-17.0, None, None, None, None, None, None, None,2018-09-24 11:00:00, None, None, None, None,39
None,4.462,19.11, None, None, None, None, 15.28,1.237, 216.3, None, None, None, None, None,-17.0, None, None, None, None, None, None, None,2018-09-24 12:00:00, None, None, None, None,39
None,6.247,18.58, None, None, None, None, 13.49,1.931, 202.7, None, None, None, None, None,-16.0, None, None, None, None, None, None, None,2018-09-24 13:00:00, None, None, None, None,39
None,7.56,18.18, None, None, None, None, 26.9,4.067, 204.0, None, None, None, None, None,-15.0, None, None, None, None, None, None, None,2018-09-24 14:00:00, None, None, None, None,39
