CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-7.281,82.2, None, None,35.05, 0.0,67.04, None, None, None, None, None, None,-9.0, 916.0, None, None,2019-03-14 10:00:00, None,11
-3.689,62.87, None, None,71.04, 0.0,15.83, None, None, None, None, None, None,-9.0, 908.0, None, None,2019-03-14 11:00:00, None,11
-2.676,51.61, None, None,46.11, 0.0,288.5, None, None, None, None, None, None,-10.0, 903.0, None, None,2019-03-14 12:00:00, None,11
-1.924,46.52, None, None,39.33, 0.0,207.0, None, None, None, None, None, None,-11.0, 909.0, None, None,2019-03-14 13:00:00, None,11
-0.378,45.63, None, None,62.14, 0.0,280.8, None, None, None, None, None, None,-10.0, 906.0, None, None,2019-03-14 14:00:00, None,11
0.95,43.02, None, None,60.64, 0.0,332.0, None, None, None, None, None, None,-10.0, 907.0, None, None,2019-03-14 15:00:00, None,11
1.663,42.07, None, None,68.52, 0.0,265.3, None, None, None, None, None, None,-10.0, 917.0, None, None,2019-03-14 16:00:00, None,11
1.748,44.78, None, None,47.45, 0.0,234.7, None, None, None, None, None, None,-9.0, 914.0, None, None,2019-03-14 17:00:00, None,11
2.106,44.06, None, None,64.11, 0.0,233.1, None, None, None, None, None, None,-9.0, 913.0, None, None,2019-03-14 18:00:00, None,11
1.491,53.37, None, None,51.95, 0.0,281.0, None, None, None, None, None, None,-7.0, 911.0, None, None,2019-03-14 19:00:00, None,11
-1.031,68.69, None, None,62.88, 0.0,38.54, None, None, None, None, None, None,-5.0, 912.0, None, None,2019-03-14 20:00:00, None,11
-1.457,73.58, None, None,12.15, 0.0,73.97, None, None, None, None, None, None,-5.0, 912.0, None, None,2019-03-14 21:00:00, None,11
-1.676,77.26, None, None,12.01, 0.0,70.19, None, None, None, None, None, None,-5.0, 908.0, None, None,2019-03-14 22:00:00, None,11
-2.197,80.5, None, None,23.99, 0.0,72.06, None, None, None, None, None, None,-5.0, 913.0, None, None,2019-03-14 23:00:00, None,11
-2.027,79.42, None, None,44.18, 0.0,90.7, None, None, None, None, None, None,-5.0, 910.0, None, None,2019-03-15 00:00:00, None,11
-2.207,81.2, None, None,35.3, 0.0,92.0, None, None, None, None, None, None,-5.0, 909.0, None, None,2019-03-15 01:00:00, None,11
-2.365,82.3, None, None,54.06, 0.0,118.6, None, None, None, None, None, None,-5.0, 915.0, None, None,2019-03-15 02:00:00, None,11
-2.656,83.6, None, None,34.32, 0.0,51.86, None, None, None, None, None, None,-5.0, 912.0, None, None,2019-03-15 03:00:00, None,11
-3.327,85.4, None, None,17.52, 0.0,66.15, None, None, None, None, None, None,-5.0, 910.0, None, None,2019-03-15 04:00:00, None,11
-3.414,86.2, None, None,12.97, 0.0,70.93, None, None, None, None, None, None,-5.0, 913.0, None, None,2019-03-15 05:00:00, None,11
-3.663,86.4, None, None,12.43, 0.0,69.43, None, None, None, None, None, None,-5.0, 913.0, None, None,2019-03-15 06:00:00, None,11
-3.76,86.2, None, None,10.84, 0.0,65.45, None, None, None, None, None, None,-5.0, 915.0, None, None,2019-03-15 07:00:00, None,11
-3.954,86.4, None, None,25.77, 0.0,76.75, None, None, None, None, None, None,-6.0, 914.0, None, None,2019-03-15 08:00:00, None,11
-3.805,87.0, None, None,13.9, 0.0,64.62, None, None, None, None, None, None,-5.0, 916.0, None, None,2019-03-15 09:00:00, None,11
