WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 4.139,65.13,2016-04-29 00:00:00,13.52,18
None, None, 2.846,72.7,2016-04-29 01:00:00,12.39,18
None, None, 1.603,83.5,2016-04-29 02:00:00,11.42,18
None, None, 1.314,86.2,2016-04-29 03:00:00,11.16,18
None, None, 0.736998,88.7,2016-04-29 04:00:00,10.83,18
None, None, 0.757,89.9,2016-04-29 05:00:00,10.16,18
None, None, 0.527,89.2,2016-04-29 06:00:00,10.15,18
None, None, 0.917999,90.0,2016-04-29 07:00:00,10.83,18
None, None, 0.651,87.3,2016-04-29 08:00:00,11.56,18
None, None, 1.542,81.6,2016-04-29 09:00:00,12.08,18
None, None, 2.312,76.5,2016-04-29 10:00:00,12.56,18
None, None, 2.656,65.01,2016-04-29 11:00:00,13.98,18
None, None, 4.21,59.86,2016-04-29 12:00:00,14.96,18
None, None, 1.848,57.46,2016-04-29 13:00:00,15.63,18
None, None, 2.295,50.89,2016-04-29 14:00:00,16.66,18
None, None, 4.361,40.64,2016-04-29 15:00:00,17.65,18
None, None, 1.829,35.16,2016-04-29 16:00:00,18.33,18
None, None, 3.995,27.34,2016-04-29 17:00:00,18.72,18
None, None, 2.409,24.36,2016-04-29 18:00:00,18.55,18
None, None, 1.385,22.03,2016-04-29 19:00:00,17.62,18
None, None, 1.177,34.51,2016-04-29 20:00:00,15.52,18
None, None, 2.037,52.85,2016-04-29 21:00:00,13.51,18
None, None, 1.896,57.23,2016-04-29 22:00:00,11.46,18
None, None, 2.485,62.6,2016-04-29 23:00:00,11.09,18
None, None, 2.292,65.07,2016-04-30 00:00:00,9.96,18
None, None, 1.469,67.86,2016-04-30 01:00:00,9.57,18
None, None, 1.907,70.5,2016-04-30 02:00:00,9.04,18
None, None, 2.14,72.6,2016-04-30 03:00:00,8.75,18
None, None, 1.728,75.6,2016-04-30 04:00:00,8.41,18
None, None, 1.196,78.5,2016-04-30 05:00:00,8.23,18
None, None, 1.716,78.0,2016-04-30 06:00:00,8.65,18
None, None, 0.409,72.0,2016-04-30 07:00:00,10.79,18
None, None, 0.851998,68.88,2016-04-30 08:00:00,11.73,18
None, None, 1.425,70.3,2016-04-30 09:00:00,12.25,18
None, None, 3.204,72.2,2016-04-30 10:00:00,12.61,18
None, None, 5.794,70.6,2016-04-30 11:00:00,12.72,18
None, None, 5.807,65.86,2016-04-30 12:00:00,13.39,18
None, None, 7.01,62.84,2016-04-30 13:00:00,13.81,18
None, None, 7.46,67.6,2016-04-30 14:00:00,14.12,18
None, None, 6.413,56.14,2016-04-30 15:00:00,15.73,18
None, None, 4.349,60.09,2016-04-30 16:00:00,15.89,18
None, None, 2.039,62.52,2016-04-30 17:00:00,15.89,18
None, None, 1.296,63.74,2016-04-30 18:00:00,15.5,18
None, None, 0.785,63.97,2016-04-30 19:00:00,15.73,18
None, None, 1.956,70.4,2016-04-30 20:00:00,13.72,18
None, None, 1.21,70.1,2016-04-30 21:00:00,12.85,18
None, None, 1.303,73.3,2016-04-30 22:00:00,12.04,18
None, None, 2.025,74.2,2016-04-30 23:00:00,11.43,18
None, None, 2.061,70.7,2016-05-01 00:00:00,11.67,18
None, None, 1.871,73.0,2016-05-01 01:00:00,11.02,18
None, None, 1.557,73.2,2016-05-01 02:00:00,10.78,18
None, None, 1.263,73.8,2016-05-01 03:00:00,10.58,18
None, None, 1.228,73.7,2016-05-01 04:00:00,10.42,18
None, None, 2.012,74.1,2016-05-01 05:00:00,10.37,18
None, None, 1.394,72.3,2016-05-01 06:00:00,10.85,18
None, None, 0.787,70.6,2016-05-01 07:00:00,13.08,18
None, None, 0.143,63.25,2016-05-01 08:00:00,15.03,18
None, None, 0.33,60.67,2016-05-01 09:00:00,15.83,18
None, None, 3.488,63.84,2016-05-01 10:00:00,15.2,18
None, None, 5.681,68.1,2016-05-01 11:00:00,15.29,18
None, None, 3.903,56.48,2016-05-01 12:00:00,16.87,18
None, None, 3.475,53.82,2016-05-01 13:00:00,17.35,18
None, None, 6.116,60.66,2016-05-01 14:00:00,17.1,18
None, None, 5.042,54.42,2016-05-01 15:00:00,17.75,18
None, None, 1.372,46.64,2016-05-01 16:00:00,19.25,18
None, None, 2.129,42.34,2016-05-01 17:00:00,19.5,18
None, None, 0.606,45.74,2016-05-01 18:00:00,19.9,18
None, None, 1.058,45.29,2016-05-01 19:00:00,19.2,18
None, None, 1.711,39.65,2016-05-01 20:00:00,17.5,18
None, None, 1.806,43.32,2016-05-01 21:00:00,16.3,18
None, None, 1.02,47.68,2016-05-01 22:00:00,15.73,18
None, None, 1.154,52.03,2016-05-01 23:00:00,14.62,18
None, None, 2.059,51.19,2016-05-02 00:00:00,14.44,18
None, None, 1.128,53.97,2016-05-02 01:00:00,13.84,18
None, None, 1.918,56.28,2016-05-02 02:00:00,13.27,18
None, None, 0.782998,56.44,2016-05-02 03:00:00,13.17,18
None, None, 0.218998,62.95,2016-05-02 04:00:00,12.44,18
None, None, 0.796,64.9,2016-05-02 05:00:00,12.09,18
None, None, 0.37,63.74,2016-05-02 06:00:00,12.99,18
None, None, 0.917999,57.08,2016-05-02 07:00:00,15.82,18
None, None, 0.711,49.43,2016-05-02 08:00:00,17.55,18
None, None, 1.298,49.9,2016-05-02 09:00:00,17.91,18
None, None, 2.281,53.02,2016-05-02 10:00:00,17.28,18
None, None, 2.625,54.16,2016-05-02 11:00:00,17.36,18
None, None, 1.911,49.21,2016-05-02 12:00:00,18.54,18
None, None, 1.92,46.58,2016-05-02 13:00:00,19.83,18
None, None, 1.429,44.06,2016-05-02 14:00:00,20.37,18
None, None, 4.061,27.09,2016-05-02 15:00:00,24.81,18
None, None, 2.757,25.69,2016-05-02 16:00:00,25.13,18
None, None, 0.358999,30.23,2016-05-02 17:00:00,24.0,18
None, None, 1.1,37.75,2016-05-02 18:00:00,23.18,18
None, None, 0.667999,47.64,2016-05-02 19:00:00,21.48,18
None, None, 1.495,49.35,2016-05-02 20:00:00,20.69,18
None, None, 1.999,46.7,2016-05-02 21:00:00,19.62,18
None, None, 2.921,49.76,2016-05-02 22:00:00,19.98,18
None, None, 3.576,52.76,2016-05-02 23:00:00,19.24,18
None, None, 2.616,51.83,2016-05-03 00:00:00,19.12,18
None, None, 1.543,56.21,2016-05-03 01:00:00,18.08,18
None, None, 2.404,57.62,2016-05-03 02:00:00,17.22,18
None, None, 3.157,61.53,2016-05-03 03:00:00,17.56,18
None, None, 4.068,66.11,2016-05-03 04:00:00,17.41,18
None, None, 3.04,70.3,2016-05-03 05:00:00,16.91,18
None, None, 1.497,74.8,2016-05-03 06:00:00,16.38,18
None, None, 1.778,78.3,2016-05-03 07:00:00,16.33,18
None, None, 0.957,75.9,2016-05-03 08:00:00,16.79,18
None, None, 3.299,68.51,2016-05-03 09:00:00,17.26,18
None, None, 1.479,70.3,2016-05-03 10:00:00,17.45,18
None, None, 2.643,66.23,2016-05-03 11:00:00,17.84,18
None, None, 1.38,64.5,2016-05-03 12:00:00,17.98,18
None, None, 3.633,61.19,2016-05-03 13:00:00,19.04,18
None, None, 3.462,57.25,2016-05-03 14:00:00,20.03,18
None, None, 4.624,49.45,2016-05-03 15:00:00,20.78,18
None, None, 3.549,50.89,2016-05-03 16:00:00,20.08,18
None, None, 3.513,48.01,2016-05-03 17:00:00,19.89,18
None, None, 1.799,54.24,2016-05-03 18:00:00,18.59,18
None, None, 2.872,76.5,2016-05-03 19:00:00,15.75,18
None, None, 2.045,79.2,2016-05-03 20:00:00,15.3,18
None, None, 2.06,83.6,2016-05-03 21:00:00,14.8,18
None, None, 1.699,87.2,2016-05-03 22:00:00,14.15,18
None, None, 0.861,88.3,2016-05-03 23:00:00,13.87,18
None, None, 1.26,90.2,2016-05-04 00:00:00,13.48,18
None, None, 1.029,90.7,2016-05-04 01:00:00,13.29,18
None, None, 1.598,90.6,2016-05-04 02:00:00,12.93,18
None, None, 1.096,91.0,2016-05-04 03:00:00,12.79,18
None, None, 1.177,89.4,2016-05-04 04:00:00,13.17,18
None, None, 1.612,86.0,2016-05-04 05:00:00,13.08,18
None, None, 1.641,84.9,2016-05-04 06:00:00,12.73,18
None, None, 1.573,86.3,2016-05-04 07:00:00,12.21,18
None, None, 1.303,86.1,2016-05-04 08:00:00,11.6,18
None, None, 1.086,85.9,2016-05-04 09:00:00,11.68,18
None, None, 0.737999,84.9,2016-05-04 10:00:00,12.0,18
None, None, 0.930998,81.1,2016-05-04 11:00:00,12.32,18
None, None, 1.742,75.4,2016-05-04 12:00:00,12.79,18
None, None, 1.35,70.9,2016-05-04 13:00:00,13.56,18
None, None, 2.219,64.79,2016-05-04 14:00:00,14.42,18
None, None, 1.525,63.67,2016-05-04 15:00:00,14.51,18
None, None, 1.641,58.85,2016-05-04 16:00:00,15.33,18
None, None, 2.216,59.03,2016-05-04 17:00:00,15.35,18
None, None, 2.521,61.31,2016-05-04 18:00:00,15.39,18
None, None, 1.972,62.99,2016-05-04 19:00:00,15.38,18
None, None, 1.291,71.8,2016-05-04 20:00:00,14.13,18
None, None, 1.49,76.5,2016-05-04 21:00:00,12.95,18
None, None, 1.773,78.5,2016-05-04 22:00:00,11.53,18
None, None, 2.299,75.8,2016-05-04 23:00:00,10.41,18
None, None, 2.335,78.5,2016-05-05 00:00:00,9.82,18
None, None, 2.048,81.4,2016-05-05 01:00:00,9.55,18
None, None, 2.163,82.4,2016-05-05 02:00:00,9.14,18
None, None, 1.852,83.8,2016-05-05 03:00:00,8.96,18
None, None, 1.797,86.3,2016-05-05 04:00:00,8.62,18
None, None, 2.051,87.3,2016-05-05 05:00:00,8.56,18
None, None, 1.679,87.9,2016-05-05 06:00:00,8.61,18
None, None, 0.449,86.9,2016-05-05 07:00:00,9.8,18
None, None, 0.676998,80.6,2016-05-05 08:00:00,12.05,18
None, None, 2.553,69.59,2016-05-05 09:00:00,13.15,18
None, None, 3.174,68.62,2016-05-05 10:00:00,13.63,18
None, None, 5.219,70.5,2016-05-05 11:00:00,13.86,18
None, None, 2.297,64.98,2016-05-05 12:00:00,15.41,18
