pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,229.0, None,14.7,14.8, -1.0, None, None, None,-1.0,2023-07-09 03:00:00, None,28
None, None,228.0, None,15.0,14.8, -2.0, None, None, None,-4.0,2023-07-09 08:00:00, None,28
None, None,228.0, None,18.8,17.4, -2.0, None, None, None,-3.0,2023-07-09 10:00:00, None,28
None, None,229.0, None,17.4,17.5, -2.0, None, None, None,3.0,2023-07-09 18:00:00, None,28
None, None,232.0, None,12.8,12.7, -1.0, None, None, None,-2.0,2023-07-09 23:00:00, None,28
3.0, None,232.0, None,12.5,12.4, 0.0, None, None, None,-3.0,2023-07-10 03:00:00, None,28
None, None,232.0, None,17.0,16.6, -2.0, None, None, None,-1.0,2023-07-10 17:00:00, None,28
None, None,232.0, None,10.3,10.2, -1.0, None, None, None,-5.0,2023-07-11 05:00:00, None,28
0.0, None,232.0, None,6.6,6.5, -2.0, None, None, None,-6.0,2023-07-12 05:00:00, None,28
None, None,232.0, None,6.6,6.4, -2.0, None, None, 0.0,-7.0,2023-07-12 06:00:00, None,28
None, None,232.0, None,12.1,11.2, -3.0, None, None, None,-6.0,2023-07-12 10:00:00, None,28
None, None,232.0, None,7.7,7.7, -2.0, None, None, None,-5.0,2023-07-13 04:00:00, None,28
None, None,233.0, None,22.5,22.3, -1.0, None, None, None,3.0,2023-07-13 20:00:00, None,28
None, None,233.0, None,18.5,18.5, -1.0, None, None, None,2.0,2023-07-13 22:00:00, None,28
None, None,232.0, None,12.7,13.0, -2.0, None, None, None,-2.0,2023-07-14 02:00:00, None,28
0.0, None,232.0, None,14.9,14.7, -1.0, None, None, None,-2.0,2023-07-15 02:00:00, None,28
