pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
3.0, None,510.0, None, 14.2, -4.0, None, None, 0.0,-486.0, None,2023-07-09 00:00:00, None,28
2.0, None,510.0, None, 14.5, 28.0, None, None, 0.0,-487.0, None,2023-07-09 01:00:00, None,28
2.0, None,510.0, None, 13.7, -40.0, None, None, 0.0,-487.0, None,2023-07-09 02:00:00, None,28
2.0, None,510.0, None, 14.0, -2.0, None, None, 0.0,-487.0, None,2023-07-09 03:00:00, None,28
2.0, None,510.0, None, 13.6, -39.0, None, None, 0.0,-487.0, None,2023-07-09 04:00:00, None,28
2.0, None,510.0, None, 13.1, -6.0, None, None, 0.0,-487.0, None,2023-07-09 05:00:00, None,28
2.0, None,510.0, None, 13.4, -2.0, None, None, 0.0,-487.0, None,2023-07-09 06:00:00, None,28
3.0, None,512.0, None, 17.6, -5.0, None, None, 2.0,-487.0, None,2023-07-09 07:00:00, None,28
3.0, None,511.0, None, 19.4, 35.0, None, None, None,-486.0, None,2023-07-09 08:00:00, None,28
3.0, None,510.0, None, 20.4, 39.0, None, None, None,-486.0, None,2023-07-09 09:00:00, None,28
3.0, None,510.0, None, 21.7, 37.0, None, None, 0.0,-486.0, None,2023-07-09 10:00:00, None,28
3.0, None,510.0, None, 22.8, -1.0, None, None, 0.0,-486.0, None,2023-07-09 11:00:00, None,28
3.0, None,510.0, None, 23.5, -1.0, None, None, 0.0,-486.0, None,2023-07-09 12:00:00, None,28
3.0, None,510.0, None, 25.0, 36.0, None, None, 0.0,-486.0, None,2023-07-09 13:00:00, None,28
2.0, None,509.0, None, 24.9, 38.0, None, None, None,-486.0, None,2023-07-09 14:00:00, None,28
3.0, None,510.0, None, 21.9, 41.0, None, None, 1.0,-486.0, None,2023-07-09 15:00:00, None,28
3.0, None,510.0, None, 20.6, 40.0, None, None, 0.0,-486.0, None,2023-07-09 16:00:00, None,28
3.0, None,510.0, None, 15.9, 41.0, None, None, 0.0,-486.0, None,2023-07-09 17:00:00, None,28
0.0, None,510.0, None, 15.0, 41.0, None, None, 0.0,-486.0, None,2023-07-09 18:00:00, None,28
0.0, None,510.0, None, 16.0, 40.0, None, None, 0.0,-486.0, None,2023-07-09 19:00:00, None,28
0.0, None,510.0, None, 17.3, 40.0, None, None, 0.0,-486.0, None,2023-07-09 20:00:00, None,28
0.0, None,510.0, None, 15.3, 40.0, None, None, 0.0,-486.0, None,2023-07-09 21:00:00, None,28
0.0, None,510.0, None, 14.2, 41.0, None, None, 0.0,-486.0, None,2023-07-09 22:00:00, None,28
1.0, None,511.0, None, 13.2, 41.0, None, None, 1.0,-486.0, None,2023-07-09 23:00:00, None,28
0.0, None,510.0, None, 12.6, 41.0, None, None, None,-487.0, None,2023-07-10 00:00:00, None,28
1.0, None,511.0, None, 12.5, 35.0, None, None, 1.0,-487.0, None,2023-07-10 01:00:00, None,28
1.0, None,511.0, None, 12.7, 29.0, None, None, 0.0,-487.0, None,2023-07-10 02:00:00, None,28
1.0, None,511.0, None, 12.7, 2.0, None, None, 0.0,-487.0, None,2023-07-10 03:00:00, None,28
1.0, None,511.0, None, 12.6, -37.0, None, None, 0.0,-487.0, None,2023-07-10 04:00:00, None,28
1.0, None,511.0, None, 12.7, 41.0, None, None, 0.0,-487.0, None,2023-07-10 05:00:00, None,28
1.0, None,511.0, None, 14.0, 3.0, None, None, 0.0,-487.0, None,2023-07-10 06:00:00, None,28
None, None,511.0, None, 13.6, 43.0, None, None, 0.0,-487.0, None,2023-07-10 07:00:00, None,28
0.0, None,511.0, None, 14.8, 0.0, None, None, 0.0,-487.0, None,2023-07-10 08:00:00, None,28
1.0, None,511.0, None, 15.7, -2.0, None, None, 0.0,-487.0, None,2023-07-10 09:00:00, None,28
1.0, None,511.0, None, 16.2, 41.0, None, None, 0.0,-487.0, None,2023-07-10 10:00:00, None,28
1.0, None,511.0, None, 16.4, 41.0, None, None, 0.0,-487.0, None,2023-07-10 11:00:00, None,28
1.0, None,511.0, None, 16.5, 41.0, None, None, 0.0,-487.0, None,2023-07-10 12:00:00, None,28
0.0, None,510.0, None, 18.5, 41.0, None, None, None,-486.0, None,2023-07-10 13:00:00, None,28
2.0, None,511.0, None, 21.3, 43.0, None, None, 1.0,-486.0, None,2023-07-10 14:00:00, None,28
0.0, None,510.0, None, 20.6, 42.0, None, None, None,-486.0, None,2023-07-10 15:00:00, None,28
1.0, None,511.0, None, 21.2, 39.0, None, None, 1.0,-486.0, None,2023-07-10 16:00:00, None,28
1.0, None,511.0, None, 21.0, -3.0, None, None, 0.0,-486.0, None,2023-07-10 17:00:00, None,28
0.0, None,510.0, None, 19.8, 43.0, None, None, None,-486.0, None,2023-07-10 18:00:00, None,28
0.0, None,510.0, None, 18.3, -1.0, None, None, 0.0,-486.0, None,2023-07-10 19:00:00, None,28
0.0, None,510.0, None, 17.7, 41.0, None, None, 0.0,-486.0, None,2023-07-10 20:00:00, None,28
0.0, None,510.0, None, 15.3, 42.0, None, None, 0.0,-486.0, None,2023-07-10 21:00:00, None,28
1.0, None,511.0, None, 13.3, 43.0, None, None, 1.0,-486.0, None,2023-07-10 22:00:00, None,28
0.0, None,511.0, None, 12.7, 43.0, None, None, 0.0,-486.0, None,2023-07-10 23:00:00, None,28
1.0, None,511.0, None, 11.7, 43.0, None, None, 0.0,-487.0, None,2023-07-11 00:00:00, None,28
0.0, None,511.0, None, 10.6, 44.0, None, None, 0.0,-487.0, None,2023-07-11 01:00:00, None,28
0.0, None,511.0, None, 9.1, 44.0, None, None, 0.0,-487.0, None,2023-07-11 02:00:00, None,28
0.0, None,511.0, None, 9.5, 44.0, None, None, 0.0,-487.0, None,2023-07-11 03:00:00, None,28
0.0, None,511.0, None, 9.3, 3.0, None, None, 0.0,-487.0, None,2023-07-11 04:00:00, None,28
0.0, None,511.0, None, 9.2, 44.0, None, None, 0.0,-487.0, None,2023-07-11 05:00:00, None,28
0.0, None,511.0, None, 9.2, 44.0, None, None, 0.0,-487.0, None,2023-07-11 06:00:00, None,28
0.0, None,511.0, None, 9.5, 45.0, None, None, 0.0,-487.0, None,2023-07-11 07:00:00, None,28
0.0, None,511.0, None, 12.8, 44.0, None, None, 0.0,-487.0, None,2023-07-11 08:00:00, None,28
0.0, None,511.0, None, 14.2, 37.0, None, None, 0.0,-487.0, None,2023-07-11 09:00:00, None,28
0.0, None,511.0, None, 15.9, 37.0, None, None, 0.0,-487.0, None,2023-07-11 10:00:00, None,28
0.0, None,511.0, None, 15.6, 36.0, None, None, 0.0,-487.0, None,2023-07-11 11:00:00, None,28
0.0, None,511.0, None, 18.4, 43.0, None, None, 0.0,-487.0, None,2023-07-11 12:00:00, None,28
1.0, None,511.0, None, 18.9, 2.0, None, None, 0.0,-486.0, None,2023-07-11 13:00:00, None,28
0.0, None,511.0, None, 19.9, 5.0, None, None, 0.0,-486.0, None,2023-07-11 14:00:00, None,28
1.0, None,511.0, None, 18.6, 44.0, None, None, 0.0,-486.0, None,2023-07-11 15:00:00, None,28
0.0, None,511.0, None, 19.3, 44.0, None, None, 0.0,-486.0, None,2023-07-11 16:00:00, None,28
0.0, None,511.0, None, 19.4, 44.0, None, None, 0.0,-486.0, None,2023-07-11 17:00:00, None,28
0.0, None,510.0, None, 18.0, -1.0, None, None, None,-486.0, None,2023-07-11 18:00:00, None,28
0.0, None,510.0, None, 17.3, 45.0, None, None, 0.0,-486.0, None,2023-07-11 19:00:00, None,28
0.0, None,510.0, None, 15.5, 45.0, None, None, 0.0,-486.0, None,2023-07-11 20:00:00, None,28
0.0, None,510.0, None, 13.8, 45.0, None, None, 0.0,-486.0, None,2023-07-11 21:00:00, None,28
0.0, None,511.0, None, 12.2, 37.0, None, None, 1.0,-487.0, None,2023-07-11 22:00:00, None,28
0.0, None,511.0, None, 11.6, 45.0, None, None, 0.0,-487.0, None,2023-07-11 23:00:00, None,28
0.0, None,511.0, None, 11.4, 45.0, None, None, 0.0,-487.0, None,2023-07-12 00:00:00, None,28
0.0, None,511.0, None, 10.8, 5.0, None, None, 0.0,-487.0, None,2023-07-12 01:00:00, None,28
0.0, None,511.0, None, 11.1, 45.0, None, None, 0.0,-487.0, None,2023-07-12 02:00:00, None,28
0.0, None,511.0, None, 10.7, 5.0, None, None, 0.0,-487.0, None,2023-07-12 03:00:00, None,28
0.0, None,511.0, None, 10.2, 45.0, None, None, 0.0,-487.0, None,2023-07-12 04:00:00, None,28
0.0, None,511.0, None, 10.1, 46.0, None, None, 0.0,-487.0, None,2023-07-12 05:00:00, None,28
0.0, None,511.0, None, 10.5, 45.0, None, None, 0.0,-487.0, None,2023-07-12 06:00:00, None,28
1.0, None,512.0, None, 13.5, 46.0, None, None, 1.0,-487.0, None,2023-07-12 07:00:00, None,28
0.0, None,511.0, None, 15.3, 45.0, None, None, None,-487.0, None,2023-07-12 08:00:00, None,28
0.0, None,511.0, None, 16.0, 3.0, None, None, 0.0,-487.0, None,2023-07-12 09:00:00, None,28
0.0, None,511.0, None, 17.5, 38.0, None, None, 0.0,-487.0, None,2023-07-12 10:00:00, None,28
0.0, None,511.0, None, 19.1, 44.0, None, None, 0.0,-487.0, None,2023-07-12 11:00:00, None,28
0.0, None,511.0, None, 20.9, 46.0, None, None, 0.0,-487.0, None,2023-07-12 12:00:00, None,28
None, None,510.0, None, 21.4, 43.0, None, None, None,-486.0, None,2023-07-12 13:00:00, None,28
None, None,510.0, None, 21.7, 6.0, None, None, 0.0,-486.0, None,2023-07-12 14:00:00, None,28
None, None,510.0, None, 20.8, 45.0, None, None, 0.0,-486.0, None,2023-07-12 15:00:00, None,28
0.0, None,511.0, None, 15.6, 46.0, None, None, 1.0,-486.0, None,2023-07-12 16:00:00, None,28
0.0, None,511.0, None, 13.7, 46.0, None, None, 0.0,-486.0, None,2023-07-12 17:00:00, None,28
1.0, None,511.0, None, 16.6, 46.0, None, None, 0.0,-486.0, None,2023-07-12 18:00:00, None,28
1.0, None,511.0, None, 14.7, 46.0, None, None, 0.0,-486.0, None,2023-07-12 19:00:00, None,28
1.0, None,511.0, None, 13.5, 46.0, None, None, 0.0,-487.0, None,2023-07-12 20:00:00, None,28
1.0, None,511.0, None, 12.4, 5.0, None, None, 0.0,-487.0, None,2023-07-12 21:00:00, None,28
0.0, None,511.0, None, 10.8, 3.0, None, None, 0.0,-487.0, None,2023-07-12 22:00:00, None,28
0.0, None,511.0, None, 10.2, 38.0, None, None, 0.0,-487.0, None,2023-07-12 23:00:00, None,28
0.0, None,511.0, None, 10.2, 38.0, None, None, 0.0,-487.0, None,2023-07-13 00:00:00, None,28
0.0, None,511.0, None, 9.1, 37.0, None, None, 0.0,-487.0, None,2023-07-13 01:00:00, None,28
1.0, None,512.0, None, 8.1, 38.0, None, None, 1.0,-487.0, None,2023-07-13 02:00:00, None,28
1.0, None,512.0, None, 7.8, 38.0, None, None, 0.0,-487.0, None,2023-07-13 03:00:00, None,28
1.0, None,512.0, None, 8.9, -36.0, None, None, 0.0,-487.0, None,2023-07-13 04:00:00, None,28
1.0, None,512.0, None, 7.8, 40.0, None, None, 0.0,-487.0, None,2023-07-13 05:00:00, None,28
1.0, None,512.0, None, 7.8, 32.0, None, None, 0.0,-487.0, None,2023-07-13 06:00:00, None,28
0.0, None,512.0, None, 9.9, 33.0, None, None, 0.0,-487.0, None,2023-07-13 07:00:00, None,28
1.0, None,512.0, None, 11.5, 39.0, None, None, 0.0,-487.0, None,2023-07-13 08:00:00, None,28
0.0, None,511.0, None, 11.5, -35.0, None, None, None,-487.0, None,2023-07-13 09:00:00, None,28
0.0, None,511.0, None, 11.7, 31.0, None, None, 0.0,-487.0, None,2023-07-13 10:00:00, None,28
0.0, None,511.0, None, 12.2, 37.0, None, None, 0.0,-487.0, None,2023-07-13 11:00:00, None,28
0.0, None,511.0, None, 12.9, 38.0, None, None, 0.0,-487.0, None,2023-07-13 12:00:00, None,28
1.0, None,511.0, None, 14.2, 0.0, None, None, 0.0,-487.0, None,2023-07-13 13:00:00, None,28
1.0, None,511.0, None, 15.7, 45.0, None, None, 0.0,-487.0, None,2023-07-13 14:00:00, None,28
1.0, None,511.0, None, 15.9, 7.0, None, None, 0.0,-487.0, None,2023-07-13 15:00:00, None,28
0.0, None,511.0, None, 15.2, 46.0, None, None, 0.0,-487.0, None,2023-07-13 16:00:00, None,28
0.0, None,511.0, None, 15.8, 45.0, None, None, 0.0,-487.0, None,2023-07-13 17:00:00, None,28
0.0, None,511.0, None, 14.4, 32.0, None, None, 0.0,-487.0, None,2023-07-13 18:00:00, None,28
0.0, None,511.0, None, 13.5, 46.0, None, None, 0.0,-487.0, None,2023-07-13 19:00:00, None,28
0.0, None,511.0, None, 12.2, 47.0, None, None, 0.0,-487.0, None,2023-07-13 20:00:00, None,28
0.0, None,511.0, None, 10.3, 46.0, None, None, 0.0,-487.0, None,2023-07-13 21:00:00, None,28
1.0, None,512.0, None, 8.9, -31.0, None, None, 1.0,-487.0, None,2023-07-13 22:00:00, None,28
1.0, None,512.0, None, 8.7, 46.0, None, None, 0.0,-487.0, None,2023-07-13 23:00:00, None,28
1.0, None,512.0, None, 8.7, 6.0, None, None, 0.0,-487.0, None,2023-07-14 00:00:00, None,28
1.0, None,512.0, None, 8.2, 5.0, None, None, 0.0,-487.0, None,2023-07-14 01:00:00, None,28
0.0, None,512.0, None, 8.6, 35.0, None, None, 0.0,-487.0, None,2023-07-14 02:00:00, None,28
0.0, None,512.0, None, 8.3, -2.0, None, None, 0.0,-487.0, None,2023-07-14 03:00:00, None,28
0.0, None,512.0, None, 8.0, 30.0, None, None, 0.0,-487.0, None,2023-07-14 04:00:00, None,28
0.0, None,512.0, None, 8.0, 7.0, None, None, 0.0,-487.0, None,2023-07-14 05:00:00, None,28
0.0, None,512.0, None, 8.3, 46.0, None, None, 0.0,-487.0, None,2023-07-14 06:00:00, None,28
0.0, None,512.0, None, 9.1, 46.0, None, None, 0.0,-487.0, None,2023-07-14 07:00:00, None,28
0.0, None,512.0, None, 11.1, 36.0, None, None, 0.0,-487.0, None,2023-07-14 08:00:00, None,28
1.0, None,512.0, None, 12.3, 39.0, None, None, 0.0,-487.0, None,2023-07-14 09:00:00, None,28
0.0, None,511.0, None, 13.9, 6.0, None, None, None,-487.0, None,2023-07-14 10:00:00, None,28
0.0, None,511.0, None, 14.4, 2.0, None, None, 0.0,-487.0, None,2023-07-14 11:00:00, None,28
0.0, None,511.0, None, 16.0, 1.0, None, None, 0.0,-487.0, None,2023-07-14 12:00:00, None,28
0.0, None,511.0, None, 16.9, 46.0, None, None, 0.0,-487.0, None,2023-07-14 13:00:00, None,28
0.0, None,511.0, None, 17.1, 45.0, None, None, 0.0,-487.0, None,2023-07-14 14:00:00, None,28
0.0, None,511.0, None, 17.5, 46.0, None, None, 0.0,-487.0, None,2023-07-14 15:00:00, None,28
0.0, None,511.0, None, 17.7, -46.0, None, None, 0.0,-487.0, None,2023-07-14 16:00:00, None,28
0.0, None,511.0, None, 17.7, 44.0, None, None, 0.0,-487.0, None,2023-07-14 17:00:00, None,28
0.0, None,511.0, None, 17.3, 4.0, None, None, 0.0,-487.0, None,2023-07-14 18:00:00, None,28
0.0, None,511.0, None, 16.8, 46.0, None, None, 0.0,-487.0, None,2023-07-14 19:00:00, None,28
0.0, None,511.0, None, 15.6, 46.0, None, None, 0.0,-487.0, None,2023-07-14 20:00:00, None,28
0.0, None,511.0, None, 13.4, 41.0, None, None, 0.0,-487.0, None,2023-07-14 21:00:00, None,28
None, None,511.0, None, 13.3, 46.0, None, None, 0.0,-487.0, None,2023-07-14 22:00:00, None,28
