IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2021-06-21,0.2,50.3447,-121.6513
2021-06-21,0.009,49.3062,-124.69945
2021-06-21,0.009,49.352967,-121.752667
2021-06-21,0.009,49.429333,-120.583467
2021-06-21,0.2,50.3447,-121.6513
2021-06-21,0.009,49.352967,-121.752667
2021-06-21,0.009,49.429333,-120.583467
2021-06-21,0.009,49.3062,-124.69945
2021-06-22,0.1,50.754083,-120.734117
2021-06-22,0.009,51.179333,-116.8127
2021-06-22,0.1,50.754083,-120.734117
2021-06-22,0.3,49.034133,-125.595083
2021-06-22,0.009,51.179333,-116.8127
2021-06-22,0.02,53.809583,-122.492683
2021-06-22,0.02,53.809583,-122.492683
2021-06-22,0.61,49.665767,-116.965167
2021-06-22,0.009,54.157617,-124.344567
2021-06-22,0.009,54.157617,-124.344567
2021-06-22,0.3,49.034133,-125.595083
2021-06-22,0.009,55.795817,-120.977867
2021-06-22,0.61,49.665767,-116.965167
2021-06-22,0.009,55.795817,-120.977867
2021-06-23,0.009,49.238783,-122.002283
2021-06-23,0.1,49.607833,-115.66425
2021-06-23,0.59,50.60575,-120.474583
2021-06-23,0.009,49.238783,-122.002283
2021-06-23,0.09,50.0296,-115.933166
2021-06-23,0.09,50.0296,-115.933166
2021-06-23,0.015,49.354167,-119.10035
2021-06-23,0.2,52.054667,-125.085333
2021-06-23,0.015,49.354167,-119.10035
2021-06-23,0.1,49.60783306,-115.66425
2021-06-23,0.2,52.054667,-125.085333
2021-06-23,0.59,50.60575,-120.474583
2021-06-24,0.2,49.5094,-119.630167
2021-06-24,0.003,49.22215,-117.234883
2021-06-24,0.03,49.44245,-121.44025
2021-06-24,0.2,49.5094,-119.630167
2021-06-24,0.003,49.22215,-117.234883
2021-06-24,1.7,49.45325,-121.769083
2021-06-24,47.0,49.3168,-119.69455
2021-06-24,0.009,49.237127,-119.822339
2021-06-24,47.0,49.3168,-119.69455
2021-06-24,0.009,49.23712694,-119.82233889
2021-06-24,0.009,49.369383,-121.3585
2021-06-24,1.7,49.45325,-121.769083
2021-06-24,0.03,49.44245,-121.44025
2021-06-24,0.009,49.369383,-121.3585
2021-06-25,0.009,50.1493,-120.8837
2021-06-25,0.1,49.165333,-124.263917
2021-06-25,0.009,50.1493,-120.8837
2021-06-25,0.1,49.165333,-124.263917
2021-06-25,0.009,49.842283,-119.6131
2021-06-25,0.009,49.842283,-119.6131
2021-06-25,0.009,49.714733,-119.872517
2021-06-25,0.009,49.714733,-119.872517
2021-06-26,3.45,50.71545,-121.296417
2021-06-26,0.009,50.469783,-120.580967
2021-06-26,0.009,49.275633,-125.36315
2021-06-26,0.009,50.48765,-120.561617
2021-06-26,0.1,49.0037,-116.33565
2021-06-26,0.1,49.02365,-119.72565
2021-06-26,0.7,49.087167,-117.70775
2021-06-26,0.1,49.02365,-119.72565
2021-06-26,0.009,52.050917,-121.962133
2021-06-26,7.0,50.267617,-124.398217
2021-06-26,0.009,50.469783,-120.580967
2021-06-26,0.009,50.48765,-120.561617
2021-06-26,0.009,49.370583,-121.539383
2021-06-26,0.9,49.752383,-119.780783
2021-06-26,0.1,49.0037,-116.33565
2021-06-26,7.0,50.267617,-124.398217
2021-06-26,3.45,50.71545,-121.29641667
2021-06-26,0.009,49.275633,-125.36315
2021-06-26,0.009,49.336283,-120.0558
2021-06-26,0.7,49.087167,-117.70775
2021-06-26,0.015,51.448283,-117.095483
2021-06-26,0.009,49.370583,-121.539383
2021-06-26,0.7,49.452517,-123.635583
2021-06-26,0.009,49.336283,-120.0558
2021-06-26,0.9,49.752383,-119.780783
2021-06-26,0.009,52.050917,-121.962133
2021-06-26,0.015,51.448283,-117.095483
2021-06-26,0.7,49.452517,-123.635583
2021-06-27,1834.0,52.26845,-120.895517
2021-06-27,1834.0,52.26845,-120.895517
2021-06-27,0.01,51.81645,-121.477583
2021-06-27,0.009,53.915267,-124.1702
2021-06-27,0.01,49.08775,-118.4437
2021-06-27,15.0,54.809583,-124.213533
2021-06-27,0.33,59.31295,-120.98473306
2021-06-27,4.42,59.178217,-125.515583
2021-06-27,0.01,49.08775,-118.4437
2021-06-27,0.009,53.915267,-124.1702
2021-06-27,0.01,51.81645,-121.477583
2021-06-27,0.33,59.31295,-120.984733
2021-06-27,0.3,49.29985,-120.036483
2021-06-27,0.3,49.29985,-120.036483
2021-06-27,15.0,54.809583,-124.213533
2021-06-27,4.42,59.178217,-125.515583
