ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,0.0,14.0,0.0,2016-06-03, 0.0,26.0,23
0.0,0.0,14.0,0.0,2016-06-04, 0.0,26.0,23
0.0,0.0,14.0,0.0,2016-06-05, 0.0,29.0,23
