wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
28.8,3.9, None,1.0, None,92.0, None, None, None,0.0,2016-06-24 00:00:00,26
26.8,4.0, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 01:00:00,26
21.8,3.9, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 02:00:00,26
20.5,3.8, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 03:00:00,26
19.7,3.8, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 04:00:00,26
14.8,4.3, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 05:00:00,26
25.3,3.9, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 06:00:00,26
28.2,3.7, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 07:00:00,26
23.3,3.0, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 08:00:00,26
24.6,2.1, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 09:00:00,26
29.2,1.5, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 10:00:00,26
22.1,2.2, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 11:00:00,26
32.7,1.8, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 12:00:00,26
37.8,1.9, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 13:00:00,26
40.7,1.0, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 14:00:00,26
37.3,0.9, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 15:00:00,26
40.1,0.8, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 16:00:00,26
45.4,0.5, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 17:00:00,26
39.8,0.5, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 18:00:00,26
44.7,0.5, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 19:00:00,26
35.1,0.5, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 20:00:00,26
36.0,0.5, None,1.0, None,100.0, None, None, None,0.0,2016-06-24 21:00:00,26
