CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 0.906,99.8, None, None, None, None, 6.344, 18.44, 232.8, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 00:00:00, None, None,38
None, 1.188,99.8, None, None, None, None, 7.458, 18.87, 223.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 01:00:00, None, None,38
None, 0.892,99.8, None, None, None, None, 7.019, 17.69, 221.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 02:00:00, None, None,38
None, 0.7,99.9, None, None, None, None, 6.157, 14.19, 228.9, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 03:00:00, None, None,38
None, 0.405,100.0, None, None, None, None, 8.35, 15.73, 230.6, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 04:00:00, None, None,38
None, 0.284,100.1, None, None, None, None, 9.45, 16.16, 236.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 05:00:00, None, None,38
None, 0.152,100.1, None, None, None, None, 9.62, 12.8, 236.7, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 06:00:00, None, None,38
None, 0.027,100.1, None, None, None, None, 13.64, 9.47, 241.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 07:00:00, None, None,38
None, 0.047,100.1, None, None, None, None, 11.77, 7.276, 233.5, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 08:00:00, None, None,38
None, 0.466,99.8, None, None, None, None, 15.04, 5.804, 221.3, None, None, None, None, None, None, None, None, None, None, None, None,2018-09-17 09:00:00, None, None,38
