wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
29.8,7.3, None,228.0, None,61.0, None, None, None,0.0,2018-09-03 00:00:00,36
21.4,6.9, None,234.0, None,63.0, None, None, None,0.0,2018-09-03 01:00:00,36
22.4,6.7, None,232.0, None,64.0, None, None, None,0.0,2018-09-03 02:00:00,36
21.9,6.3, None,245.0, None,66.0, None, None, None,0.0,2018-09-03 03:00:00,36
23.7,5.8, None,249.0, None,68.0, None, None, None,0.0,2018-09-03 04:00:00,36
26.9,5.6, None,251.0, None,70.0, None, None, None,0.0,2018-09-03 05:00:00,36
28.9,5.5, None,250.0, None,71.0, None, None, None,0.0,2018-09-03 06:00:00,36
27.2,5.7, None,258.0, None,72.0, None, None, None,0.0,2018-09-03 07:00:00,36
13.2,6.5, None,258.0, None,69.0, None, None, None,0.0,2018-09-03 08:00:00,36
13.5,6.6, None,255.0, None,71.0, None, None, None,0.0,2018-09-03 09:00:00,36
23.8,2.3, None,317.0, None,100.0, None, None, None,0.0,2018-09-03 10:00:00,36
24.2,6.3, None,280.0, None,75.0, None, None, None,0.0,2018-09-03 11:00:00,36
14.6,9.4, None,262.0, None,58.0, None, None, None,0.0,2018-09-03 12:00:00,36
14.0,9.8, None,295.0, None,63.0, None, None, None,0.0,2018-09-03 13:00:00,36
12.0,8.5, None,309.0, None,60.0, None, None, None,0.0,2018-09-03 14:00:00,36
16.2,7.7, None,307.0, None,63.0, None, None, None,0.0,2018-09-03 15:00:00,36
14.6,9.0, None,307.0, None,51.0, None, None, None,0.0,2018-09-03 16:00:00,36
13.7,8.5, None,296.0, None,53.0, None, None, None,0.0,2018-09-03 17:00:00,36
18.8,5.8, None,310.0, None,61.0, None, None, None,0.0,2018-09-03 18:00:00,36
21.1,4.6, None,328.0, None,66.0, None, None, None,0.0,2018-09-03 19:00:00,36
