station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -12.1, 237.0, None, None, 459.0, 702.0, None, 2012-01-01 00:00:00, None
None, None, None, None, -12.6, 240.0, None, None, 459.0, 701.0, None, 2012-01-01 01:00:00, None
None, None, None, None, -13.6, 238.0, None, None, 459.0, 702.0, None, 2012-01-01 02:00:00, None
None, None, None, None, -13.9, 237.0, None, None, 459.0, 702.0, None, 2012-01-01 03:00:00, None
None, None, None, None, -13.4, 237.0, None, None, 459.0, 702.0, None, 2012-01-01 04:00:00, None
None, None, None, None, -13.4, 237.0, None, None, 459.0, 702.0, None, 2012-01-01 05:00:00, None
None, None, None, None, -13.8, 237.0, None, None, 459.0, 702.0, None, 2012-01-01 06:00:00, None
None, None, None, None, -13.8, 236.0, None, None, 459.0, 702.0, None, 2012-01-01 07:00:00, None
None, None, None, None, -13.6, 236.0, None, None, 459.0, 701.0, None, 2012-01-01 08:00:00, None
None, None, None, None, -13.4, 236.0, None, None, 459.0, 701.0, None, 2012-01-01 09:00:00, None
None, None, None, None, -13.2, 235.0, None, None, 459.0, 701.0, None, 2012-01-01 10:00:00, None
None, None, None, None, -13.0, 235.0, None, None, 459.0, 701.0, None, 2012-01-01 11:00:00, None
None, None, None, None, -12.8, 235.0, None, None, 459.0, 701.0, None, 2012-01-01 12:00:00, None
None, None, None, None, -12.7, 236.0, None, None, 459.0, 701.0, None, 2012-01-01 13:00:00, None
None, None, None, None, -12.5, 236.0, None, None, 459.0, 701.0, None, 2012-01-01 14:00:00, None
None, None, None, None, -12.5, 235.0, None, None, 459.0, 701.0, None, 2012-01-01 15:00:00, None
None, None, None, None, -12.0, 235.0, None, None, 459.0, 701.0, None, 2012-01-01 16:00:00, None
None, None, None, None, -12.1, 233.0, None, None, 459.0, 701.0, None, 2012-01-01 17:00:00, None
None, None, None, None, -9.4, 233.0, None, None, 459.0, 701.0, None, 2012-01-01 18:00:00, None
None, None, None, None, -8.1, 233.0, None, None, 459.0, 701.0, None, 2012-01-01 19:00:00, None
None, None, None, None, -7.9, 233.0, None, None, 459.0, 702.0, None, 2012-01-01 20:00:00, None
None, None, None, None, -7.3, 232.0, None, None, 459.0, 703.0, None, 2012-01-01 21:00:00, None
None, None, None, None, -8.0, 232.0, None, None, 459.0, 703.0, None, 2012-01-01 22:00:00, None
None, None, None, None, -10.1, 233.0, None, None, 459.0, 703.0, None, 2012-01-01 23:00:00, None
None, None, None, None, -10.2, 232.0, None, None, 459.0, 703.0, None, 2012-01-02 00:00:00, None
None, None, None, None, -10.0, 232.0, None, None, 459.0, 703.0, None, 2012-01-02 01:00:00, None
None, None, None, None, -9.8, 232.0, None, None, 459.0, 703.0, None, 2012-01-02 02:00:00, None
