ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 750.0, 319.0, None, None,2016-12-02 00:00:00, -6.0, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 01:00:00, -6.5, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 02:00:00, -5.8, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 03:00:00, -5.0, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 04:00:00, -5.7, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 05:00:00, -4.5, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 06:00:00, -4.5, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 07:00:00, -4.2, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 08:00:00, -4.1, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 09:00:00, -3.6, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 10:00:00, -2.8, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 11:00:00, -2.8, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 12:00:00, -3.3, None, None,49
None, 750.0, 319.0, None, None,2016-12-02 13:00:00, -3.0, None, None,49
None, 752.0, 319.0, None, None,2016-12-02 14:00:00, -3.1, None, None,49
None, 752.0, 319.0, None, None,2016-12-02 15:00:00, -2.6, None, None,49
None, 752.0, 319.0, 305.0, None,2016-12-02 16:00:00, -2.4, None, None,49
None, 753.0, 319.0, None, None,2016-12-02 17:00:00, -1.5, None, None,49
None, 753.0, 319.0, None, None,2016-12-02 18:00:00, -0.9, None, None,49
None, 753.0, 319.0, None, None,2016-12-02 19:00:00, -1.3, None, None,49
None, 754.0, 319.0, None, None,2016-12-02 20:00:00, -1.1, None, None,49
None, 753.0, 319.0, None, None,2016-12-02 21:00:00, -0.9, None, None,49
None, 754.0, 319.0, None, None,2016-12-02 22:00:00, -1.1, None, None,49
None, 754.0, 319.0, None, None,2016-12-02 23:00:00, -1.2, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 00:00:00, -1.0, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 01:00:00, -1.3, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 02:00:00, -1.4, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 03:00:00, -2.4, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 04:00:00, -2.9, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 05:00:00, -2.8, None, None,49
None, 755.0, 319.0, None, None,2016-12-03 06:00:00, -3.2, None, None,49
None, 756.0, 319.0, None, None,2016-12-03 07:00:00, -3.8, None, None,49
None, 756.0, 319.0, None, None,2016-12-03 08:00:00, -4.2, None, None,49
None, 756.0, 318.0, None, None,2016-12-03 09:00:00, -3.8, None, None,49
None, 755.0, 318.0, None, None,2016-12-03 10:00:00, -3.9, None, None,49
None, 755.0, 318.0, None, None,2016-12-03 11:00:00, -3.9, None, None,49
None, 756.0, 318.0, None, None,2016-12-03 12:00:00, -3.3, None, None,49
None, 756.0, 318.0, None, None,2016-12-03 13:00:00, -4.3, None, None,49
None, 755.0, 318.0, None, None,2016-12-03 14:00:00, -4.4, None, None,49
None, 756.0, 318.0, None, None,2016-12-03 15:00:00, -4.6, None, None,49
None, 756.0, 318.0, 314.0, None,2016-12-03 16:00:00, -4.5, None, None,49
