AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
,6.0, None,2018-04-16,-2.7,3.9,16,,,,,
,12.0, None,2018-04-17,-8.1,1.8,16,,,,,
,1.0, None,2018-04-18,-10.0,3.3,16,,,,,
,0.0, None,2018-04-19,-8.2,8.9,16,,,,,
,0.0, None,2018-04-20,-4.5,8.8,16,,,,,
,5.0, None,2018-04-21,-2.3,4.3,16,,,,,
,0.0, None,2018-04-22,-7.5,3.2,16,,,,,
,,,2018-04-16 00:00:00, None, None,16,371.0,868.0, None, None,2.5
,,,2018-04-16 01:00:00, None, None,16,371.0,868.0, None, None,2.2
,,,2018-04-16 02:00:00, None, None,16,371.0,868.0, None, None,1.3
,,,2018-04-16 03:00:00, None, None,16,371.0,868.0, None, None,0.3
,,,2018-04-16 04:00:00, None, None,16,371.0,868.0, None, None,-0.3
,,,2018-04-16 05:00:00, None, None,16,371.0,868.0, None, None,-0.5
,,,2018-04-16 06:00:00, None, None,16,371.0,868.0, None, None,-0.4
,,,2018-04-16 07:00:00, None, None,16,371.0,868.0, None, None,-0.1
,,,2018-04-16 08:00:00, None, None,16,371.0,868.0, None, None,-0.2
,,,2018-04-16 09:00:00, None, None,16,371.0,868.0, None, None,-0.1
,,,2018-04-16 10:00:00, None, None,16,372.0,868.0, None, None,-0.1
,,,2018-04-16 11:00:00, None, None,16,372.0,869.0, None, None,-0.1
,,,2018-04-16 12:00:00, None, None,16,372.0,869.0, None, None,-0.1
,,,2018-04-16 13:00:00, None, None,16,372.0,870.0, None, None,-0.1
,,,2018-04-16 14:00:00, None, None,16,372.0,870.0, None, None,-0.1
,,,2018-04-16 15:00:00, None, None,16,372.0,870.0, None, None,-0.2
,,,2018-04-16 16:00:00, None, None,16,373.0,870.0, 0.0, None,0.5
,,,2018-04-16 17:00:00, None, None,16,373.0,871.0, None, None,0.5
,,,2018-04-16 18:00:00, None, None,16,374.0,872.0, None, None,1.0
,,,2018-04-16 19:00:00, None, None,16,373.0,872.0, None, None,1.3
,,,2018-04-16 20:00:00, None, None,16,374.0,872.0, None, None,1.5
,,,2018-04-16 21:00:00, None, None,16,373.0,872.0, None, None,1.7
,,,2018-04-16 22:00:00, None, None,16,373.0,872.0, None, None,2.7
,,,2018-04-16 23:00:00, None, None,16,373.0,872.0, None, None,1.2
,,,2018-04-17 00:00:00, None, None,16,374.0,872.0, None, None,1.3
,,,2018-04-17 01:00:00, None, None,16,374.0,872.0, None, None,0.1
,,,2018-04-17 02:00:00, None, None,16,374.0,872.0, None, None,-0.2
,,,2018-04-17 03:00:00, None, None,16,375.0,873.0, None, None,-1.8
,,,2018-04-17 04:00:00, None, None,16,375.0,873.0, None, None,-2.1
,,,2018-04-17 05:00:00, None, None,16,376.0,873.0, None, None,-2.2
,,,2018-04-17 06:00:00, None, None,16,377.0,873.0, None, None,-2.4
,,,2018-04-17 07:00:00, None, None,16,377.0,873.0, None, None,-2.6
,,,2018-04-17 08:00:00, None, None,16,377.0,874.0, None, None,-2.7
,,,2018-04-17 09:00:00, None, None,16,377.0,874.0, None, None,-2.6
,,,2018-04-17 10:00:00, None, None,16,378.0,876.0, None, None,-2.6
,,,2018-04-17 11:00:00, None, None,16,380.0,877.0, None, None,-2.7
,,,2018-04-17 12:00:00, None, None,16,381.0,879.0, None, None,-2.7
,,,2018-04-17 13:00:00, None, None,16,382.0,880.0, None, None,-2.8
,,,2018-04-17 14:00:00, None, None,16,383.0,881.0, None, None,-3.0
,,,2018-04-17 15:00:00, None, None,16,384.0,882.0, None, None,-2.9
,,,2018-04-17 16:00:00, None, None,16,384.0,884.0, 0.0, None,-2.5
,,,2018-04-17 17:00:00, None, None,16,385.0,885.0, None, None,-2.2
,,,2018-04-17 18:00:00, None, None,16,385.0,885.0, None, None,-1.0
,,,2018-04-17 19:00:00, None, None,16,385.0,885.0, None, None,-0.9
,,,2018-04-17 20:00:00, None, None,16,385.0,886.0, None, None,0.8
,,,2018-04-17 21:00:00, None, None,16,386.0,887.0, None, None,-1.9
,,,2018-04-17 22:00:00, None, None,16,387.0,888.0, None, None,-1.0
,,,2018-04-17 23:00:00, None, None,16,389.0,889.0, None, None,-0.8
,,,2018-04-18 00:00:00, None, None,16,389.0,889.0, None, None,-0.8
,,,2018-04-18 01:00:00, None, None,16,389.0,889.0, None, None,-0.9
,,,2018-04-18 02:00:00, None, None,16,389.0,889.0, None, None,-1.8
,,,2018-04-18 03:00:00, None, None,16,389.0,889.0, None, None,-2.9
,,,2018-04-18 04:00:00, None, None,16,389.0,889.0, None, None,-4.8
,,,2018-04-18 05:00:00, None, None,16,389.0,890.0, None, None,-5.7
,,,2018-04-18 06:00:00, None, None,16,389.0,890.0, None, None,-6.3
,,,2018-04-18 07:00:00, None, None,16,389.0,890.0, None, None,-7.6
,,,2018-04-18 08:00:00, None, None,16,389.0,890.0, None, None,-8.1
,,,2018-04-18 09:00:00, None, None,16,390.0,890.0, None, None,-9.0
,,,2018-04-18 10:00:00, None, None,16,390.0,890.0, None, None,-9.2
,,,2018-04-18 11:00:00, None, None,16,390.0,890.0, None, None,-9.5
,,,2018-04-18 12:00:00, None, None,16,390.0,890.0, None, None,-9.9
,,,2018-04-18 13:00:00, None, None,16,390.0,890.0, None, None,-9.6
,,,2018-04-18 14:00:00, None, None,16,390.0,890.0, None, None,-8.9
,,,2018-04-18 15:00:00, None, None,16,390.0,890.0, None, None,-6.3
,,,2018-04-18 16:00:00, None, None,16,390.0,890.0, 0.0, None,-3.6
,,,2018-04-18 17:00:00, None, None,16,389.0,890.0, None, None,-1.3
,,,2018-04-18 18:00:00, None, None,16,389.0,889.0, None, None,1.8
,,,2018-04-18 19:00:00, None, None,16,389.0,889.0, None, None,1.3
,,,2018-04-18 20:00:00, None, None,16,389.0,889.0, None, None,1.7
,,,2018-04-18 21:00:00, None, None,16,389.0,889.0, None, None,2.1
,,,2018-04-18 22:00:00, None, None,16,388.0,889.0, None, None,2.1
,,,2018-04-18 23:00:00, None, None,16,389.0,889.0, None, None,2.4
,,,2018-04-19 00:00:00, None, None,16,389.0,889.0, None, None,1.8
,,,2018-04-19 01:00:00, None, None,16,389.0,889.0, None, None,1.5
,,,2018-04-19 02:00:00, None, None,16,389.0,889.0, None, None,0.6
,,,2018-04-19 03:00:00, None, None,16,389.0,889.0, None, None,-1.0
,,,2018-04-19 04:00:00, None, None,16,389.0,889.0, None, None,-2.4
,,,2018-04-19 05:00:00, None, None,16,389.0,889.0, None, None,-4.0
,,,2018-04-19 06:00:00, None, None,16,390.0,889.0, None, None,-5.1
,,,2018-04-19 07:00:00, None, None,16,390.0,889.0, None, None,-6.3
,,,2018-04-19 08:00:00, None, None,16,390.0,889.0, None, None,-6.9
,,,2018-04-19 09:00:00, None, None,16,390.0,890.0, None, None,-7.5
,,,2018-04-19 10:00:00, None, None,16,390.0,889.0, None, None,-7.7
,,,2018-04-19 11:00:00, None, None,16,390.0,890.0, None, None,-7.9
,,,2018-04-19 12:00:00, None, None,16,389.0,890.0, None, None,-8.1
,,,2018-04-19 13:00:00, None, None,16,390.0,890.0, None, None,-8.2
,,,2018-04-19 14:00:00, None, None,16,390.0,890.0, None, None,-7.5
,,,2018-04-19 15:00:00, None, None,16,389.0,890.0, None, None,-4.6
,,,2018-04-19 16:00:00, None, None,16,389.0,889.0, 0.0, None,-1.7
,,,2018-04-19 17:00:00, None, None,16,389.0,889.0, None, None,1.5
,,,2018-04-19 18:00:00, None, None,16,389.0,889.0, None, None,3.8
,,,2018-04-19 19:00:00, None, None,16,389.0,889.0, None, None,5.6
,,,2018-04-19 20:00:00, None, None,16,389.0,889.0, None, None,6.6
,,,2018-04-19 21:00:00, None, None,16,388.0,889.0, None, None,6.6
,,,2018-04-19 22:00:00, None, None,16,388.0,889.0, None, None,5.6
,,,2018-04-19 23:00:00, None, None,16,388.0,889.0, None, None,7.2
,,,2018-04-20 00:00:00, None, None,16,388.0,889.0, None, None,7.4
,,,2018-04-20 01:00:00, None, None,16,388.0,889.0, None, None,5.5
,,,2018-04-20 02:00:00, None, None,16,389.0,889.0, None, None,3.3
,,,2018-04-20 03:00:00, None, None,16,389.0,889.0, None, None,0.3
,,,2018-04-20 04:00:00, None, None,16,389.0,889.0, None, None,-1.5
,,,2018-04-20 05:00:00, None, None,16,389.0,889.0, None, None,-2.9
,,,2018-04-20 06:00:00, None, None,16,389.0,890.0, None, None,-2.8
,,,2018-04-20 07:00:00, None, None,16,389.0,890.0, None, None,-2.0
,,,2018-04-20 08:00:00, None, None,16,389.0,890.0, None, None,-1.8
,,,2018-04-20 09:00:00, None, None,16,389.0,890.0, None, None,-2.4
