wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
51.0, None, None,0.0, None,2.1, None,-9.1, None, None, None,92.0,2018-02-26 00:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, None, None,0.0, None,2.7, None,-9.5, None, None, None,93.0,2018-02-26 01:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0, None, None,0.0, None,2.5, None,-9.3, None, None, None,94.0,2018-02-26 02:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0, None, None,0.0, None,4.2, None,-9.0, None, None, None,91.0,2018-02-26 03:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0, None, None,0.0, None,2.9, None,-11.5, None, None, None,88.0,2018-02-26 04:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0, None, None,0.0, None,4.2, None,-12.8, None, None, None,87.0,2018-02-26 05:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0, None, None,0.0, None,3.3, None,-13.6, None, None, None,87.0,2018-02-26 06:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0, None, None,0.0, None,1.9, None,-13.2, None, None, None,89.0,2018-02-26 07:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, None, None,0.0, None,2.4, None,-9.0, None, None, None,92.0,2018-02-26 08:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, None, None,0.0, None,3.6, None,-4.8, None, None, None,79.0,2018-02-26 09:00:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
