AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
-7.3, 2.1, -10.0, 1012.0,2023-03-12 00:00:00, 279.0, -0.2,11
-7.2, None, None, 1012.0,2023-03-12 00:15:00, 281.0, None,11
-7.1, None, None, 1012.0,2023-03-12 00:30:00, 281.0, None,11
-7.1, None, None, 1012.0,2023-03-12 00:45:00, 281.0, None,11
-7.2, None, None, 1012.0,2023-03-12 01:00:00, 281.0, None,11
-7.2, None, None, 1013.1,2023-03-12 01:15:00, 281.0, None,11
-7.3, None, None, 1013.1,2023-03-12 01:30:00, 281.0, None,11
-7.3, None, None, 1013.1,2023-03-12 01:45:00, 281.0, None,11
-7.3, None, None, 1013.1,2023-03-12 03:00:00, 281.0, None,11
-7.3, None, None, 1013.1,2023-03-12 03:15:00, 281.0, None,11
-7.4, None, None, 1013.1,2023-03-12 03:30:00, 281.0, None,11
-7.8, None, None, 1013.1,2023-03-12 03:45:00, 281.0, None,11
-8.2, None, None, 1013.1,2023-03-12 04:00:00, 281.0, None,11
-8.9, None, None, 1013.1,2023-03-12 04:15:00, 281.0, None,11
-9.3, None, None, 1013.1,2023-03-12 04:30:00, 280.0, None,11
-9.5, None, None, 1013.1,2023-03-12 04:45:00, 281.0, None,11
-9.6, None, None, 1013.1,2023-03-12 05:00:00, 281.0, None,11
-9.9, None, None, 1013.1,2023-03-12 05:15:00, 281.0, None,11
-10.0, None, None, 1013.1,2023-03-12 05:30:00, 281.0, None,11
-9.9, None, None, 1013.1,2023-03-12 05:45:00, 281.0, None,11
-9.2, None, None, 1013.1,2023-03-12 06:00:00, 280.0, None,11
-8.5, None, None, 1013.1,2023-03-12 06:15:00, 280.0, None,11
-8.4, None, None, 1013.1,2023-03-12 06:30:00, 280.0, None,11
-8.2, None, None, 1014.1,2023-03-12 06:45:00, 280.0, None,11
-8.2, None, None, 1014.1,2023-03-12 07:00:00, 279.0, None,11
-8.9, None, None, 1014.1,2023-03-12 07:15:00, 279.0, None,11
-8.5, None, None, 1014.1,2023-03-12 07:30:00, 280.0, None,11
-7.8, None, None, 1014.1,2023-03-12 07:45:00, 279.0, None,11
