pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
10.8,2.9,1.7, 0.1, 0.0,3.1,92.0,2022-11-05 00:00:00,2.0,45
11.2,2.1,1.7, 0.4, 0.0,3.4,87.0,2022-11-05 01:00:00,0.0,45
11.2,2.0,1.4, 0.1, 0.0,3.4,66.0,2022-11-05 02:00:00,-3.0,45
10.9,1.4,1.1, 0.0, 0.0,3.4,57.0,2022-11-05 03:00:00,-7.0,45
10.5,1.1,1.0, 0.0, 0.0,3.4,50.0,2022-11-05 04:00:00,-8.0,45
9.8,0.1,0.1, 0.0, 0.0,3.4,64.0,2022-11-05 05:00:00,-6.0,45
9.0,0.2,-0.1, 0.0, 0.0,3.4,64.0,2022-11-05 06:00:00,-6.0,45
8.3,-0.5,-0.6, 0.1, 0.0,0.2,72.0,2022-11-05 07:00:00,-4.0,45
7.8,-1.1,-1.1, 0.0, 0.0,0.2,71.0,2022-11-05 08:00:00,-5.0,45
7.6,-0.6,-1.3, 0.0, 0.0,0.2,75.0,2022-11-05 09:00:00,-4.0,45
7.3,-0.4,-1.3, 0.0, 0.0,0.2,71.0,2022-11-05 10:00:00,-5.0,45
7.9,-1.8,-1.8, 1.1, 1.0,0.2,93.0,2022-11-05 11:00:00,-3.0,45
8.4,-1.6,-2.1, 1.2, 1.0,0.2,90.0,2022-11-05 12:00:00,-3.0,45
7.7,-0.8,-2.1, 0.0, 0.0,0.2,92.0,2022-11-05 13:00:00,-1.0,45
6.6,0.0,-2.1, 0.1, 0.0,0.8,78.0,2022-11-05 14:00:00,-3.0,45
5.9,-0.4,-2.1, 0.0, 0.0,0.8,74.0,2022-11-05 15:00:00,-4.0,45
5.0,-0.2,-2.1, 0.0, 0.0,0.8,77.0,2022-11-05 16:00:00,-3.0,45
4.4,-0.3,-2.1, 0.0, 0.0,0.8,71.0,2022-11-05 17:00:00,-5.0,45
4.4,-1.8,-2.1, 0.1, 0.0,0.8,82.0,2022-11-05 18:00:00,-4.0,45
4.4,-3.0,-3.0, 0.0, 0.0,-1.8,89.0,2022-11-05 19:00:00,-4.0,45
3.9,-3.6,-3.7, 0.0, 0.0,-1.8,91.0,2022-11-05 20:00:00,-5.0,45
3.3,-4.0,-4.0, 0.0, 0.0,-1.8,89.0,2022-11-05 21:00:00,-5.0,45
3.0,-4.2,-4.3, 0.0, 0.0,-1.8,88.0,2022-11-05 22:00:00,-6.0,45
2.7,-4.8,-4.8, 0.0, 0.0,-1.8,91.0,2022-11-05 23:00:00,-6.0,45
2.7,-4.8,-4.9, 0.0, 0.0,-1.8,93.0,2022-11-06 00:00:00,-6.0,45
None,-5.6,-5.6, 0.0, 0.0,-1.8,92.0,2022-11-06 02:00:00,-7.0,45
None,-5.7,-5.8, 0.0, 0.0,-1.8,91.0,2022-11-06 03:00:00,-7.0,45
None,-6.2,-6.2, 0.0, 0.0,-1.8,90.0,2022-11-06 04:00:00,-7.0,45
None,-5.9,-6.3, 0.1, 0.0,-1.8,90.0,2022-11-06 05:00:00,-7.0,45
None,-5.8,-6.3, 0.0, 0.0,-1.8,87.0,2022-11-06 06:00:00,-7.0,45
None,-5.7,-5.9, 0.0, 0.0,-5.6,88.0,2022-11-06 07:00:00,-7.0,45
None,-5.6,-5.9, None, None,-5.6,87.0,2022-11-06 08:00:00,-7.0,45
