air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
7.9,7.3,2022-11-05 00:00:00,13.3,45
8.0,7.3,2022-11-05 01:00:00,13.3,45
7.5,7.3,2022-11-05 02:00:00,13.3,45
7.3,7.3,2022-11-05 03:00:00,13.3,45
6.9,6.9,2022-11-05 04:00:00,13.3,45
7.2,6.9,2022-11-05 05:00:00,13.3,45
6.8,6.8,2022-11-05 06:00:00,13.3,45
7.0,6.8,2022-11-05 07:00:00,7.2,45
6.3,5.4,2022-11-05 08:00:00,7.2,45
6.7,5.4,2022-11-05 09:00:00,7.2,45
6.4,5.4,2022-11-05 10:00:00,7.2,45
6.6,5.4,2022-11-05 11:00:00,7.2,45
7.0,5.4,2022-11-05 12:00:00,7.2,45
7.1,5.4,2022-11-05 13:00:00,7.5,45
7.8,5.4,2022-11-05 14:00:00,7.9,45
8.5,5.4,2022-11-05 15:00:00,8.6,45
8.1,5.4,2022-11-05 16:00:00,8.8,45
8.7,5.4,2022-11-05 17:00:00,8.8,45
6.8,5.4,2022-11-05 18:00:00,8.8,45
6.6,6.5,2022-11-05 20:00:00,6.9,45
5.2,4.8,2022-11-05 22:00:00,6.9,45
5.0,4.4,2022-11-05 23:00:00,6.9,45
4.9,4.4,2022-11-06 02:00:00,6.9,45
2.7,2.7,2022-11-06 04:00:00,6.9,45
3.2,2.4,2022-11-06 05:00:00,6.9,45
2.5,2.4,2022-11-06 06:00:00,6.9,45
2.8,2.3,2022-11-06 07:00:00,3.3,45
3.5,2.3,2022-11-06 08:00:00,3.7,45
2.6,1.8,2022-11-06 09:00:00,3.7,45
1.8,1.5,2022-11-06 13:00:00,3.7,45
1.9,1.0,2022-11-06 14:00:00,3.7,45
2.8,1.0,2022-11-06 17:00:00,3.7,45
2.3,1.0,2022-11-06 18:00:00,3.7,45
3.5,2.0,2022-11-06 19:00:00,3.5,45
3.0,2.0,2022-11-06 21:00:00,4.2,45
3.4,2.0,2022-11-06 23:00:00,5.3,45
4.1,2.0,2022-11-07 00:00:00,5.3,45
2.5,2.3,2022-11-07 08:00:00,3.3,45
2.6,2.1,2022-11-07 09:00:00,3.3,45
2.5,2.1,2022-11-07 10:00:00,3.3,45
2.2,2.1,2022-11-07 11:00:00,3.3,45
2.9,2.1,2022-11-07 12:00:00,3.3,45
3.7,2.1,2022-11-07 13:00:00,3.9,45
3.7,2.1,2022-11-07 14:00:00,3.9,45
3.7,2.1,2022-11-07 15:00:00,3.9,45
3.7,2.1,2022-11-07 16:00:00,3.9,45
3.3,2.1,2022-11-07 17:00:00,3.9,45
2.9,2.1,2022-11-07 18:00:00,3.9,45
2.6,2.6,2022-11-07 19:00:00,2.9,45
2.6,2.5,2022-11-07 20:00:00,2.9,45
2.3,2.3,2022-11-07 21:00:00,2.9,45
0.8,0.8,2022-11-07 22:00:00,2.9,45
0.3,0.0,2022-11-07 23:00:00,2.9,45
0.6,0.0,2022-11-08 00:00:00,2.9,45
0.5,0.0,2022-11-08 01:00:00,2.9,45
1.0,0.0,2022-11-08 02:00:00,2.9,45
1.3,0.0,2022-11-08 03:00:00,2.9,45
1.8,0.0,2022-11-08 04:00:00,2.9,45
0.4,0.0,2022-11-08 05:00:00,2.9,45
0.9,0.0,2022-11-08 06:00:00,2.9,45
0.8,0.6,2022-11-08 07:00:00,1.1,45
1.2,0.6,2022-11-08 08:00:00,1.2,45
2.3,0.6,2022-11-08 09:00:00,2.3,45
3.0,0.6,2022-11-08 10:00:00,3.1,45
3.3,0.6,2022-11-08 11:00:00,3.8,45
3.9,0.6,2022-11-08 12:00:00,4.2,45
5.4,0.6,2022-11-08 13:00:00,5.5,45
6.5,0.6,2022-11-08 14:00:00,6.5,45
7.2,0.6,2022-11-08 15:00:00,7.6,45
5.8,0.6,2022-11-08 16:00:00,7.8,45
4.4,0.6,2022-11-08 17:00:00,7.8,45
3.8,0.6,2022-11-08 18:00:00,7.8,45
3.4,3.3,2022-11-08 19:00:00,4.1,45
3.1,3.1,2022-11-08 20:00:00,4.1,45
2.0,2.0,2022-11-08 21:00:00,4.1,45
1.7,1.7,2022-11-08 22:00:00,4.1,45
1.5,1.4,2022-11-08 23:00:00,4.1,45
1.2,1.0,2022-11-09 01:00:00,4.1,45
0.6,0.6,2022-11-09 02:00:00,4.1,45
0.0,-0.1,2022-11-09 03:00:00,4.1,45
0.1,-0.1,2022-11-09 04:00:00,4.1,45
0.0,-0.2,2022-11-09 05:00:00,4.1,45
-0.3,-0.3,2022-11-09 06:00:00,4.1,45
-0.5,-0.7,2022-11-09 07:00:00,-0.2,45
-0.2,-0.7,2022-11-09 08:00:00,-0.1,45
0.6,-0.7,2022-11-09 09:00:00,0.6,45
2.3,-0.7,2022-11-09 10:00:00,2.3,45
4.1,-0.7,2022-11-09 11:00:00,4.2,45
3.2,-0.7,2022-11-09 12:00:00,4.6,45
4.7,-0.7,2022-11-09 13:00:00,6.1,45
6.5,-0.7,2022-11-09 14:00:00,7.0,45
5.7,-0.7,2022-11-09 15:00:00,7.1,45
4.2,-0.7,2022-11-09 16:00:00,7.1,45
3.6,-0.7,2022-11-09 17:00:00,7.1,45
3.8,-0.7,2022-11-09 18:00:00,7.1,45
3.7,3.7,2022-11-09 19:00:00,3.9,45
3.3,3.3,2022-11-09 20:00:00,3.9,45
2.5,2.5,2022-11-09 21:00:00,3.9,45
2.2,1.9,2022-11-09 22:00:00,3.9,45
2.3,1.9,2022-11-09 23:00:00,3.9,45
2.3,1.9,2022-11-10 00:00:00,3.9,45
2.2,1.9,2022-11-10 01:00:00,3.9,45
2.3,1.9,2022-11-10 02:00:00,3.9,45
2.5,1.9,2022-11-10 03:00:00,3.9,45
3.4,1.9,2022-11-10 04:00:00,3.9,45
3.3,1.9,2022-11-10 05:00:00,3.9,45
2.9,1.9,2022-11-10 06:00:00,3.9,45
2.6,2.5,2022-11-10 07:00:00,2.9,45
2.9,2.5,2022-11-10 08:00:00,2.9,45
2.9,2.5,2022-11-10 09:00:00,3.0,45
3.3,2.5,2022-11-10 10:00:00,3.3,45
3.6,2.5,2022-11-10 11:00:00,3.6,45
3.7,2.5,2022-11-10 12:00:00,3.7,45
4.0,2.5,2022-11-10 13:00:00,4.0,45
4.4,2.5,2022-11-10 14:00:00,4.4,45
4.6,2.5,2022-11-10 15:00:00,4.6,45
4.6,2.5,2022-11-10 16:00:00,4.6,45
4.3,2.5,2022-11-10 17:00:00,4.6,45
4.2,2.5,2022-11-10 18:00:00,4.6,45
4.0,4.0,2022-11-10 19:00:00,4.2,45
3.8,3.8,2022-11-10 20:00:00,4.2,45
3.7,3.7,2022-11-10 21:00:00,4.2,45
3.4,3.4,2022-11-10 22:00:00,4.2,45
3.9,3.3,2022-11-10 23:00:00,4.2,45
3.0,3.0,2022-11-11 00:00:00,4.2,45
3.3,3.0,2022-11-11 01:00:00,4.2,45
3.2,3.0,2022-11-11 02:00:00,4.2,45
3.3,3.0,2022-11-11 03:00:00,4.2,45
2.9,2.9,2022-11-11 04:00:00,4.2,45
2.9,2.7,2022-11-11 05:00:00,4.2,45
2.8,2.6,2022-11-11 06:00:00,4.2,45
2.7,2.7,2022-11-11 07:00:00,2.9,45
2.7,2.6,2022-11-11 08:00:00,2.9,45
2.8,2.5,2022-11-11 09:00:00,2.9,45
3.2,2.5,2022-11-11 10:00:00,3.2,45
3.5,2.5,2022-11-11 11:00:00,3.5,45
4.1,2.5,2022-11-11 12:00:00,4.3,45
4.6,2.5,2022-11-11 13:00:00,4.6,45
5.4,2.5,2022-11-11 14:00:00,5.5,45
6.0,2.5,2022-11-11 15:00:00,6.3,45
5.6,2.5,2022-11-11 16:00:00,6.3,45
5.0,2.5,2022-11-11 17:00:00,6.3,45
5.3,2.5,2022-11-11 18:00:00,6.3,45
5.2,5.0,2022-11-11 19:00:00,5.3,45
4.7,4.7,2022-11-11 20:00:00,5.3,45
4.4,4.4,2022-11-11 21:00:00,5.3,45
4.1,4.1,2022-11-11 22:00:00,5.3,45
3.8,3.8,2022-11-11 23:00:00,5.3,45
