max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
-4.2, None, None, None, None,-6.1, -6.1, 0.0, None,0.0,2022-11-05 00:00:00,128.0, None,45
-4.2, None, None, None, None,-5.5, -6.1, 0.0, None,0.0,2022-11-05 01:00:00,128.0, None,45
-4.2, None, None, None, None,-5.6, -6.1, 0.0, None,0.0,2022-11-05 02:00:00,128.0, None,45
-4.2, None, None, None, None,-5.9, -6.1, 0.0, None,-1.0,2022-11-05 03:00:00,127.0, None,45
-4.2, None, None, None, None,-5.8, -6.1, 0.0, None,0.0,2022-11-05 04:00:00,127.0, None,45
-4.2, None, None, None, None,-5.6, -6.1, 0.0, None,0.0,2022-11-05 05:00:00,127.0, None,45
-4.2, None, None, None, None,-5.6, -6.1, 0.0, None,-3.0,2022-11-05 06:00:00,124.0, None,45
-5.6, None, None, None, None,-5.8, -5.8, 0.0, None,0.0,2022-11-05 07:00:00,124.0, None,45
-5.6, None, None, None, None,-6.0, -6.0, 0.0, None,2.0,2022-11-05 08:00:00,126.0, None,45
-5.6, None, None, None, None,-6.3, -6.3, 0.0, None,-1.0,2022-11-05 09:00:00,125.0, None,45
-5.6, None, None, None, None,-5.9, -6.4, 0.0, None,-1.0,2022-11-05 10:00:00,124.0, None,45
-5.4, None, None, None, None,-5.4, -6.4, 0.0, None,0.0,2022-11-05 11:00:00,124.0, None,45
-3.8, None, None, None, None,-3.8, -6.4, 0.0, None,-1.0,2022-11-05 12:00:00,123.0, None,45
-2.9, None, None, None, None,-3.2, -6.4, 0.0, None,-1.0,2022-11-05 13:00:00,122.0, None,45
-2.9, None, None, None, None,-3.3, -6.4, 0.0, None,2.0,2022-11-05 14:00:00,124.0, None,45
-2.9, None, None, None, None,-4.6, -6.4, 0.0, None,-2.0,2022-11-05 15:00:00,122.0, None,45
-2.9, None, None, None, None,-5.8, -6.4, 0.0, None,5.0,2022-11-05 16:00:00,127.0, None,45
-2.9, None, None, None, None,-6.4, -6.4, 0.0, None,3.0,2022-11-05 17:00:00,129.0, None,45
-2.9, None, None, None, None,-6.7, -6.8, 0.0, None,1.0,2022-11-05 18:00:00,130.0, None,45
-6.6, None, None, None, None,-6.7, -6.8, 0.0, None,0.0,2022-11-05 19:00:00,130.0, None,45
-6.6, None, None, None, None,-7.0, -7.1, 0.0, None,1.0,2022-11-05 21:00:00,132.0, None,45
-6.6, None, None, None, None,-7.3, -7.4, 0.0, None,-1.0,2022-11-05 22:00:00,131.0, None,45
-6.6, None, None, None, None,-7.8, -7.8, 0.0, None,0.0,2022-11-05 23:00:00,131.0, None,45
-6.6, None, None, None, None,-8.1, -8.2, 0.0, None,-1.0,2022-11-06 00:00:00,131.0, None,45
-6.6, None, None, None, None,-9.0, -9.1, 0.0, None,0.0,2022-11-06 02:00:00,131.0, None,45
-6.6, None, None, None, None,-10.5, -10.6, 0.0, None,0.0,2022-11-06 04:00:00,130.0, None,45
-6.6, None, None, None, None,-11.0, -11.1, 0.0, None,0.0,2022-11-06 05:00:00,129.0, None,45
-6.6, None, None, None, None,-11.5, -11.6, 0.0, None,0.0,2022-11-06 06:00:00,129.0, None,45
-11.5, None, None, None, None,-12.6, -12.6, 0.0, None,0.0,2022-11-06 07:00:00,129.0, None,45
-11.5, None, None, None, None,-13.2, -13.2, 0.0, None,0.0,2022-11-06 08:00:00,129.0, None,45
-11.5, None, None, None, None,-12.5, -13.3, 0.0, None,-1.0,2022-11-06 09:00:00,128.0, None,45
-10.7, None, None, None, None,-10.8, -13.3, 0.0, None,-1.0,2022-11-06 11:00:00,126.0, None,45
-10.5, None, None, None, None,-11.2, -13.3, 0.0, None,0.0,2022-11-06 12:00:00,126.0, None,45
-9.8, None, None, None, None,-11.9, -13.3, 0.0, None,0.0,2022-11-06 13:00:00,126.0, None,45
-9.8, None, None, None, None,-11.7, -13.3, 0.0, None,0.0,2022-11-06 14:00:00,126.0, None,45
-9.8, None, None, None, None,-12.5, -13.3, 0.0, None,0.0,2022-11-06 15:00:00,126.0, None,45
-9.8, None, None, None, None,-13.0, -13.3, 0.0, None,0.0,2022-11-06 16:00:00,126.0, None,45
-9.8, None, None, None, None,-13.6, -13.6, 0.0, None,0.0,2022-11-06 17:00:00,126.0, None,45
-9.8, None, None, None, None,-14.0, -14.0, 0.0, None,0.0,2022-11-06 18:00:00,126.0, None,45
-14.0, None, None, None, None,-14.3, -14.3, 0.0, None,0.0,2022-11-06 19:00:00,126.0, None,45
-14.0, None, None, None, None,-14.5, -14.6, 0.0, None,0.0,2022-11-06 20:00:00,125.0, None,45
-14.0, None, None, None, None,-14.7, -14.8, 0.0, None,0.0,2022-11-06 21:00:00,125.0, None,45
-14.0, None, None, None, None,-15.3, -15.3, 0.0, None,0.0,2022-11-06 23:00:00,125.0, None,45
-14.0, None, None, None, None,-15.4, -15.4, 0.0, None,0.0,2022-11-07 00:00:00,124.0, None,45
