CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-4.61, 95.7, -4.6, 96.0, None, 23.34, None, 218.3, 29.16, -4.6, -7.1, None, None, -5.0,2022-11-05 00:00:00,45
-5.412, 89.1, -4.4, 89.0, None, 19.37, None, 235.3, 67.85, -5.4, -7.1, None, None, -7.0,2022-11-05 01:00:00,45
-6.195, 94.0, -4.4, 94.0, None, 19.56, None, 233.7, 68.21, -6.2, -7.1, None, None, -7.0,2022-11-05 02:00:00,45
-6.686, 93.5, -4.4, 94.0, None, 20.73, None, 236.5, 51.06, -6.7, -7.1, None, None, -8.0,2022-11-05 03:00:00,45
-7.522, 92.6, -4.4, 93.0, None, 20.29, None, 251.2, 27.37, -7.5, -7.7, None, None, -8.0,2022-11-05 04:00:00,45
-8.91, 91.5, -4.4, 92.0, None, 19.84, None, 238.2, 36.87, -8.9, -9.0, None, None, -10.0,2022-11-05 05:00:00,45
-10.62, 89.9, -4.4, 90.0, None, 19.8, None, 236.2, 40.37, -10.6, -10.5, None, None, -12.0,2022-11-05 06:00:00,45
-11.89, 88.9, -10.5, 89.0, None, 21.5, None, 230.9, 47.27, -11.9, -12.0, None, None, -13.0,2022-11-05 07:00:00,45
-13.03, 86.9, -10.5, 87.0, None, 23.64, None, 234.5, 49.46, -13.0, -13.1, None, None, -14.0,2022-11-05 08:00:00,45
-13.6, 80.7, -10.5, 81.0, None, 20.24, None, 222.1, 50.83, -13.6, -13.6, None, None, -16.0,2022-11-05 09:00:00,45
-13.5, 77.97, -10.5, 78.0, None, 27.23, None, 233.6, 42.05, -13.5, -13.6, None, None, -16.0,2022-11-05 10:00:00,45
-13.36, 74.6, -10.5, 75.0, None, 25.58, None, 238.4, 34.34, -13.4, -13.6, None, None, -16.0,2022-11-05 11:00:00,45
-13.27, 80.0, -10.5, 80.0, None, 23.56, None, 247.2, 26.61, -13.3, -13.6, None, None, -16.0,2022-11-05 12:00:00,45
-13.16, 85.7, -10.5, 86.0, None, 21.15, None, 240.2, 25.23, -13.2, -13.6, None, None, -15.0,2022-11-05 13:00:00,45
-13.12, 85.1, -10.5, 85.0, None, 19.39, None, 243.0, 21.62, -13.1, -13.6, None, None, -15.0,2022-11-05 14:00:00,45
-12.96, 86.7, -10.5, 87.0, None, 17.63, None, 244.6, 14.62, -13.0, -13.6, None, None, -15.0,2022-11-05 15:00:00,45
-12.75, 86.0, -10.5, 86.0, None, 16.46, None, 241.3, 10.58, -12.8, -13.6, None, None, -14.0,2022-11-05 16:00:00,45
-13.43, 87.2, -10.5, 87.0, None, 17.98, None, 235.9, 13.77, -13.4, -13.6, None, None, -15.0,2022-11-05 17:00:00,45
-13.55, 87.3, -10.5, 87.0, None, 21.32, None, 231.1, 17.87, -13.6, -13.6, None, None, -15.0,2022-11-05 18:00:00,45
-13.85, 86.9, -13.5, 87.0, None, 17.06, None, 234.5, 13.16, -13.9, -13.9, None, None, -15.0,2022-11-05 19:00:00,45
