CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -2.421, 100.0, None, None, None, None, 0.0, None, 40.1, 0.0, -2.0, None, -2.4, -2.4, None, None, None, None, 2.4, None, None, 100.0, None,2022-11-05 00:00:00, None, None,45
None, -4.932, 92.2, None, None, None, None, 0.0, None, 47.02, 0.0, -6.0, None, -4.9, -4.9, None, None, None, None, 2.4, None, None, 92.0, None,2022-11-05 01:00:00, None, None,45
None, -6.017, 99.9, None, None, None, None, 0.0, None, 47.89, 0.0, -6.0, None, -6.0, -6.1, None, None, None, None, 2.4, None, None, 100.0, None,2022-11-05 02:00:00, None, None,45
None, -5.828, 100.0, None, None, None, None, 0.0, None, 30.1, 0.0, -6.0, None, -5.8, -6.1, None, None, None, None, 2.4, None, None, 100.0, None,2022-11-05 03:00:00, None, None,45
None, -6.145, 100.0, None, None, None, None, 0.0, None, 20.65, 0.0, -6.0, None, -6.1, -6.3, None, None, None, None, 2.4, None, None, 100.0, None,2022-11-05 04:00:00, None, None,45
None, -6.555, 99.9, None, None, None, None, 0.0, None, 16.73, 0.0, -7.0, None, -6.6, -6.5, None, None, None, None, 2.4, None, None, 100.0, None,2022-11-05 05:00:00, None, None,45
None, -6.572, 100.0, None, None, None, None, 0.0, None, 14.56, 0.0, -7.0, None, -6.6, -6.7, None, None, None, None, 2.4, None, None, 100.0, None,2022-11-05 06:00:00, None, None,45
None, -6.949, 99.9, None, None, None, None, 0.0, None, 16.57, 0.0, -7.0, None, -6.9, -7.0, None, None, None, None, -6.5, None, None, 100.0, None,2022-11-05 07:00:00, None, None,45
None, -7.195, 99.6, None, None, None, None, 0.0, None, 17.37, 0.0, -7.0, None, -7.2, -7.3, None, None, None, None, -6.5, None, None, 100.0, None,2022-11-05 08:00:00, None, None,45
None, -7.18, 99.9, None, None, None, None, 0.0, None, 13.9, 0.0, -7.0, None, -7.2, -7.4, None, None, None, None, -6.5, None, None, 100.0, None,2022-11-05 09:00:00, None, None,45
