pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 0.319, 78.21, 1.7, 78.0, 16.62, 24.48, 324.0, -3.0, 0.3, -0.8, None, 0.0, -3.0, 684.9, 0.0,2022-11-05 00:00:00, 685.0,45
None, 0.202, 74.59, 1.7, 75.0, 20.28, 17.78, 334.9, -4.0, 0.2, -0.8, None, 0.0, -4.0, 685.7, 0.0,2022-11-05 01:00:00, 686.0,45
None, -0.9, 76.69, 1.7, 77.0, 56.49, 7.163, 348.7, -4.0, -0.9, -1.1, None, 0.0, -4.0, 686.6, 0.0,2022-11-05 02:00:00, 687.0,45
None, -1.726, 71.37, 1.7, 71.0, 28.02, 3.17, 323.5, -6.0, -1.7, -2.0, None, 0.0, -6.0, 687.2, 0.0,2022-11-05 03:00:00, 687.0,45
None, -2.728, 72.88, 1.7, 73.0, 15.0, 6.379, 310.4, -6.0, -2.7, -3.0, None, 0.0, -6.0, 687.6, 0.0,2022-11-05 04:00:00, 688.0,45
None, -2.751, 67.84, 1.7, 68.0, 21.58, 4.998, 304.7, -7.0, -2.8, -4.0, None, 0.0, -7.0, 688.0, 0.0,2022-11-05 05:00:00, 688.0,45
None, -4.075, 76.12, 1.7, 76.0, 52.66, 2.231, 334.5, -7.0, -4.1, -4.2, None, 0.0, -7.0, 688.4, 0.0,2022-11-05 06:00:00, 688.0,45
None, -4.056, 81.1, -2.8, 81.0, 29.64, 4.994, 268.7, -7.0, -4.1, -4.7, None, 0.0, -7.0, 689.0, 0.0,2022-11-05 07:00:00, 689.0,45
None, -2.146, 68.24, -1.5, 68.0, 18.28, 8.89, 292.0, -6.0, -2.1, -4.7, None, 0.0, -6.0, 689.3, 0.0,2022-11-05 08:00:00, 689.0,45
None, -2.561, 85.4, -1.5, 85.0, 12.82, 9.04, 314.1, -5.0, -2.6, -4.7, None, 0.0, -5.0, 689.9, 0.0,2022-11-05 09:00:00, 690.0,45
None, -2.681, 88.9, -1.5, 89.0, 75.23, 5.377, 253.4, -4.0, -2.7, -4.7, None, 0.0, -4.0, 690.2, 0.0,2022-11-05 10:00:00, 690.0,45
None, -2.816, 87.9, -1.5, 88.0, 39.74, 2.426, 94.7, -4.0, -2.8, -4.7, None, 0.0, -4.0, 690.6, 0.0,2022-11-05 11:00:00, 691.0,45
None, -1.126, 73.89, -0.2, 74.0, 62.34, 2.027, 87.3, -5.0, -1.1, -4.7, None, 0.0, -5.0, 690.9, 0.0,2022-11-05 12:00:00, 691.0,45
None, -1.253, 73.68, -0.2, 74.0, 50.34, 3.214, 84.3, -5.0, -1.3, -4.7, None, 0.0, -5.0, 691.1, 0.0,2022-11-05 13:00:00, 691.0,45
None, -0.758, 72.16, -0.2, 72.0, 29.44, 3.256, 94.4, -5.0, -0.8, -4.7, None, 0.0, -5.0, 691.2, 0.0,2022-11-05 14:00:00, 691.0,45
None, -2.28, 84.3, -0.2, 84.0, 58.25, 5.427, 317.0, -4.0, -2.3, -4.7, None, 0.0, -4.0, 691.6, 0.0,2022-11-05 15:00:00, 692.0,45
None, -1.735, 82.4, -0.2, 82.0, 76.25, 2.394, 105.3, -4.0, -1.7, -4.7, None, 0.0, -4.0, 691.8, 0.0,2022-11-05 16:00:00, 692.0,45
None, -3.443, 91.3, -0.2, 91.0, 32.48, 9.13, 20.32, -4.0, -3.4, -4.7, None, 0.0, -4.0, 692.2, 0.0,2022-11-05 17:00:00, 692.0,45
None, -3.474, 94.6, -0.2, 95.0, 49.27, 5.485, 352.1, -4.0, -3.5, -4.7, None, 0.0, -4.0, 692.6, 0.0,2022-11-05 18:00:00, 693.0,45
None, -3.946, 100.0, -3.5, 100.0, 54.2, 1.374, 159.9, -4.0, -3.9, -4.0, None, 0.0, -4.0, 692.8, 0.0,2022-11-05 19:00:00, 693.0,45
None, -4.451, 100.1, -3.5, 100.0, 35.57, 3.622, 203.5, -4.0, -4.5, -4.5, None, 0.0, -4.0, 692.9, 0.0,2022-11-05 20:00:00, 693.0,45
None, -4.965, 99.9, None, None, 15.64, 5.249, 231.8, None, None, None, None, None, -5.0, 693.0, None,2022-11-05 21:00:00, None,45
None, -5.624, 99.7, -3.5, 100.0, 22.06, 3.742, 220.5, -6.0, -5.6, -5.8, None, 0.0, -6.0, 693.1, 0.0,2022-11-05 22:00:00, 693.0,45
None, -5.435, 100.1, -3.5, 100.0, 18.62, 4.282, 208.6, -5.0, -5.4, -5.9, None, 0.0, -5.0, 693.1, 0.0,2022-11-05 23:00:00, 693.0,45
None, -5.693, 99.9, -3.5, 100.0, 29.07, 4.023, 200.3, -6.0, -5.7, -5.9, None, 0.0, -6.0, 693.3, 0.0,2022-11-06 00:00:00, 693.0,45
None, -5.496, 100.0, None, None, 23.07, 4.97, 202.6, None, None, None, None, None, -5.0, 693.2, None,2022-11-06 01:00:00, None,45
None, -5.837, 99.9, -3.5, 100.0, 43.61, 2.452, 212.8, -6.0, -5.8, -6.2, None, 0.0, -6.0, 693.2, 0.0,2022-11-06 02:00:00, 693.0,45
None, -6.072, 99.0, None, None, 46.52, 1.677, 45.37, None, None, None, None, None, -6.0, 693.0, None,2022-11-06 03:00:00, None,45
None, -6.28, 99.1, -3.5, 99.0, 52.83, 0.979, 50.32, -6.0, -6.3, -6.4, None, 0.0, -6.0, 693.0, 0.0,2022-11-06 04:00:00, 693.0,45
None, -6.185, 100.0, -3.5, 100.0, 26.67, 0.977, 355.4, -6.0, -6.2, -6.4, None, 0.0, -6.0, 692.7, 0.0,2022-11-06 05:00:00, 693.0,45
None, -6.718, 96.7, -3.5, 97.0, 16.51, 3.569, 359.2, -7.0, -6.7, -6.7, None, 0.0, -7.0, 692.5, 0.0,2022-11-06 06:00:00, 693.0,45
None, -6.086, 93.7, -6.1, 94.0, 20.25, 6.126, 30.23, -7.0, -6.1, -6.7, None, 0.0, -7.0, 692.4, 0.0,2022-11-06 07:00:00, 692.0,45
None, -5.624, 88.5, -5.4, 89.0, 23.28, 6.001, 59.36, -7.0, -5.6, -6.7, None, None, -7.0, 692.3, None,2022-11-06 08:00:00, 692.0,45
None, -4.821, 87.1, None, None, 18.19, 5.307, 31.69, None, None, None, None, None, -7.0, 692.0, None,2022-11-06 09:00:00, None,45
None, -4.351, 84.7, -4.4, 85.0, None, None, None, -7.0, -4.4, -6.7, None, None, -7.0, 691.8, None,2022-11-06 10:00:00, 692.0,45
None, -4.508, 96.1, -4.3, 96.0, None, None, None, -5.0, -4.5, -6.7, None, 0.0, -5.0, 691.6, None,2022-11-06 11:00:00, 692.0,45
None, None, None, -4.2, 92.0, None, None, None, -5.0, -4.3, -6.7, None, 0.0, None, None, 0.0,2022-11-06 13:00:00, 691.0,45
