pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -0.432, 93.7, 0.3, None, 32.53, 6.726, 326.8, -1.0, None, -0.4, -0.5, 990.2, 0.0, -1.0, 905.0, None, 0.0, 94.0,2022-11-05 00:00:00, None, 905.0,45
None, -0.554, 93.2, 0.3, None, 43.1, 4.48, 324.8, -1.0, None, -0.6, -0.6, 990.2, 0.0, -1.0, 905.0, None, 0.0, 93.0,2022-11-05 01:00:00, None, 905.0,45
None, -1.666, 96.8, 0.3, None, 39.49, 7.431, 354.4, -2.0, None, -1.7, -1.6, 992.5, 0.6, -2.0, 907.0, None, 0.0, 97.0,2022-11-05 02:00:00, None, 907.0,45
4.2, -2.994, 96.3, 0.3, None, 41.61, 5.069, 11.84, -4.0, None, -3.0, -3.1, 994.7, 0.7, -4.0, 909.0, None, 1.0, 96.0,2022-11-05 03:00:00, None, 909.0,45
4.5, -4.485, 89.3, 0.3, None, 58.13, 3.663, 354.2, -6.0, None, -4.5, -4.6, 996.0, 0.3, -6.0, 910.0, None, 0.0, 89.0,2022-11-05 04:00:00, None, 910.0,45
4.5, -5.117, 86.5, 0.3, None, 52.13, 4.628, 9.81, -7.0, None, -5.1, -5.2, 998.2, 0.0, -7.0, 912.0, None, 0.0, 87.0,2022-11-05 05:00:00, None, 912.0,45
4.5, -5.771, 87.0, 0.3, None, 45.89, 3.691, 4.405, -8.0, None, -5.8, -5.8, 999.4, 0.0, -8.0, 913.0, None, 0.0, 87.0,2022-11-05 06:00:00, None, 913.0,45
4.5, -6.559, 85.0, -5.8, None, 60.01, 3.128, 9.09, -9.0, None, -6.6, -6.5, 1001.7, 0.1, -9.0, 915.0, None, 0.0, 85.0,2022-11-05 07:00:00, None, 915.0,45
4.5, -7.574, 81.0, -5.8, None, 69.85, 2.869, 45.78, -10.0, None, -7.6, -7.6, 1002.8, 0.0, -10.0, 916.0, None, 0.0, 81.0,2022-11-05 08:00:00, None, 916.0,45
4.5, -8.2, 78.68, -5.8, None, 75.92, 3.669, 157.6, -11.0, None, -8.2, -8.2, 1004.0, 0.0, -11.0, 917.0, None, 0.0, 79.0,2022-11-05 09:00:00, None, 917.0,45
