wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
4.0, 16.5,135.0, 56.0,2021-07-16 00:00:00,29
2.2, 14.9,179.0, 60.0,2021-07-16 01:00:00,29
4.0, 15.0,110.0, 60.0,2021-07-16 02:00:00,29
6.5, 13.9,141.0, 63.0,2021-07-16 03:00:00,29
5.0, 13.8,176.0, 65.0,2021-07-16 04:00:00,29
2.5, 16.2,153.0, 60.0,2021-07-16 05:00:00,29
5.8, 20.0,150.0, 43.0,2021-07-16 06:00:00,29
9.0, 24.0,174.0, 34.0,2021-07-16 07:00:00,29
16.9, 27.9,176.0, 27.0,2021-07-16 08:00:00,29
19.8, 29.5,190.0, 24.0,2021-07-16 09:00:00,29
22.0, 30.6,176.0, 22.0,2021-07-16 10:00:00,29
29.2, 31.3,175.0, 20.0,2021-07-16 11:00:00,29
20.5, 32.6,228.0, 19.0,2021-07-16 12:00:00,29
18.0, 33.1,209.0, 17.0,2021-07-16 13:00:00,29
15.8, 33.3,229.0, 15.0,2021-07-16 14:00:00,29
15.1, 31.9,201.0, 20.0,2021-07-16 16:00:00,29
19.8, 31.1,184.0, 22.0,2021-07-16 17:00:00,29
13.3, 29.4,174.0, 25.0,2021-07-16 18:00:00,29
7.9, 26.0,133.0, 32.0,2021-07-16 19:00:00,29
8.6, 24.7,144.0, 34.0,2021-07-16 20:00:00,29
5.8, 23.1,135.0, 38.0,2021-07-16 21:00:00,29
6.8, 20.9,98.0, 44.0,2021-07-16 22:00:00,29
10.8, 20.9,139.0, 43.0,2021-07-16 23:00:00,29
8.6, 19.0,134.0, 50.0,2021-07-17 00:00:00,29
2.5, 17.6,98.0, 55.0,2021-07-17 01:00:00,29
4.7, 16.9,111.0, 57.0,2021-07-17 02:00:00,29
4.7, 14.6,99.0, 67.0,2021-07-17 03:00:00,29
3.6, 15.7,116.0, 62.0,2021-07-17 04:00:00,29
7.9, 17.8,132.0, 55.0,2021-07-17 05:00:00,29
8.6, 20.6,157.0, 46.0,2021-07-17 06:00:00,29
10.4, 24.4,158.0, 36.0,2021-07-17 07:00:00,29
21.2, 27.4,200.0, 24.0,2021-07-17 08:00:00,29
21.6, 28.4,201.0, 22.0,2021-07-17 09:00:00,29
20.2, 29.2,211.0, 21.0,2021-07-17 10:00:00,29
