air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
9.0, 8.5, 8.9, 99.0, 100.0, 0.0, 0.0, 14.0, 0.0,2021-07-16 00:00:00,29
8.7, 8.3, 8.7, 100.0, 99.0, 0.0, 0.0, 14.0, 0.0,2021-07-16 01:00:00,29
8.5, 8.1, 8.5, 100.0, 100.0, 0.0, 0.0, 12.0, 0.0,2021-07-16 02:00:00,29
None, 8.1, None, None, 100.0, None, None, None, 0.0,2021-07-16 03:00:00,29
8.1, 7.9, 8.1, 100.0, 100.0, 0.0, 0.0, 10.0, 0.0,2021-07-16 04:00:00,29
8.1, 8.4, 8.1, 100.0, 100.0, 0.0, 0.0, 4.0, 0.0,2021-07-16 05:00:00,29
7.9, 8.7, 7.9, 100.0, 100.0, 0.0, 0.0, 3.0, 0.0,2021-07-16 06:00:00,29
8.4, 9.3, 8.4, 100.0, 100.0, 0.0, 0.0, 4.0, 0.0,2021-07-16 07:00:00,29
8.7, 8.7, 8.7, 100.0, 100.0, 0.0, 0.0, 4.0, 0.0,2021-07-16 08:00:00,29
9.3, 10.3, 9.3, 100.0, 100.0, 0.0, 0.0, None, 0.0,2021-07-16 09:00:00,29
8.7, 10.4, 8.7, 100.0, 91.0, 0.0, 0.0, 7.0, 0.0,2021-07-16 10:00:00,29
10.3, 11.9, 10.3, 100.0, 90.0, 0.0, 0.0, 9.0, 0.0,2021-07-16 11:00:00,29
10.4, 11.8, 9.0, 91.0, 85.0, 0.0, 0.0, 8.0, 0.0,2021-07-16 12:00:00,29
11.9, 12.0, 10.3, 90.0, 86.0, 0.0, 0.0, 8.0, 0.0,2021-07-16 13:00:00,29
11.8, 11.8, 9.4, 85.0, 81.0, 0.0, 0.0, 10.0, 0.0,2021-07-16 14:00:00,29
None, 10.4, None, None, 91.0, None, None, None, 0.0,2021-07-16 15:00:00,29
None, 11.4, None, None, 83.0, None, None, None, 0.0,2021-07-16 16:00:00,29
10.4, None, 9.0, 91.0, None, None, 0.0, 7.0, None,2021-07-16 17:00:00,29
11.4, 9.0, 8.6, 83.0, 97.0, 0.0, 0.0, 8.0, 0.5,2021-07-16 18:00:00,29
None, 8.2, None, None, 99.0, None, None, None, 0.1,2021-07-16 19:00:00,29
9.0, 7.8, 8.5, 97.0, 99.0, None, 0.5, 7.0, 0.1,2021-07-16 20:00:00,29
8.2, 7.8, 8.1, 99.0, 98.0, None, 0.1, 10.0, 0.0,2021-07-16 21:00:00,29
7.8, 7.7, 7.7, 99.0, 97.0, None, 0.1, 11.0, 0.0,2021-07-16 22:00:00,29
None, 7.3, None, None, 99.0, None, None, None, 0.0,2021-07-16 23:00:00,29
7.7, 7.1, 7.3, 97.0, 99.0, None, 0.0, 11.0, 0.0,2021-07-17 00:00:00,29
7.3, 6.7, 7.2, 99.0, 100.0, None, 0.0, 13.0, 0.1,2021-07-17 01:00:00,29
7.1, 6.6, 7.0, 99.0, 100.0, None, 0.0, 10.0, 0.0,2021-07-17 02:00:00,29
None, 6.3, None, None, 100.0, None, None, None, 0.0,2021-07-17 03:00:00,29
6.6, 6.0, 6.6, 100.0, 100.0, None, 0.0, 10.0, 0.0,2021-07-17 04:00:00,29
6.3, 6.0, 6.3, 100.0, 100.0, None, 0.0, 8.0, 0.0,2021-07-17 05:00:00,29
None, 6.1, None, None, 100.0, None, None, None, 0.0,2021-07-17 06:00:00,29
6.0, 6.8, 6.0, 100.0, 100.0, None, 0.0, 7.0, 0.0,2021-07-17 07:00:00,29
6.1, 8.3, 6.1, 100.0, 98.0, None, 0.0, 7.0, 0.0,2021-07-17 08:00:00,29
6.8, 7.6, 6.8, 100.0, 97.0, None, 0.0, 9.0, 0.0,2021-07-17 09:00:00,29
8.3, 9.2, 8.0, 98.0, 88.0, None, 0.0, 8.0, 0.0,2021-07-17 10:00:00,29
7.6, 9.6, 7.2, 97.0, 81.0, None, 0.0, 7.0, 0.0,2021-07-17 11:00:00,29
9.2, 11.0, 7.3, 88.0, 72.0, None, 0.0, 8.0, 0.0,2021-07-17 12:00:00,29
9.6, 11.9, 6.5, 81.0, 77.0, None, 0.0, 11.0, 0.0,2021-07-17 13:00:00,29
11.0, 11.1, 6.2, 72.0, 84.0, None, 0.0, 9.0, 0.0,2021-07-17 14:00:00,29
11.9, 12.7, 8.0, 77.0, 79.0, None, 0.0, 8.0, 0.0,2021-07-17 15:00:00,29
11.1, 10.8, 8.5, 84.0, 86.0, None, 0.0, 8.0, 0.0,2021-07-17 16:00:00,29
None, 9.8, None, None, 90.0, None, None, None, 0.0,2021-07-17 17:00:00,29
None, 8.9, None, None, 93.0, None, None, None, 0.0,2021-07-17 18:00:00,29
9.8, 8.0, 8.2, 90.0, 98.0, 0.8, 0.0, 8.0, 0.0,2021-07-17 19:00:00,29
8.9, 7.4, 7.8, 93.0, 100.0, 0.3, 0.0, 8.0, 0.0,2021-07-17 20:00:00,29
None, 7.2, None, None, 100.0, None, None, None, 0.0,2021-07-17 21:00:00,29
7.4, 6.9, 7.4, 100.0, 100.0, 0.1, 0.0, 7.0, 0.0,2021-07-17 22:00:00,29
7.2, 6.9, 7.2, 100.0, 100.0, 0.1, 0.0, 7.0, 0.0,2021-07-17 23:00:00,29
6.9, 6.7, 6.9, 100.0, 100.0, 0.1, 0.0, 7.0, 0.0,2021-07-18 00:00:00,29
6.9, 6.6, 6.9, 100.0, 100.0, 0.1, 0.0, 7.0, 0.0,2021-07-18 01:00:00,29
6.7, 6.7, 6.7, 100.0, 100.0, 0.1, 0.0, 7.0, 0.0,2021-07-18 02:00:00,29
None, 6.5, None, None, 100.0, None, None, None, 0.0,2021-07-18 03:00:00,29
6.7, 6.7, 6.7, 100.0, 100.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 04:00:00,29
None, 7.4, None, None, 100.0, None, None, None, 0.0,2021-07-18 05:00:00,29
6.7, 7.4, 6.7, 100.0, 100.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 06:00:00,29
7.4, 7.9, 7.4, 100.0, 100.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 07:00:00,29
7.4, 8.6, 7.4, 100.0, 100.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 08:00:00,29
7.9, 9.6, 7.9, 100.0, 96.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 09:00:00,29
8.6, 10.1, 8.6, 100.0, 89.0, 0.0, 0.0, 9.0, 0.0,2021-07-18 10:00:00,29
9.6, 10.8, 9.0, 96.0, 88.0, 0.0, 0.0, 9.0, 0.0,2021-07-18 11:00:00,29
10.1, 12.1, 8.4, 89.0, 80.0, 0.0, 0.0, 9.0, 0.0,2021-07-18 12:00:00,29
None, 13.3, None, None, 78.0, None, None, None, 0.0,2021-07-18 13:00:00,29
12.1, 12.5, 8.8, 80.0, 80.0, 0.0, 0.0, 9.0, 0.0,2021-07-18 14:00:00,29
None, 12.7, None, None, 83.0, None, None, None, 0.0,2021-07-18 15:00:00,29
12.5, 12.5, 9.1, 80.0, 85.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 16:00:00,29
None, 12.8, None, None, 86.0, None, None, None, 0.0,2021-07-18 17:00:00,29
None, 11.4, None, None, 89.0, None, None, None, 0.0,2021-07-18 18:00:00,29
12.8, 10.3, 10.5, 86.0, 94.0, 0.0, 0.0, None, 0.0,2021-07-18 19:00:00,29
None, 8.5, None, None, 98.0, None, None, None, 0.0,2021-07-18 20:00:00,29
10.3, 8.7, 9.4, 94.0, 99.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 21:00:00,29
8.5, 8.0, 8.2, 98.0, 99.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 22:00:00,29
8.7, 7.9, 8.6, 99.0, 96.0, 0.0, 0.0, 8.0, 0.0,2021-07-18 23:00:00,29
8.0, 7.9, 7.9, 99.0, 91.0, 0.0, 0.0, 9.0, 0.0,2021-07-19 00:00:00,29
7.9, 7.7, 7.3, 96.0, 88.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 01:00:00,29
7.9, 7.9, 6.5, 91.0, 84.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 02:00:00,29
7.7, 8.2, 5.8, 88.0, 78.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 03:00:00,29
7.9, 8.5, 5.4, 84.0, 72.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 04:00:00,29
8.2, 8.7, 4.6, 78.0, 76.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 05:00:00,29
8.5, 11.7, 3.7, 72.0, 70.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 06:00:00,29
8.7, 14.0, 4.7, 76.0, 63.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 07:00:00,29
11.7, 14.4, 6.4, 70.0, 67.0, 0.0, 0.0, 8.0, 0.0,2021-07-19 08:00:00,29
14.0, 15.1, 7.1, 63.0, 63.0, 0.0, 0.0, 9.0, 0.0,2021-07-19 09:00:00,29
14.4, 16.0, 8.4, 67.0, 66.0, 0.0, 0.0, 10.0, 0.0,2021-07-19 10:00:00,29
None, 15.8, None, None, 68.0, None, None, None, 0.0,2021-07-19 11:00:00,29
16.0, 15.1, 9.7, 66.0, 70.0, 0.0, 0.0, 8.0, 0.0,2021-07-19 12:00:00,29
None, 15.1, None, None, 73.0, None, None, None, 0.0,2021-07-19 13:00:00,29
