WDIR_VECT,time,HUMIDITY,week_of_year
106.6,2022-08-13 00:00:00,73.1,33
90.3,2022-08-13 01:00:00,79.7,33
81.5,2022-08-13 02:00:00,81.1,33
79.8,2022-08-13 03:00:00,84.0,33
79.3,2022-08-13 04:00:00,90.4,33
95.1,2022-08-13 05:00:00,93.1,33
82.5,2022-08-13 06:00:00,91.6,33
109.1,2022-08-13 07:00:00,85.5,33
111.5,2022-08-13 08:00:00,78.8,33
133.7,2022-08-13 09:00:00,70.4,33
115.0,2022-08-13 10:00:00,67.0,33
111.9,2022-08-13 11:00:00,56.5,33
171.6,2022-08-13 12:00:00,53.1,33
182.2,2022-08-13 13:00:00,50.0,33
204.3,2022-08-13 14:00:00,44.8,33
239.8,2022-08-13 15:00:00,61.0,33
279.7,2022-08-13 16:00:00,75.8,33
83.5,2022-08-13 17:00:00,90.3,33
117.0,2022-08-13 18:00:00,91.8,33
217.1,2022-08-13 19:00:00,83.7,33
207.6,2022-08-13 20:00:00,80.2,33
172.2,2022-08-13 21:00:00,77.4,33
163.5,2022-08-13 22:00:00,77.8,33
163.7,2022-08-13 23:00:00,78.4,33
206.8,2022-08-14 00:00:00,71.8,33
234.4,2022-08-14 01:00:00,71.9,33
241.1,2022-08-14 02:00:00,70.1,33
234.1,2022-08-14 03:00:00,67.1,33
235.8,2022-08-14 04:00:00,66.6,33
246.5,2022-08-14 05:00:00,68.5,33
241.4,2022-08-14 06:00:00,70.1,33
237.9,2022-08-14 07:00:00,71.4,33
238.7,2022-08-14 08:00:00,73.5,33
238.0,2022-08-14 09:00:00,79.0,33
259.9,2022-08-14 10:00:00,81.8,33
248.2,2022-08-14 11:00:00,91.1,33
241.2,2022-08-14 12:00:00,93.0,33
240.4,2022-08-14 13:00:00,90.0,33
254.5,2022-08-14 14:00:00,84.4,33
239.5,2022-08-14 15:00:00,77.1,33
309.9,2022-08-14 16:00:00,78.7,33
316.6,2022-08-14 17:00:00,76.8,33
245.9,2022-08-14 18:00:00,63.7,33
252.1,2022-08-14 19:00:00,59.1,33
259.4,2022-08-14 20:00:00,58.0,33
248.9,2022-08-14 21:00:00,58.2,33
254.4,2022-08-14 22:00:00,59.0,33
263.8,2022-08-14 23:00:00,59.7,33
261.4,2022-08-15 00:00:00,61.7,33
279.2,2022-08-15 01:00:00,64.2,33
285.0,2022-08-15 02:00:00,69.3,33
290.3,2022-08-15 03:00:00,74.7,33
313.6,2022-08-15 04:00:00,76.4,33
291.3,2022-08-15 05:00:00,75.5,33
282.2,2022-08-15 06:00:00,71.5,33
287.3,2022-08-15 07:00:00,70.0,33
273.0,2022-08-15 08:00:00,67.4,33
265.6,2022-08-15 09:00:00,64.6,33
264.5,2022-08-15 10:00:00,56.5,33
264.3,2022-08-15 11:00:00,51.4,33
266.2,2022-08-15 12:00:00,47.7,33
257.4,2022-08-15 13:00:00,45.6,33
241.2,2022-08-15 14:00:00,42.8,33
249.1,2022-08-15 15:00:00,41.5,33
247.0,2022-08-15 16:00:00,41.1,33
250.7,2022-08-15 17:00:00,41.6,33
252.5,2022-08-15 18:00:00,43.3,33
246.6,2022-08-15 19:00:00,47.8,33
260.8,2022-08-15 20:00:00,49.1,33
245.4,2022-08-15 21:00:00,49.6,33
242.0,2022-08-15 22:00:00,57.9,33
202.5,2022-08-15 23:00:00,60.9,33
237.4,2022-08-16 00:00:00,61.2,33
240.4,2022-08-16 01:00:00,62.0,33
227.0,2022-08-16 02:00:00,63.6,33
212.8,2022-08-16 03:00:00,64.6,33
242.1,2022-08-16 04:00:00,65.0,33
271.5,2022-08-16 05:00:00,66.9,33
263.5,2022-08-16 06:00:00,67.2,33
273.9,2022-08-16 07:00:00,67.0,33
274.3,2022-08-16 08:00:00,68.6,33
262.9,2022-08-16 09:00:00,68.0,33
256.7,2022-08-16 10:00:00,67.4,33
265.3,2022-08-16 11:00:00,61.8,33
261.2,2022-08-16 12:00:00,54.1,33
263.3,2022-08-16 13:00:00,48.9,33
260.6,2022-08-16 14:00:00,44.4,33
256.4,2022-08-16 15:00:00,39.7,33
263.3,2022-08-16 16:00:00,37.2,33
255.9,2022-08-16 17:00:00,37.6,33
244.5,2022-08-16 18:00:00,40.6,33
219.8,2022-08-16 19:00:00,44.8,33
219.6,2022-08-16 20:00:00,50.7,33
245.2,2022-08-16 21:00:00,54.7,33
260.8,2022-08-16 22:00:00,55.6,33
266.0,2022-08-16 23:00:00,59.7,33
277.1,2022-08-17 00:00:00,68.6,33
263.7,2022-08-17 01:00:00,73.3,33
258.5,2022-08-17 02:00:00,70.7,33
269.3,2022-08-17 03:00:00,74.4,33
258.7,2022-08-17 04:00:00,73.0,33
256.5,2022-08-17 05:00:00,73.9,33
283.7,2022-08-17 06:00:00,81.9,33
256.9,2022-08-17 07:00:00,75.4,33
278.6,2022-08-17 08:00:00,68.3,33
258.9,2022-08-17 09:00:00,64.9,33
270.5,2022-08-17 10:00:00,61.5,33
271.0,2022-08-17 11:00:00,54.3,33
241.7,2022-08-17 12:00:00,48.7,33
243.3,2022-08-17 13:00:00,45.2,33
228.4,2022-08-17 14:00:00,43.2,33
218.4,2022-08-17 15:00:00,41.1,33
239.8,2022-08-17 16:00:00,40.2,33
225.2,2022-08-17 17:00:00,38.4,33
130.1,2022-08-17 18:00:00,46.6,33
106.7,2022-08-17 19:00:00,54.8,33
90.6,2022-08-17 20:00:00,62.9,33
102.8,2022-08-17 21:00:00,64.6,33
95.7,2022-08-17 22:00:00,70.4,33
79.6,2022-08-17 23:00:00,77.6,33
108.8,2022-08-18 00:00:00,82.4,33
284.9,2022-08-18 01:00:00,87.4,33
95.4,2022-08-18 02:00:00,92.5,33
41.7,2022-08-18 03:00:00,96.9,33
83.3,2022-08-18 04:00:00,98.0,33
70.5,2022-08-18 05:00:00,98.3,33
82.2,2022-08-18 06:00:00,96.7,33
278.2,2022-08-18 07:00:00,90.1,33
286.7,2022-08-18 08:00:00,81.7,33
286.9,2022-08-18 09:00:00,75.3,33
274.5,2022-08-18 10:00:00,67.8,33
257.6,2022-08-18 11:00:00,59.7,33
252.7,2022-08-18 12:00:00,46.4,33
269.8,2022-08-18 13:00:00,34.0,33
253.7,2022-08-18 14:00:00,32.9,33
290.4,2022-08-18 15:00:00,31.4,33
161.2,2022-08-18 16:00:00,31.0,33
94.6,2022-08-18 17:00:00,33.3,33
115.5,2022-08-18 18:00:00,40.2,33
104.7,2022-08-18 19:00:00,44.3,33
94.6,2022-08-18 20:00:00,51.3,33
96.1,2022-08-18 21:00:00,57.4,33
78.6,2022-08-18 22:00:00,69.8,33
92.7,2022-08-18 23:00:00,72.5,33
75.2,2022-08-19 00:00:00,74.8,33
98.6,2022-08-19 01:00:00,70.9,33
95.5,2022-08-19 02:00:00,83.9,33
134.9,2022-08-19 03:00:00,90.2,33
44.7,2022-08-19 04:00:00,94.8,33
50.1,2022-08-19 05:00:00,95.9,33
20.7,2022-08-19 06:00:00,93.1,33
279.8,2022-08-19 07:00:00,85.5,33
279.0,2022-08-19 08:00:00,82.4,33
283.0,2022-08-19 09:00:00,73.7,33
261.1,2022-08-19 10:00:00,65.9,33
255.4,2022-08-19 11:00:00,61.3,33
272.9,2022-08-19 12:00:00,55.3,33
275.5,2022-08-19 13:00:00,52.9,33
205.6,2022-08-19 14:00:00,51.0,33
100.0,2022-08-19 15:00:00,43.1,33
108.0,2022-08-19 16:00:00,44.6,33
102.0,2022-08-19 17:00:00,47.4,33
111.4,2022-08-19 18:00:00,52.1,33
95.3,2022-08-19 19:00:00,59.4,33
96.7,2022-08-19 20:00:00,62.6,33
80.3,2022-08-19 21:00:00,71.0,33
7.2,2022-08-19 22:00:00,82.6,33
44.3,2022-08-19 23:00:00,83.5,33
